12031,1064.506038.0859,959.2159
349465598,2.1907,3725.5859,8161.5186
349465638,2.1115,3720.7031,7856.2144
349465678,2.1379,3745.1172,8006.6113
349465717,2.4018,3715.8203,8924.7158
349465757,2.2698,3701.1719,8401.0967
349465796,2.2698,3715.8203,8434.3467
349465836,2.3490,3701.1719,8694.1592
349465876,2.1379,3715.8203,7943.9780
349465915,2.1907,3779.2969,8279.1816
349465955,2.1907,3837.8906,8407.5410
349465994,2.3754,3706.0547,8803.4443
349466034,2.3226,3706.0547,8607.8125
349466073,2.2171,3730.4688,8270.6758
349466113,2.1643,3720.7031,8052.6201
349466152,2.1907,3754.8828,8225.6982
349466191,2.1643,3730.4688,8073.7554
349466231,2.2435,3715.8203,8336.2734
349466270,2.2962,3706.0547,8509.9971
349466310,2.2435,3710.9375,8325.3193
349466350,2.1379,3725.5859,7964.8560
349466389,2.2435,3701.1719,8303.4102
349466429,2.3226,3740.2344,8687.2002
349466468,2.3226,3706.0547,8607.8125
349466508,2.2962,3725.5859,8554.8447
349466548,2.1643,3735.3516,8084.3232
349466587,2.1643,3701.1719,8010.3491
349466627,2.2171,3745.1172,8303.1523
349466665,2.1907,3740.2344,8193.6084
349466705,2.3490,3823.2422,8980.9063
349466745,2.4018,3701.1719,8889.5332
349466784,2.4282,3715.8203,9022.7900
349466824,2.2435,3720.7031,8347.2275
349466863,2.1907,3710.9375,8129.4287
349466903,2.2962,3740.2344,8588.4814
349466943,2.1907,3710.9375,8129.4287
349466982,2.2171,3730.4688,8270.6758
349467022,2.2171,3706.0547,8216.5488
349467061,2.2698,3720.7031,8445.4297
349467101,2.3226,3720.7031,8641.8359
349467141,2.3226,3725.5859,8653.1768
349467180,2.3226,3735.3516,8675.8594
349467219,2.2698,3686.5234,8367.8477
349467258,2.2698,3725.5859,8456.5137
349467298,2.2435,3706.0547,8314.3652
349467337,2.3226,3730.4688,8664.5176
349467377,2.2171,3730.4688,8270.6758
349467417,2.2435,3774.4141,8467.7256
349467456,2.3226,3774.4141,8766.5869
349467496,2.3226,3691.4063,8573.7900
349467535,2.2962,3725.5859,8554.8447
349467575,2.3226,3691.4063,8573.7900
349467615,2.2171,3740.2344,8292.3271
349467654,2.1379,3706.0547,7923.1006
349467694,2.2171,3735.3516,8281.5020
349467732,2.1907,3725.5859,8161.5186
349467772,2.1907,3696.2891,8097.3389
349467812,2.1907,3740.2344,8193.6084
349467851,2.2435,3720.7031,8347.2275
349467891,2.1907,3754.8828,8225.6982
349467930,2.1643,3750.0000,8116.0264
349467970,2.1907,3701.1719,8108.0356
349468010,2.3490,3720.7031,8740.0391
349468049,2.4282,3686.5234,8951.6514
349468089,2.2962,3715.8203,8532.4209
349468128,2.3226,3686.5234,8562.4492
349468168,2.2698,3720.7031,8445.4297
349468208,2.2962,3652.3438,8386.6631
349468247,2.4546,3730.4688,9156.8193
349468286,2.1907,3720.7031,8150.8223
349468325,2.1907,3730.4688,8172.2153
349468365,2.1643,3754.8828,8126.5942
349468405,2.1643,3754.8828,8126.5942
349468444,2.2698,3735.3516,8478.6797
349468484,2.3226,3691.4063,8573.7900
349468523,2.2698,3730.4688,8467.5967
349468563,2.3490,3715.8203,8728.5693
349468602,2.1115,3720.7031,7856.2144
349468642,2.1379,3754.8828,8027.4893
349468682,2.1115,3715.8203,7845.9043
349468721,2.2171,3725.5859,8259.8506
349468761,2.2435,3740.2344,8391.0459
349468800,2.1379,3730.4688,7975.2949
349468839,2.1907,3720.7031,8150.8223
349468879,2.2435,3706.0547,8314.3652
349468918,2.3490,3750.0000,8808.8584
349468958,2.3754,3681.6406,8745.4512
349468997,2.3754,3696.2891,8780.2471
349469037,2.2962,3696.2891,8487.5723
349469077,2.2171,3715.8203,8238.1992
349469116,2.1379,3715.8203,7943.9780
349469156,2.2171,3730.4688,8270.6758
349469195,2.2962,3715.8203,8532.4209
349469235,2.4018,3666.9922,8807.4404
349469275,2.1379,3745.1172,8006.6113
349469314,2.1379,3710.9375,7933.5396
349469353,2.1643,3740.2344,8094.8911
349469392,2.2435,3720.7031,8347.2275
349469432,2.2698,3710.9375,8423.2637
349469472,2.3490,3720.7031,8740.0391
349469511,2.4282,3701.1719,8987.2207
349469551,2.1907,3715.8203,8140.1255
349469590,2.2435,3715.8203,8336.2734
349469630,2.2962,3730.4688,8566.0576
349469670,2.2698,3735.3516,8478.6797
349469709,2.2962,3696.2891,8487.5723
349469749,2.3490,3725.5859,8751.5088
349469788,2.2962,3696.2891,8487.5723
349469828,2.2171,3730.4688,8270.6758
349469867,2.2435,3691.4063,8281.5020
349469906,2.2435,3735.3516,8380.0908
349469946,2.1907,3891.6016,8525.2041
349469985,2.3226,3632.8125,8437.6982
349470025,2.1907,3740.2344,8193.6084
349470064,2.1379,3706.0547,7923.1006
349470104,2.2698,3745.1172,8500.8467
349470144,2.3490,3715.8203,8728.5693
349470183,2.2698,3725.5859,8456.5137
349470223,2.3490,3720.7031,8740.0391
349470262,2.0851,3730.4688,7778.3745
349470302,2.1643,3779.2969,8179.4331
349470342,2.1115,3725.5859,7866.5239
349470381,2.2698,3745.1172,8500.8467
349470420,2.2435,3710.9375,8325.3193
349470459,2.2171,3696.2891,8194.8975
349470499,2.2171,3725.5859,8259.8506
349470539,2.1379,3725.5859,7964.8560
349470578,2.1643,3745.1172,8105.4590
349470618,2.2962,3691.4063,8476.3604
349470657,2.3226,3701.1719,8596.4717
349470697,2.3490,3666.9922,8613.8701
349470737,2.2698,3789.0625,8600.5957
349470776,2.2698,3715.8203,8434.3467
349470816,2.2962,3720.7031,8543.6328
349470855,2.3490,3701.1719,8694.1592
349470895,2.2171,3706.0547,8216.5488
349470935,2.2435,3696.2891,8292.4561
349470973,2.2435,3701.1719,8303.4102
349471013,2.1379,3745.1172,8006.6113
349471052,2.1907,3715.8203,8140.1255
349471092,2.2435,3701.1719,8303.4102
349471131,2.4018,3706.0547,8901.2607
349471171,2.2698,3710.9375,8423.2637
349471211,2.0851,3750.0000,7819.0986
349471250,2.0323,3706.0547,7531.8359
349471290,2.1643,3750.0000,8116.0264
349471329,2.2962,3710.9375,8521.2090
349471369,2.3226,3715.8203,8630.4951
349471409,2.2962,3735.3516,8577.2695
349471448,2.2435,3686.5234,8270.5479
349471488,2.2435,3750.0000,8412.9541
349471526,2.1643,3715.8203,8042.0522
349471566,2.1907,3735.3516,8182.9121
349471606,2.1907,3710.9375,8129.4287
349471645,2.2171,3710.9375,8227.3740
349471685,2.3226,3735.3516,8675.8594
349471724,2.2698,3735.3516,8478.6797
349471764,2.2171,3740.2344,8292.3271
349471804,2.2962,3715.8203,8532.4209
349471843,2.4018,3706.0547,8901.2607
349471883,2.4546,3696.2891,9072.9219
349471922,2.3490,3715.8203,8728.5693
349471962,2.3490,3706.0547,8705.6289
349472002,2.2962,3706.0547,8509.9971
349472040,2.4018,3715.8203,8924.7158
349472080,2.3226,3701.1719,8596.4717
349472119,2.5602,3691.4063,9450.6543
349472159,2.3490,3676.7578,8636.8105
349472199,2.3226,3706.0547,8607.8125
349472238,2.2171,3715.8203,8238.1992
349472278,2.1643,3730.4688,8073.7554
349472317,2.3226,3720.7031,8641.8359
349472357,2.3226,3715.8203,8630.4951
349472396,2.2962,3730.4688,8566.0576
349472436,2.2698,3691.4063,8378.9307
349472476,2.1643,3730.4688,8073.7554
349472515,2.2698,3701.1719,8401.0967
349472555,2.1907,3730.4688,8172.2153
349472593,2.2698,3710.9375,8423.2637
349472633,2.2962,3710.9375,8521.2090
349472673,2.2435,3710.9375,8325.3193
349472712,2.2435,3706.0547,8314.3652
349472752,2.2171,3750.0000,8313.9775
349472791,2.2171,3701.1719,8205.7227
349472831,2.2698,3745.1172,8500.8467
349472871,2.2698,3715.8203,8434.3467
349472910,2.2171,3715.8203,8238.1992
349472950,2.3754,3720.7031,8838.2412
349472989,2.3226,3710.9375,8619.1543
349473029,2.2171,3730.4688,8270.6758
349473069,2.3490,3691.4063,8671.2197
349473107,2.3754,3706.0547,8803.4443
349473147,2.3754,3710.9375,8815.0439
349473186,2.3490,3720.7031,8740.0391
349473226,2.2698,3681.6406,8356.7637
349473266,2.2435,3823.2422,8577.2695
349473305,2.2171,3715.8203,8238.1992
349473345,2.2435,3701.1719,8303.4102
349473384,2.2171,3735.3516,8281.5020
349473424,2.2698,3710.9375,8423.2637
349473464,2.1907,3725.5859,8161.5186
349473503,2.0851,3745.1172,7808.9175
349473543,2.2171,3696.2891,8194.8975
349473582,2.1907,3735.3516,8182.9121
349473622,2.2962,3706.0547,8509.9971
349473660,2.3490,3696.2891,8682.6895
349473700,2.3754,3701.1719,8791.8457
349473740,2.2962,3701.1719,8498.7842
349473779,2.4018,3706.0547,8901.2607
349473819,2.3754,3691.4063,8768.6484
349473858,2.2435,3710.9375,8325.3193
349473898,2.2171,3706.0547,8216.5488
349473938,2.2698,3745.1172,8500.8467
349473977,2.1643,3710.9375,8031.4844
349474017,2.1115,3740.2344,7897.4541
349474056,2.1379,3735.3516,7985.7339
349474096,2.2435,3706.0547,8314.3652
349474136,2.1115,3740.2344,7897.4541
349474174,2.2962,3715.8203,8532.4209
349474214,2.2962,3725.5859,8554.8447
349474253,2.2698,3730.4688,8467.5967
349474293,2.3490,3701.1719,8694.1592
349474333,2.4546,3666.9922,9001.0098
349474372,2.4810,3701.1719,9182.5947
349474412,2.3226,3706.0547,8607.8125
349474451,2.2698,3715.8203,8434.3467
349474491,2.1907,3725.5859,8161.5186
349474531,2.2962,3696.2891,8487.5723
349474570,2.3754,3710.9375,8815.0439
349474610,2.1643,3710.9375,8031.4844
349474649,2.1115,3730.4688,7876.8340
349474689,2.1379,3735.3516,7985.7339
349474728,2.2435,3740.2344,8391.0459
349474767,2.1907,3730.4688,8172.2153
349474807,2.2435,3706.0547,8314.3652
349474846,2.1643,3730.4688,8073.7554
349474886,2.1643,3701.1719,8010.3491
349474925,2.1907,3725.5859,8161.5186
349474965,2.1643,3730.4688,8073.7554
349475005,2.2171,3696.2891,8194.8975
349475044,2.3490,3720.7031,8740.0391
349475084,2.3226,3701.1719,8596.4717
349475123,2.3490,3710.9375,8717.0996
349475163,2.3754,3701.1719,8791.8457
349475203,2.4282,3696.2891,8975.3643
349475241,2.4810,3671.8750,9109.9092
349475281,2.4282,3696.2891,8975.3643
349475320,2.2962,3710.9375,8521.2090
349475360,2.2171,3730.4688,8270.6758
349475400,2.1115,3745.1172,7907.7642
349475439,2.1115,3725.5859,7866.5239
349475479,2.0059,3750.0000,7522.1704
349475518,2.1379,3715.8203,7943.9780
349475558,2.2962,3701.1719,8498.7842
349475598,2.4546,3730.4688,9156.8193
349475637,2.0851,3754.8828,7829.2798
349475677,2.2962,3740.2344,8588.4814
349475716,2.1907,3701.1719,8108.0356
349475756,2.3490,3725.5859,8751.5088
349475795,2.2171,3715.8203,8238.1992
349475834,2.1907,3750.0000,8215.0020
349475874,2.2435,3720.7031,8347.2275
349475913,2.2962,3710.9375,8521.2090
349475953,2.3490,3715.8203,8728.5693
349475993,2.3490,3715.8203,8728.5693
349476032,2.1643,3754.8828,8126.5942
349476072,1.8739,3740.2344,7008.9907
349476111,2.0323,3740.2344,7601.2998
349476151,2.1643,3715.8203,8042.0522
349476190,2.2962,3691.4063,8476.3604
349476230,2.4018,3715.8203,8924.7158
349476270,2.2698,3701.1719,8401.0967
349476308,2.1643,3730.4688,8073.7554
349476348,2.2698,3715.8203,8434.3467
349476387,2.2435,3730.4688,8369.1367
349476427,2.4018,3696.2891,8877.8057
349476467,2.2962,3730.4688,8566.0576
349476506,2.1115,3735.3516,7887.1440
349476546,2.0587,3774.4141,7770.3838
349476585,2.2962,3720.7031,8543.6328
349476625,2.2435,3701.1719,8303.4102
349476665,2.4546,3710.9375,9108.8779
349476704,2.4282,3686.5234,8951.6514
349476744,2.2698,3735.3516,8478.6797
349476783,2.2435,3759.7656,8434.8633
349476823,2.2171,3740.2344,8292.3271
349476862,2.3226,3720.7031,8641.8359
349476901,2.3754,3710.9375,8815.0439
349476941,2.1907,3730.4688,8172.2153
349476980,2.2171,3720.7031,8249.0254
349477020,2.0323,3764.6484,7650.9165
349477060,2.1379,3715.8203,7943.9780
349477099,2.2435,3735.3516,8380.0908
349477139,2.1643,3730.4688,8073.7554
349477178,2.1643,3720.7031,8052.6201
349477218,2.2962,3745.1172,8599.6934
349477258,2.3754,3735.3516,8873.0371
349477297,2.3754,3706.0547,8803.4443
349477337,2.4018,3676.7578,8830.8955
349477376,2.5074,3701.1719,9280.2822
349477415,2.3226,3696.2891,8585.1309
349477454,2.1115,3745.1172,7907.7642
349477494,2.0059,3745.1172,7512.3760
349477534,1.9531,3764.6484,7352.8291
349477573,2.0059,3764.6484,7551.5537
349477613,2.1115,3715.8203,7845.9043
349477652,2.1643,3745.1172,8105.4590
349477692,2.2171,3701.1719,8205.7227
349477732,2.2435,3740.2344,8391.0459
349477771,2.2435,3720.7031,8347.2275
349477811,2.5074,3671.8750,9206.8232
349477850,2.4018,3706.0547,8901.2607
349477890,2.1907,3710.9375,8129.4287
349477929,2.0323,3754.8828,7631.0698
349477968,1.8476,3754.8828,6937.3359
349478008,1.9003,3793.9453,7209.7778
349478047,1.9795,3764.6484,7452.1914
349478087,2.1643,3715.8203,8042.0522
349478127,2.1907,3740.2344,8193.6084
349478166,2.2171,3730.4688,8270.6758
349478206,2.0587,3754.8828,7730.1748
349478245,2.1907,3715.8203,8140.1255
349478285,2.4018,3696.2891,8877.8057
349478325,2.4282,3701.1719,8987.2207
349478364,2.2962,3710.9375,8521.2090
349478404,1.9795,3769.5313,7461.8569
349478443,1.8476,3750.0000,6928.3149
349478482,1.9003,3789.0625,7200.4985
349478522,1.9795,3764.6484,7452.1914
349478561,2.1643,3681.6406,7968.0781
349478601,2.1643,3735.3516,8084.3232
349478640,2.1115,3710.9375,7835.5942
349478680,2.1115,3764.6484,7949.0039
349478719,2.0587,3735.3516,7689.9658
349478759,2.2171,3725.5859,8259.8506
349478799,2.2435,3701.1719,8303.4102
349478838,2.1379,3706.0547,7923.1006
349478878,2.0059,3759.7656,7541.7593
349478917,1.8476,3750.0000,6928.3149
349478957,2.0059,3769.5313,7561.3481
349478996,2.1379,3725.5859,7964.8560
349479035,2.1643,3715.8203,8042.0522
349479075,2.1115,3730.4688,7876.8340
349479114,2.1379,3725.5859,7964.8560
349479154,2.0587,3754.8828,7730.1748
349479194,2.2435,3730.4688,8369.1367
349479233,2.2171,3730.4688,8270.6758
349479273,2.2698,3735.3516,8478.6797
349479312,2.1907,3779.2969,8279.1816
349479352,2.0587,3774.4141,7770.3838
349479392,1.9003,3764.6484,7154.1040
349479431,1.9531,3759.7656,7343.2920
349479471,2.0323,3750.0000,7621.1465
349479510,2.0587,3740.2344,7700.0181
349479549,1.9795,3779.2969,7481.1880
349479589,1.8212,3769.5313,6864.9087
349479628,1.9003,3784.1797,7191.2197
349479668,1.8739,3769.5313,7063.8916
349479707,1.9795,3725.5859,7374.8662
349479747,1.9531,3764.6484,7352.8291
349479787,1.7420,3798.8281,6617.4688
349479826,1.6364,3813.4766,6240.3809
349479866,1.5044,3803.7109,5722.4326
349479905,1.6100,3798.8281,6116.1455
349479945,1.7156,3808.5938,6533.9575
349479984,1.6628,3789.0625,6300.4365
349480024,1.6100,3808.5938,6131.8682
349480064,1.4516,3852.5391,5592.5264
349480102,1.2669,3857.4219,4886.9365
349480142,1.3197,3867.1875,5103.4463
349480181,1.3725,3823.2422,5247.2705
349480221,1.4516,3847.6563,5585.4385
349480261,1.5308,3828.1250,5860.2002
349480300,1.3725,3862.3047,5300.8828
349480340,1.2141,3876.9531,4707.0273
349480379,0.2111,3989.2578,842.3264
349480418,0.2111,3979.4922,840.2644
349480457,0.3695,4003.9063,1479.4840
349480496,0.3431,3999.0234,1372.1311
349480536,0.2639,3999.0234,1055.4855
349480574,0.2375,4013.6719,953.4166
349480613,0.2903,4008.7891,1163.8693
349480653,0.4487,3950.1953,1772.4166
349480692,0.2639,4008.7891,1058.0630
349480732,0.2639,3999.0234,1055.4855
349480771,0.2903,4008.7891,1163.8693
349480811,0.2375,4008.7891,952.2567
349480849,0.2639,4008.7891,1058.0630
349480889,0.2375,4008.7891,952.2567
349480928,0.2903,4003.9063,1162.4517
349480967,0.2111,4013.6719,847.4814
349481006,0.3959,4003.9063,1585.1614
349481044,0.2903,4008.7891,1163.8693
349481084,0.2639,3974.6094,1049.0417
349481124,0.2375,4013.6719,953.4166
349481162,0.2111,4003.9063,845.4194
349481201,0.2639,4008.7891,1058.0630
349481240,0.4223,4008.7891,1692.9008
349481280,0.2639,4008.7891,1058.0630
349481320,0.2375,4003.9063,951.0968
349481358,0.2111,4008.7891,846.4504
349481397,0.1848,4013.6719,741.5463
349481435,0.2111,4008.7891,846.4504
349481474,0.2375,4013.6719,953.4166
349481511,0.2639,4008.7891,1058.0630
349481551,0.2111,4038.0859,852.6364
349481590,0.2639,4008.7891,1058.0630
349481629,0.2903,4042.9688,1173.7927
349481669,0.2903,4008.7891,1163.8693
