24
269MM8&b0.487,4047.8516,1816.2341
269610757,2.4282,3725.5859,9046.5029
269610797,2.2962,3784.1797,8689.3906
269610835,2.4546,3764.6484,9240.7168
269610875,2.4018,3754.8828,9018.5371
269610915,2.3490,3754.8828,8820.3281
269610954,2.5866,3740.2344,9674.3818
269610994,2.6658,3710.9375,9892.4375
269611033,2.7185,3715.8203,10101.6020
269611074,2.6394,3686.5234,9730.0557
269611113,2.5602,3725.5859,9538.1602
269611153,2.4810,3715.8203,9218.9375
269611193,2.5074,3730.4688,9353.7412
269611232,2.3754,3720.7031,8838.2412
269611272,2.2171,3779.2969,8378.9307
269611311,2.2698,3891.6016,8833.3438
269611351,2.2171,3774.4141,8368.1055
269611390,2.2698,3754.8828,8523.0127
269611429,2.2962,3754.8828,8622.1182
269611469,2.3754,3750.0000,8907.8330
269611508,2.5074,3710.9375,9304.7686
269611548,2.6130,3720.7031,9722.0654
269611588,2.6130,3706.0547,9683.7900
269611627,2.6394,3774.4141,9962.0303
269611667,2.5074,3715.8203,9317.0117
269611706,2.6130,3715.8203,9709.3066
269611746,2.5866,3725.5859,9636.4922
269611786,2.5602,3720.7031,9525.6602
269611825,2.4546,3706.0547,9096.8926
269611865,2.5074,3725.5859,9341.4980
269611904,2.5074,3740.2344,9378.2275
269611943,2.3490,3740.2344,8785.9180
269611983,2.4018,3745.1172,8995.0820
269612022,2.5602,3754.8828,9613.1660
269612062,2.4282,3715.8203,9022.7900
269612101,2.4018,3754.8828,9018.5371
269612141,2.2435,3823.2422,8577.2695
269612181,2.1907,3784.1797,8289.8779
269612220,2.2962,3754.8828,8622.1182
269612260,2.4018,3745.1172,8995.0820
269612299,2.3490,3740.2344,8785.9180
269612339,2.4282,3701.1719,8987.2207
269612378,2.4282,3740.2344,9082.0732
269612418,2.4810,3696.2891,9170.4805
269612457,2.4282,3740.2344,9082.0732
269612496,2.4546,3715.8203,9120.8633
269612536,2.4282,3740.2344,9082.0732
269612575,2.5074,3715.8203,9317.0117
269612615,2.4546,3730.4688,9156.8193
269612655,2.5074,3706.0547,9292.5254
269612694,2.4546,3745.1172,9192.7754
269612734,2.3226,3725.5859,8653.1768
269612773,2.4282,3745.1172,9093.9297
269612813,2.3754,3730.4688,8861.4385
269612853,2.2962,3764.6484,8644.5420
269612892,2.2171,3740.2344,8292.3271
269612932,2.2698,3764.6484,8545.1797
269612971,2.4546,3735.3516,9168.8047
269613010,2.4810,3706.0547,9194.7090
269613050,2.6921,3710.9375,9990.3828
269613089,2.6921,3691.4063,9937.8018
269613129,2.7185,3676.7578,9995.4082
269613168,2.7449,3696.2891,10146.0630
269613209,2.6130,3725.5859,9734.8242
269613249,2.5602,3710.9375,9500.6582
269613288,2.5074,3730.4688,9353.7412
269613328,2.5602,3706.0547,9488.1572
269613367,2.3226,3769.5313,8755.2461
269613407,2.5866,3725.5859,9636.4922
269613447,2.4282,3735.3516,9070.2168
269613486,2.3226,3764.6484,8743.9053
269613526,2.0851,3779.2969,7880.1855
269613564,2.0851,3779.2969,7880.1855
269613604,2.1379,3764.6484,8048.3667
269613644,2.3226,3745.1172,8698.5410
269613683,2.3226,3745.1172,8698.5410
269613723,2.4282,3754.8828,9117.6426
269613762,2.5338,3710.9375,9402.7129
269613802,2.6658,3696.2891,9853.3887
269613841,2.7449,3676.7578,10092.4520
269613882,2.6394,3710.9375,9794.4932
269613922,2.6394,3720.7031,9820.2676
269613961,2.6921,3706.0547,9977.2383
269614001,2.7185,3720.7031,10114.8760
269614041,2.5338,3701.1719,9377.9688
269614081,2.4546,3745.1172,9192.7754
269614120,2.4282,3691.4063,8963.5078
269614159,2.5074,3725.5859,9341.4980
269614199,2.5074,3715.8203,9317.0117
269614238,2.3754,3745.1172,8896.2344
269614278,2.4018,3720.7031,8936.4443
269614318,2.5074,3715.8203,9317.0117
269614357,2.4810,3715.8203,9218.9375
269614397,2.3490,3745.1172,8797.3887
269614436,2.4282,3750.0000,9105.7861
269614476,2.4282,3740.2344,9082.0732
269614516,2.4546,3676.7578,9024.9805
269614555,2.5602,3720.7031,9525.6602
269614595,2.3226,3740.2344,8687.2002
269614633,2.2962,3750.0000,8610.9053
269614673,2.3490,3754.8828,8820.3281
269614713,2.5074,3701.1719,9280.2822
269614752,2.5074,3735.3516,9365.9844
269614792,2.4282,3720.7031,9034.6465
269614831,2.5338,3725.5859,9439.8291
269614871,2.5602,3706.0547,9488.1572
269614911,2.5866,3745.1172,9687.0117
269614950,2.5074,3706.0547,9292.5254
269614990,2.5602,3750.0000,9600.6650
269615029,2.4810,3715.8203,9218.9375
269615069,2.5866,3745.1172,9687.0117
269615109,2.4282,3759.7656,9129.4990
269615148,2.3490,3740.2344,8785.9180
269615187,2.5074,3730.4688,9353.7412
269615226,2.5866,3720.7031,9623.8623
269615266,2.6130,3720.7031,9722.0654
269615305,2.5602,3725.5859,9538.1602
269615345,2.6394,3715.8203,9807.3799
269615385,2.5866,3701.1719,9573.3438
269615424,2.6130,3696.2891,9658.2725
269615464,2.4546,3740.2344,9180.7900
269615503,2.2698,3740.2344,8489.7627
269615543,2.2435,3779.2969,8478.6807
269615583,2.2698,3735.3516,8478.6797
269615622,2.0851,3774.4141,7870.0044
269615662,2.0587,3784.1797,7790.4883
269615700,2.2171,3740.2344,8292.3271
269615740,2.2962,3774.4141,8666.9658
269615780,2.3490,3735.3516,8774.4482
269615819,2.3490,3754.8828,8820.3281
269615859,2.6130,3696.2891,9658.2725
269615898,2.5866,3676.7578,9510.1953
269615938,2.6130,3671.8750,9594.4795
269615978,2.6394,3691.4063,9742.9424
269616017,2.7713,3671.8750,10175.9630
269616058,2.8241,3666.9922,10356.0010
269616098,2.7713,3686.5234,10216.5590
269616139,2.7713,3696.2891,10243.6220
269616180,2.5602,3706.0547,9488.1572
269616219,2.3754,3691.4063,8768.6484
269616259,2.2698,3745.1172,8500.8467
269616297,2.1379,3745.1172,8006.6113
269616337,2.1643,3759.7656,8137.1621
269616377,2.2435,3789.0625,8500.5889
269616416,2.3754,3720.7031,8838.2412
269616456,2.4282,3769.5313,9153.2119
269616495,2.3490,3759.7656,8831.7979
269616535,2.5338,3715.8203,9415.0850
269616575,2.5866,3710.9375,9598.6035
269616614,2.6658,3696.2891,9853.3887
269616654,2.6658,3696.2891,9853.3887
269616693,2.6130,3715.8203,9709.3066
269616733,2.5338,3642.5781,9229.5049
269616773,2.5602,3833.0078,9813.1797
269616812,2.5338,3691.4063,9353.2246
269616851,2.5338,3720.7031,9427.4570
269616890,2.4810,3696.2891,9170.4805
269616930,2.4546,3725.5859,9144.8340
269616969,2.3226,3706.0547,8607.8125
269617009,2.3490,3798.8281,8923.5566
269617049,2.0587,3754.8828,7730.1748
269617088,2.1643,3774.4141,8168.8652
269617128,2.3226,3764.6484,8743.9053
269617167,2.5338,3725.5859,9439.8291
269617207,2.4018,3754.8828,9018.5371
269617247,2.4018,3710.9375,8912.9883
269617286,2.4546,3735.3516,9168.8047
269617326,2.6658,3686.5234,9827.3564
269617364,2.6658,3710.9375,9892.4375
269617404,2.5338,3686.5234,9340.8525
269617444,2.5074,3730.4688,9353.7412
269617483,2.4810,3632.8125,9012.9951
269617523,2.5866,3706.0547,9585.9736
269617562,2.5602,3720.7031,9525.6602
269617602,2.4546,3730.4688,9156.8193
269617642,2.4810,3720.7031,9231.0518
269617681,2.5338,3725.5859,9439.8291
269617721,2.3490,3710.9375,8717.0996
269617760,2.3226,3764.6484,8743.9053
269617800,2.2698,3730.4688,8467.5967
269617840,2.3754,3740.2344,8884.6357
269617879,2.4018,3715.8203,8924.7158
269617918,2.3754,3750.0000,8907.8330
269617957,2.4546,3720.7031,9132.8486
269617997,2.5338,3686.5234,9340.8525
269618037,2.4546,3735.3516,9168.8047
269618076,2.4018,3715.8203,8924.7158
269618116,2.4546,3735.3516,9168.8047
269618155,2.5602,3706.0547,9488.1572
269618195,2.4282,3730.4688,9058.3594
269618234,2.3754,3715.8203,8826.6426
269618274,2.4018,3750.0000,9006.8096
269618314,2.4018,3720.7031,8936.4443
269618353,2.3490,3764.6484,8843.2676
269618393,2.3490,3745.1172,8797.3887
269618432,2.2698,3774.4141,8567.3457
269618471,2.3490,3720.7031,8740.0391
269618511,2.4282,3740.2344,9082.0732
269618550,2.4282,3730.4688,9058.3594
269618590,2.3226,3740.2344,8687.2002
269618629,2.5074,3725.5859,9341.4980
269618669,2.5074,3710.9375,9304.7686
269618709,2.6130,3725.5859,9734.8242
269618748,2.2962,3740.2344,8588.4814
269618788,2.5602,3740.2344,9575.6631
269618827,2.2171,3764.6484,8346.4541
269618867,2.2435,3759.7656,8434.8633
269618907,2.0851,3793.9453,7910.7290
269618946,2.0587,3779.2969,7780.4360
269618985,1.9531,3803.7109,7429.1230
269619024,1.9531,3803.7109,7429.1230
269619064,1.6892,3847.6563,6499.4194
269619104,2.0059,3784.1797,7590.7319
269619143,2.1115,3784.1797,7990.2441
269619183,2.2962,3750.0000,8610.9053
269619222,2.3226,3754.8828,8721.2227
269619262,2.3226,3759.7656,8732.5635
269619302,2.5074,3730.4688,9353.7412
269619341,2.6394,3725.5859,9833.1553
269619381,2.3754,3735.3516,8873.0371
269619420,2.1907,3774.4141,8268.4854
269619460,2.3754,3730.4688,8861.4385
269619499,2.3754,3789.0625,9000.6230
269619538,2.3490,3725.5859,8751.5088
269619578,2.0851,3798.8281,7920.9102
269619617,2.0323,3784.1797,7690.6099
269619657,2.2435,3774.4141,8467.7256
269619696,2.2698,3754.8828,8523.0127
269619736,2.3490,3745.1172,8797.3887
269619776,2.1643,3764.6484,8147.7300
269619815,2.0587,3759.7656,7740.2271
269619855,2.1115,3798.8281,8021.1738
269619894,1.9795,3764.6484,7452.1914
269619934,2.1643,3779.2969,8179.4331
269619974,2.1115,3774.4141,7969.6240
269620013,2.1643,3754.8828,8126.5942
269620052,2.3490,3759.7656,8831.7979
269620091,2.3490,3740.2344,8785.9180
269620131,2.1115,3784.1797,7990.2441
269620171,2.0587,3774.4141,7770.3838
269620210,2.0059,3813.4766,7649.4985
269620250,1.9795,3784.1797,7490.8540
269620289,1.9795,3789.0625,7500.5195
269620329,1.9795,3803.7109,7529.5161
269620369,2.1115,3774.4141,7969.6240
269620408,2.1115,3803.7109,8031.4839
269620448,2.2698,3750.0000,8511.9297
269620487,2.1115,3793.9453,8010.8643
269620527,2.2698,3769.5313,8556.2627
269620567,2.2435,3764.6484,8445.8174
269620605,2.1643,3769.5313,8158.2974
269620645,2.0851,3789.0625,7900.5479
269620684,2.0323,3798.8281,7720.3799
269620724,2.1643,3759.7656,8137.1621
269620763,2.2171,3793.9453,8411.4072
269620803,2.2435,3793.9453,8511.5439
269620843,2.1379,3784.1797,8090.1226
269620882,2.0851,3784.1797,7890.3667
269620922,2.1643,3784.1797,8190.0005
269620961,2.2435,3789.0625,8500.5889
269621001,1.9003,3798.8281,7219.0566
269621041,2.0059,3813.4766,7649.4985
269621080,2.0851,3769.5313,7859.8232
269621120,2.0851,3798.8281,7920.9102
269621158,2.1379,3769.5313,8058.8057
269621198,2.0059,3793.9453,7610.3208
269621238,2.1379,3779.2969,8079.6836
269621277,2.1115,3769.5313,7959.3140
269621317,2.1643,3779.2969,8179.4331
269621356,1.8739,3828.1250,7173.6929
269621396,2.1379,3798.8281,8121.4390
269621436,1.7420,3828.1250,6668.5034
269621475,1.9267,3818.3594,7356.9531
269621515,1.9003,3818.3594,7256.1729
269621554,2.1643,3779.2969,8179.4331
269621594,2.2962,3764.6484,8644.5420
269621634,2.4546,3706.0547,9096.8926
269621672,2.2698,3769.5313,8556.2627
269621712,2.0059,3789.0625,7600.5264
269621751,1.9795,3808.5938,7539.1821
269621791,1.7684,3784.1797,6691.8296
269621831,1.8739,3808.5938,7137.0923
269621870,1.9003,3818.3594,7256.1729
269621910,2.0323,3769.5313,7660.8398
269621949,2.1643,3784.1797,8190.0005
269621989,2.3754,3715.8203,8826.6426
269622028,2.1907,3784.1797,8289.8779
269622068,1.9795,3823.2422,7568.1787
269622108,1.9531,3818.3594,7457.7334
269622147,1.6100,3852.5391,6202.6206
269622187,1.6628,3823.2422,6357.2705
269622225,1.6364,3862.3047,6320.2832
269622265,2.0059,3784.1797,7590.7319
269622305,2.1115,3803.7109,8031.4839
269622344,2.2962,3754.8828,8622.1182
269622384,2.1115,3803.7109,8031.4839
269622423,1.7420,3813.4766,6642.9863
269622463,1.8476,3813.4766,7045.5908
269622503,1.5572,3847.6563,5991.6523
269622542,1.8476,3818.3594,7054.6123
269622582,1.6364,3862.3047,6320.2832
269622621,2.0323,3793.9453,7710.4565
269622661,2.0587,3803.7109,7830.6973
269622701,2.0851,3764.6484,7849.6421
269622739,1.8476,3833.0078,7081.6758
269622779,1.7948,3823.2422,6861.8159
269622818,1.7156,3769.5313,6466.9429
269622858,1.8739,3803.7109,7127.9424
269622898,1.8212,3818.3594,6953.8325
269622937,1.6100,3857.4219,6210.4819
269622977,1.8476,3808.5938,7036.5698
269623016,1.7684,3837.8906,6786.8105
269623056,1.9531,3789.0625,7400.5127
269623096,1.9531,3803.7109,7429.1230
269623135,1.9531,3735.3516,7295.6084
269623175,1.7948,3823.2422,6861.8159
269623214,1.8212,3833.0078,6980.5093
269623254,1.6892,3828.1250,6466.4272
269623292,1.7156,3837.8906,6584.2188
269623332,2.0587,3798.8281,7820.6450
269623372,1.9003,3823.2422,7265.4517
269623411,2.0323,3789.0625,7700.5332
269623451,1.9003,3813.4766,7246.8936
269623490,2.0851,3793.9453,7910.7290
269623530,1.8476,3833.0078,7081.6758
269623570,1.7684,3847.6563,6804.0796
269623609,1.5836,3847.6563,6093.2056
269623649,1.6892,3803.7109,6425.1875
269623688,1.6892,3828.1250,6466.4272
269623728,1.7420,3852.5391,6711.0322
269623768,1.9267,3798.8281,7319.3218
269623806,1.8212,3818.3594,6953.8325
269623846,1.9531,3696.2891,7219.3145
269623885,1.7156,3828.1250,6567.4653
269623925,1.7420,3842.7734,6694.0205
269623965,1.5308,3862.3047,5912.5234
269624004,1.6628,3867.1875,6430.3428
269624044,1.6892,3828.1250,6466.4272
269624083,1.6364,3847.6563,6296.3125
269624123,1.9267,3818.3594,7356.9531
269624163,1.9531,3750.0000,7324.2188
269624202,2.3490,3764.6484,8843.2676
269624242,2.4546,3730.4688,9156.8193
269624281,2.0851,3784.1797,7890.3667
269624321,1.5836,3847.6563,6093.2056
269624360,1.5308,3862.3047,5912.5234
269624399,1.5572,3852.5391,5999.2559
269624439,1.4780,3876.9531,5730.2939
269624478,1.5044,3862.3047,5810.5830
269624518,1.9267,3818.3594,7356.9531
269624557,1.5572,3847.6563,5991.6523
269624597,1.6892,3833.0078,6474.6753
269624637,1.5044,3872.0703,5825.2744
269624676,1.5308,3681.6406,5635.9575
269624716,1.7684,3862.3047,6829.9834
269624755,1.3989,3872.0703,5416.4834
269624795,1.5572,3876.9531,6037.2739
269624835,1.4253,3867.1875,5511.7222
269624873,1.4780,3891.6016,5751.9448
269624913,1.4253,3876.9531,5525.6406
269624952,1.6364,3852.5391,6304.3027
269624992,1.3725,3891.6016,5341.0918
269625032,1.6892,3847.6563,6499.4194
269625071,1.5308,3891.6016,5957.3716
269625111,1.7684,3837.8906,6786.8105
269625150,1.4516,3876.9531,5627.9673
269625190,1.6892,3789.0625,6400.4434
269625230,1.4253,3901.3672,5560.4370
269625269,1.6100,3852.5391,6202.6206
269625309,1.5044,3886.7188,5847.3125
269625348,1.5044,3872.0703,5825.2744
269625388,1.4253,3876.9531,5525.6406
269625427,0.5279,4008.7891,2116.1260
269625466,0.5015,4023.4375,2017.6654
269625506,0.5543,4013.6719,2224.6387
269625545,0.4751,4018.5547,1909.1528
269625585,0.5279,4013.6719,2118.7034
269625625,0.4487,4018.5547,1803.0889
269625664,0.4751,4028.3203,1913.7924
269625704,0.5015,4003.9063,2007.8710
269625743,0.5279,4023.4375,2123.8584
269625783,0.4751,4018.5547,1909.1528
269625822,0.5015,4013.6719,2012.7682
269625862,0.5015,4013.6719,2012.7682
269625902,0.4751,4018.5547,1909.1528
269625940,0.5279,4018.5547,2121.2810
269625980,0.5279,3999.0234,2110.9709
269626019,0.4751,4028.3203,1913.7924
269626059,0.5015,4018.5547,2015.2168
269626099,0.4751,4008.7891,1904.5133
269626138,0.4487,4028.3203,1807.4706
269626178,0.4487,4013.6719,1800.8981
269626217,0.6334,4116.2109,2607.3970
269626257,0.5015,4008.7891,2010.3196
269626297,0.5015,4003.9063,2007.8710
269626336,0.5015,4023.4375,2017.6654
269626376,0.5015,4023.4375,2017.6654
269626415,0.4751,4003.9063,1902.1936
269626455,0.4751,4013.6719,1906.8331
269626494,0.4751,4018.5547,1909.1528
269626533,0.5015,4018.5547,2015.2168
269626573,0.5015,4018.5547,2015.2168
269626612,0.5279,4028.3203,2126.4360
269626652,0.5279,4023.4375,2123.8584
269626692,0.4751,4023.4375,1911.4727
269626731,0.5015,4018.5547,2015.2168
269626771,0.4487,4023.4375,1805.2798
269626810,0.4487,4023.4375,1805.2798
269626850,0.4751,4018.5547,1909.1528
269626890,0.5015,4028.3203,2020.1141
269626929,0.5015,4023.4375,2017.6654
269626969,0.4751,4013.6719,1906.8331
269627008,0.5015,4023.4375,2017.6654
269627047,0.5015,4023.4375,2017.6654
269627086,0.5543,4023.4375,2230.0515
269627126,0.5279,4023.4375,2123.8584
269627166,0.5279,4023.4375,2123.8584
269627205,0.5015,4028.3203,2020.1141
269627245,0.4751,4023.4375,1911.4727
269627284,0.5015,4028.3203,2020.1141
269627324,0.5015,4023.4375,2017.6654
269627364,0.5279,4023.4375,2123.8584
269627403,0.4751,4028.3203,1913.7924
269627443,0.4751,4028.3203,1913.7924
269627482,0.4751,4003.9063,1902.1936
269627522,0.4751,4003.9063,1902.1936
269627561,0.4751,4023.4375,1911.4727
269627600,0.6334,4023.4375,2548.6301
269627640,0.6598,4018.5547,2651.6011
269627679,0.4751,4028.3203,1913.7924
269627719,0.6071,4013.6719,2436.5090
269627759,0.4751,4023.4375,1911.4727
269627798,0.4223,4028.3203,1701.1488
269627838,0.5279,4028.3203,2126.4360
269627877,0.4751,4023.4375,1911.4727
269627917,0.5279,4033.2031,2129.0134
269627957,0.4487,4023.4375,1805.2798
269627996,0.5279,3984.3750,2103.2385
269628036,0.5015,4008.7891,2010.3196
269628075,0.6071,4018.5547,2439.4731
269628114,0.5015,4023.4375,2017.6654
269628154,0.4751,4023.4375,1911.4727
269628193,0.4751,4028.3203,1913.7924
269628233,0.4751,4033.2031,1916.1121
269628272,0.4751,4023.4375,1911.4727
269628312,0.4487,4013.6719,1800.8981
269628351,0.5279,4003.9063,2113.5483
269628391,0.5015,4028.3203,2020.1141
269628431,0.5279,4018.5547,2121.2810
269628470,0.4751,4028.3203,1913.7924
269628510,0.5543,4067.3828,2254.4087
269628549,0.5015,4018.5547,2015.2168
269628589,0.4223,4023.4375,1699.0868
269628628,0.4751,4033.2031,1916.1121
269628667,0.4487,4033.2031,1809.6615
269628707,0.5015,4033.2031,2022.5627
269628746,0.4751,4028.3203,1913.7924
269628786,0.4751,4028.3203,1913.7924
269628826,0.5015,4023.4375,2017.6654
269628865,0.4751,4028.3203,1913.7924
269628905,0.4751,4028.3203,1913.7924
269628944,0.5015,4033.2031,2022.5627
269628984,0.4751,4023.4375,1911.4727
269629024,0.4751,4023.4375,1911.4727
269629063,0.5279,4028.3203,2126.4360
269629103,0.4487,4033.2031,1809.6615
269629142,0.4487,4033.2031,1809.6615
269629181,0.4751,4028.3203,1913.7924
269629221,0.4751,4033.2031,1916.1121
269629260,0.5279,4023.4375,2123.8584
