,4121.0938,1631.5563
343657976,2.4018,3779.2969,9077.1748
343658016,2.2698,3813.4766,8656.0117
343658056,2.1379,3803.7109,8131.8779
343658095,2.2435,3823.2422,8577.2695
343658135,2.2962,3769.5313,8655.7539
343658174,2.4018,3798.8281,9124.0859
343658214,2.3754,3789.0625,9000.6230
343658254,2.3490,3779.2969,8877.6777
343658293,2.4282,3808.5938,9248.0635
343658333,2.2962,3798.8281,8723.0273
343658372,2.3226,3803.7109,8834.6328
343658412,2.3226,3779.2969,8777.9277
343658451,2.4282,3813.4766,9259.9199
343658490,2.2435,3793.9453,8511.5439
343658530,2.2435,3793.9453,8511.5439
343658569,2.3226,3759.7656,8732.5635
343658609,2.3490,3813.4766,8957.9668
343658649,2.3754,3784.1797,8989.0244
343658688,2.5866,3793.9453,9813.3086
343658728,2.3754,3769.5313,8954.2285
343658767,2.2962,3808.5938,8745.4512
343658807,2.4546,3769.5313,9252.7021
343658846,2.3754,3774.4141,8965.8271
343658886,2.4018,3774.4141,9065.4473
343658926,2.4282,3774.4141,9165.0684
343658964,2.4018,3793.9453,9112.3584
343659004,2.3226,3784.1797,8789.2686
343659043,2.2435,3818.3594,8566.3154
343659083,2.3490,3789.0625,8900.6172
343659123,2.3226,3813.4766,8857.3145
343659162,2.4018,3779.2969,9077.1748
343659202,2.4546,3784.1797,9288.6582
343659241,2.2698,3779.2969,8578.4287
343659281,2.2962,3823.2422,8779.0879
343659321,2.4546,3754.8828,9216.7461
343659360,2.4282,3803.7109,9236.2070
343659400,2.4018,3759.7656,9030.2646
343659439,2.4546,3779.2969,9276.6729
343659479,2.4546,3779.2969,9276.6729
343659518,2.3754,3798.8281,9023.8213
343659557,2.3226,3789.0625,8800.6094
343659597,2.3754,3784.1797,8989.0244
343659636,2.2962,3789.0625,8700.6025
343659676,2.3490,3793.9453,8912.0869
343659716,2.2435,3818.3594,8566.3154
343659755,2.3490,3798.8281,8923.5566
343659795,2.3754,3798.8281,9023.8213
343659834,2.4810,3774.4141,9364.3086
343659874,2.4282,3789.0625,9200.6377
343659914,2.4282,3789.0625,9200.6377
343659953,2.4282,3798.8281,9224.3506
343659993,2.3490,3779.2969,8877.6777
343660032,2.2962,3886.7188,8924.8447
343660071,2.4810,3828.1250,9497.5654
343660110,2.4546,3784.1797,9288.6582
343660150,2.4018,3779.2969,9077.1748
343660190,2.4810,3769.5313,9352.1943
343660229,2.4018,3789.0625,9100.6309
343660269,2.2962,3789.0625,8700.6025
343660308,2.2962,3803.7109,8734.2393
343660348,2.4282,3784.1797,9188.7813
343660388,2.4282,3808.5938,9248.0635
343660427,2.3754,3774.4141,8965.8271
343660467,2.3226,3808.5938,8845.9736
343660506,2.3490,3784.1797,8889.1475
343660546,2.5074,3789.0625,9500.6582
343660585,2.3754,3779.2969,8977.4258
343660624,2.3490,3793.9453,8912.0869
343660664,2.4282,3769.5313,9153.2119
343660703,2.3754,3789.0625,9000.6230
343660743,2.3490,3798.8281,8923.5566
343660783,2.3490,3793.9453,8912.0869
343660822,2.4546,3769.5313,9252.7021
343660862,2.4018,3769.5313,9053.7197
343660901,2.3754,3808.5938,9047.0186
343660941,2.3490,3759.7656,8831.7979
343660981,2.4282,3774.4141,9165.0684
343661020,2.4018,3774.4141,9065.4473
343661060,2.4018,3793.9453,9112.3584
343661099,2.4018,3886.7188,9335.1826
343661138,2.3490,3793.9453,8912.0869
343661178,2.2171,3798.8281,8422.2334
343661217,2.1907,3803.7109,8332.6650
343661257,2.3226,3793.9453,8811.9512
343661296,2.2698,3803.7109,8633.8447
343661336,2.3226,3808.5938,8845.9736
343661375,2.4546,3764.6484,9240.7168
343661415,2.5074,3789.0625,9500.6582
343661455,2.4018,3774.4141,9065.4473
343661494,2.4018,3798.8281,9124.0859
343661534,2.3226,3754.8828,8721.2227
343661573,2.4810,3779.2969,9376.4229
343661613,2.4018,3759.7656,9030.2646
343661652,2.4810,3793.9453,9412.7656
343661691,2.3490,3774.4141,8866.2070
343661731,2.4282,3793.9453,9212.4941
343661770,2.2435,3779.2969,8478.6807
343661810,2.2698,3759.7656,8534.0957
343661850,2.4546,3789.0625,9300.6436
343661889,2.3754,3774.4141,8965.8271
343661929,2.3490,3818.3594,8969.4365
343661968,2.2435,3813.4766,8555.3613
343662008,2.4018,3818.3594,9170.9961
343662048,2.3490,3774.4141,8866.2070
343662087,2.4018,3803.7109,9135.8135
343662127,2.5602,3662.1094,9375.6494
343662166,2.4546,3784.1797,9288.6582
343662205,2.3490,3793.9453,8912.0869
343662245,2.3754,3784.1797,8989.0244
343662284,2.4282,3803.7109,9236.2070
343662324,2.4018,3784.1797,9088.9033
343662363,2.5074,3764.6484,9439.4424
343662403,2.5602,3754.8828,9613.1660
343662443,2.4018,3779.2969,9077.1748
343662482,2.5074,3759.7656,9427.2002
343662522,2.4018,3784.1797,9088.9033
343662561,2.3490,3798.8281,8923.5566
343662601,2.3754,3769.5313,8954.2285
343662640,2.3490,3793.9453,8912.0869
343662680,2.3490,3769.5313,8854.7373
343662720,2.3754,3793.9453,9012.2217
343662758,2.3490,3754.8828,8820.3281
343662798,2.2698,3808.5938,8644.9287
343662837,2.3754,3745.1172,8896.2344
343662877,2.4018,3769.5313,9053.7197
343662917,2.3754,3784.1797,8989.0244
343662956,2.3754,3769.5313,8954.2285
343662996,2.2698,3808.5938,8644.9287
343663035,2.3490,3793.9453,8912.0869
343663075,2.2962,3818.3594,8767.8750
343663115,2.2962,3784.1797,8689.3906
343663154,2.3754,3862.3047,9174.6045
343663194,2.2698,3789.0625,8600.5957
343663233,2.1643,3798.8281,8221.7041
343663272,2.3754,3798.8281,9023.8213
343663312,2.2962,3808.5938,8745.4512
343663351,2.4810,3798.8281,9424.8799
343663391,2.5602,3784.1797,9688.1709
343663430,2.5866,3759.7656,9724.9004
343663470,2.6658,3740.2344,9970.5361
343663510,2.5338,3759.7656,9526.4326
343663549,2.4810,3759.7656,9327.9658
343663589,2.4546,3764.6484,9240.7168
343663628,2.5602,3764.6484,9638.1680
343663668,2.5602,3754.8828,9613.1660
343663708,2.4018,3769.5313,9053.7197
343663747,2.2962,3779.2969,8678.1787
343663787,2.2698,3813.4766,8656.0117
343663825,2.1643,3779.2969,8179.4331
343663865,2.1907,3808.5938,8343.3613
343663904,2.3490,3818.3594,8969.4365
343663944,2.3754,3803.7109,9035.4199
343663984,2.2962,3789.0625,8700.6025
343664023,2.2698,3803.7109,8633.8447
343664063,2.2698,3808.5938,8644.9287
343664102,2.3490,3789.0625,8900.6172
343664142,2.3754,3793.9453,9012.2217
343664182,2.4282,3769.5313,9153.2119
343664221,2.4282,3798.8281,9224.3506
343664261,2.4018,3779.2969,9077.1748
343664300,2.3754,3793.9453,9012.2217
343664339,2.3754,3774.4141,8965.8271
343664379,2.5338,3784.1797,9588.2930
343664418,2.4282,3769.5313,9153.2119
343664458,2.3754,3779.2969,8977.4258
343664497,2.4018,3784.1797,9088.9033
343664537,2.2435,3803.7109,8533.4521
343664577,2.3226,3808.5938,8845.9736
343664616,2.3226,3764.6484,8743.9053
343664656,2.3754,3764.6484,8942.6299
343664695,2.3226,3784.1797,8789.2686
343664735,2.4810,3808.5938,9449.1084
343664775,2.4546,3764.6484,9240.7168
343664814,2.3754,3798.8281,9023.8213
343664854,2.4810,3759.7656,9327.9658
343664892,2.4546,3779.2969,9276.6729
343664932,2.4546,3774.4141,9264.6875
343664972,2.4018,3798.8281,9124.0859
343665011,2.4018,3793.9453,9112.3584
343665051,2.3226,3789.0625,8800.6094
343665090,2.4282,3784.1797,9188.7813
343665130,2.5074,3720.7031,9329.2549
343665169,2.3754,3793.9453,9012.2217
343665209,2.3226,3784.1797,8789.2686
343665249,2.2962,3818.3594,8767.8750
343665288,2.3226,3764.6484,8743.9053
343665328,2.3226,3793.9453,8811.9512
343665367,2.4810,3774.4141,9364.3086
343665406,2.4018,3764.6484,9041.9922
343665446,2.4018,3857.4219,9264.8174
343665485,2.3490,3784.1797,8889.1475
343665525,2.3226,3779.2969,8777.9277
343665564,2.3490,3808.5938,8946.4961
343665604,2.4546,3754.8828,9216.7461
343665644,2.4018,3774.4141,9065.4473
343665683,2.4018,3798.8281,9124.0859
343665723,2.3490,3784.1797,8889.1475
343665762,2.3754,3750.0000,8907.8330
343665802,2.4282,3759.7656,9129.4990
343665842,2.4810,3789.0625,9400.6514
343665881,2.5866,3720.7031,9623.8623
343665921,2.3754,3813.4766,9058.6172
343665959,2.4282,3774.4141,9165.0684
343665999,2.2962,3789.0625,8700.6025
343666039,2.4282,3774.4141,9165.0684
343666078,2.3226,3793.9453,8811.9512
343666118,2.2435,3813.4766,8555.3613
343666157,2.1379,3823.2422,8173.6333
343666197,2.1643,3803.7109,8232.2715
343666237,2.0851,3828.1250,7981.9966
343666276,2.1115,3828.1250,8083.0342
343666316,2.1643,3789.0625,8200.5684
343666355,2.2698,3818.3594,8667.0947
343666395,2.2698,3784.1797,8589.5117
343666434,2.4282,3789.0625,9200.6377
343666473,2.4810,3745.1172,9291.6230
343666513,2.5338,3774.4141,9563.5488
343666552,2.4282,3754.8828,9117.6426
343666592,2.3754,3779.2969,8977.4258
343666631,2.3754,3793.9453,9012.2217
343666671,2.2962,3779.2969,8678.1787
343666711,2.0323,3847.6563,7819.6138
343666750,1.9003,3828.1250,7274.7305
343666790,1.7948,3886.7188,6975.7412
343666829,1.7684,3857.4219,6821.3486
343666869,1.8739,3872.0703,7256.0439
343666909,2.0851,3808.5938,7941.2725
343666948,2.1379,3833.0078,8194.5107
343666988,2.2435,3784.1797,8489.6348
343667026,2.2962,3784.1797,8689.3906
343667066,2.3226,3774.4141,8766.5869
343667106,2.2435,3823.2422,8577.2695
343667145,2.3490,3769.5313,8854.7373
343667185,2.3226,3818.3594,8868.6563
343667224,2.0587,3911.1328,8051.8467
343667264,2.0587,3837.8906,7901.0630
343667304,2.1907,3803.7109,8332.6650
343667343,2.1907,3823.2422,8375.4512
343667383,2.1643,3818.3594,8263.9746
343667422,2.2435,3803.7109,8533.4521
343667462,2.3490,3803.7109,8935.0264
343667502,2.3226,3808.5938,8845.9736
343667540,2.4018,3789.0625,9100.6309
343667580,2.5074,3764.6484,9439.4424
343667619,2.5074,3779.2969,9476.1719
343667659,2.4018,3774.4141,9065.4473
343667698,2.0851,3818.3594,7961.6343
343667738,1.9531,3833.0078,7486.3433
343667778,1.8476,3876.9531,7162.8672
343667817,1.8739,3837.8906,7191.9932
343667857,1.9531,3847.6563,7514.9536
343667896,2.0587,3818.3594,7860.8540
343667936,2.1115,3842.7734,8113.9639
343667976,2.1643,3793.9453,8211.1357
343668015,2.3490,3798.8281,8923.5566
343668055,2.4282,3754.8828,9117.6426
343668093,2.4546,3798.8281,9324.6152
343668133,2.2435,3813.4766,8555.3613
343668173,2.1907,3813.4766,8354.0576
343668212,1.9795,3847.6563,7616.5068
343668252,2.0851,3906.2500,8144.8945
343668291,2.1907,3969.7266,8696.3496
343668331,2.1379,3808.5938,8142.3169
343668371,2.0851,3837.8906,8002.3589
343668410,2.1115,3813.4766,8052.1040
343668450,2.0851,3837.8906,8002.3589
343668489,2.2435,3803.7109,8533.4521
343668529,2.2962,3828.1250,8790.2998
343668569,2.2698,3784.1797,8589.5117
343668608,2.0851,3842.7734,8012.5400
343668647,2.0059,3823.2422,7669.0874
343668686,2.0323,3862.3047,7849.3838
343668726,2.0587,3798.8281,7820.6450
343668766,2.0587,3833.0078,7891.0107
343668805,2.2435,3774.4141,8467.7256
343668845,2.1643,3818.3594,8263.9746
343668884,2.0851,3798.8281,7920.9102
343668924,2.0323,3837.8906,7799.7671
343668963,2.0059,3833.0078,7688.6768
343669003,2.0851,3867.1875,8063.4458
343669043,2.1379,3808.5938,8142.3169
343669082,2.1379,3818.3594,8163.1943
343669122,2.0059,3833.0078,7688.6768
343669160,2.1379,3837.8906,8204.9502
343669200,1.9267,3852.5391,7422.8081
343669240,1.9531,3828.1250,7476.8066
343669279,2.0851,3876.9531,8083.8081
343669319,2.0323,3837.8906,7799.7671
343669358,2.0323,3852.5391,7829.5371
343669398,2.0059,3823.2422,7669.0874
343669438,2.1115,3842.7734,8113.9639
343669477,2.0851,3813.4766,7951.4531
343669517,2.1643,3818.3594,8263.9746
343669556,2.1907,3808.5938,8343.3613
343669596,2.2435,3828.1250,8588.2236
343669636,2.3226,3798.8281,8823.2920
343669675,2.1379,3823.2422,8173.6333
343669714,2.0851,3823.2422,7971.8154
343669753,2.0059,3862.3047,7747.4434
343669793,2.0059,3847.6563,7718.0601
343669833,1.9003,3867.1875,7348.9624
343669872,1.9003,3852.5391,7321.1255
343669912,2.0059,3847.6563,7718.0601
343669951,1.9531,3847.6563,7514.9536
343669991,2.0851,3833.0078,7992.1777
343670031,2.1379,3798.8281,8121.4390
343670070,1.7684,3857.4219,6821.3486
343670110,1.6364,3906.2500,6392.1953
343670149,1.5572,3896.4844,6067.6885
343670189,1.4780,3935.5469,5816.8979
343670227,1.5044,3886.7188,5847.3125
343670267,1.5044,3935.5469,5920.7710
343670307,1.3461,3911.1328,5264.6689
343670346,1.2141,3964.8438,4813.7358
343670386,1.2669,3945.3125,4998.2842
343670425,1.3461,3945.3125,5310.6772
343670465,1.3197,3935.5469,5193.6587
343670505,1.2669,3925.7813,4973.5400
343670544,1.3461,3911.1328,5264.6689
343670584,1.2933,3935.5469,5089.7856
343670623,1.2933,3950.1953,5108.7305
343670663,1.2933,3920.8984,5070.8408
343670703,1.2669,3955.0781,5010.6563
343670742,1.3197,3940.4297,5200.1025
343670781,1.2669,3955.0781,5010.6563
343670820,0.3167,4062.5000,1286.6870
343670860,0.3695,4082.0313,1508.3519
343670900,0.3431,4086.9141,1402.2878
343670939,0.3431,4091.7969,1403.9633
343670979,0.3431,4086.9141,1402.2878
343671018,0.2903,4077.1484,1183.7161
343671058,0.3695,4067.3828,1502.9392
343671098,0.3959,4091.7969,1619.9575
343671137,0.3167,4077.1484,1291.3265
343671177,0.3431,4082.0313,1400.6124
343671216,0.3431,4086.9141,1402.2878
343671256,0.3167,4082.0313,1292.8730
343671296,0.3695,4077.1484,1506.5477
343671334,0.3431,4086.9141,1402.2878
343671374,0.3695,4072.2656,1504.7434
343671413,0.3695,4086.9141,1510.1563
343671453,0.3431,4082.0313,1400.6124
343671492,0.4223,4086.9141,1725.8928
343671532,0.3695,4067.3828,1502.9392
343671572,0.3431,4057.6172,1392.2356
343671611,0.3167,4082.0313,1292.8730
343671651,0.3431,4077.1484,1398.9371
343671690,0.3431,4082.0313,1400.6124
343671730,0.3695,4062.5000,1501.1350
343671770,0.3431,4067.3828,1395.5864
343671809,0.2903,4091.7969,1187.9689
343671848,0.3167,4082.0313,1292.8730
343671887,0.3431,4082.0313,1400.6124
343671927,0.3431,4086.9141,1402.2878
343671967,0.2903,4091.7969,1187.9689
343672006,0.3167,4086.9141,1294.4196
343672046,0.3695,4082.0313,1508.3519
343672085,0.3431,4086.9141,1402.2878
343672125,0.3431,4086.9141,1402.2878
343672165,0.3167,4091.7969,1295.9661
343672204,0.3431,4091.7969,1403.9633
343672244,0.3431,4086.9141,1402.2878
343672283,0.3431,4096.6797,1405.6385
343672323,0.3431,4086.9141,1402.2878
343672363,0.3167,4072.2656,1289.7800
343672401,0.3167,4072.2656,1289.7800
343672441,0.5279,4082.0313,2154.7883
343672480,0.3431,4086.9141,1402.2878
343672520,0.3695,4096.6797,1513.7646
343672560,0.3695,4086.9141,1510.1563
343672599,0.3959,4062.5000,1608.3588
343672639,0.3959,4086.9141,1618.0244
343672678,0.3431,4082.0313,1400.6124
343672718,0.3167,4067.3828,1288.2335
343672757,0.3167,4086.9141,1294.4196
343672797,0.3431,4082.0313,1400.6124
343672837,0.3431,4086.9141,1402.2878
343672876,0.3695,4086.9141,1510.1563
343672915,0.3167,4086.9141,1294.4196
343672954,0.3431,4086.9141,1402.2878
343672994,0.3695,4086.9141,1510.1563
343673034,0.3431,4086.9141,1402.2878
343673073,0.5279,4086.9141,2157.3660
343673113,0.3431,4091.7969,1403.9633
343673152,0.3431,4082.0313,1400.6124
343673192,0.3167,4091.7969,1295.9661
343673232,0.3431,4086.9141,1402.2878
343673271,0.3431,4086.9141,1402.2878
343673311,0.3431,4072.2656,1397.2617
