,0.2639??Lr?54,1060.6405
267499931,2.1907,3745.1172,8204.3057
267499971,2.1643,3740.2344,8094.8911
267500010,2.0587,3750.0000,7720.1226
267500050,1.9531,3769.5313,7362.3657
267500089,1.9267,3764.6484,7253.4668
267500129,2.0851,3774.4141,7870.0044
267500169,2.0059,3740.2344,7502.5811
267500208,2.1643,3730.4688,8073.7554
267500248,2.1643,3730.4688,8073.7554
267500286,2.2435,3686.5234,8270.5479
267500326,2.3226,3745.1172,8698.5410
267500366,2.3490,3696.2891,8682.6895
267500405,2.2698,3720.7031,8445.4297
267500445,2.4018,3715.8203,8924.7158
267500484,2.3490,3715.8203,8728.5693
267500524,2.2962,3735.3516,8577.2695
267500564,2.1379,3750.0000,8017.0503
267500603,2.1643,3764.6484,8147.7300
267500643,2.1379,3730.4688,7975.2949
267500682,2.0587,3750.0000,7720.1226
267500722,2.1115,3750.0000,7918.0742
267500761,2.0851,3710.9375,7737.6499
267500801,2.2171,3750.0000,8313.9775
267500840,2.1907,3706.0547,8118.7324
267500879,2.2435,3715.8203,8336.2734
267500919,2.3226,3715.8203,8630.4951
267500958,2.2698,3710.9375,8423.2637
267500998,2.1907,3745.1172,8204.3057
267501038,2.1115,3696.2891,7804.6641
267501077,2.2435,3759.7656,8434.8633
267501117,2.2698,3745.1172,8500.8467
267501156,2.1643,3710.9375,8031.4844
267501196,2.1379,3750.0000,8017.0503
267501236,2.2171,3706.0547,8216.5488
267501275,2.2435,3740.2344,8391.0459
267501315,2.2435,3696.2891,8292.4561
267501353,2.2435,3715.8203,8336.2734
267501393,2.1643,3740.2344,8094.8911
267501433,2.1115,3715.8203,7845.9043
267501472,2.1643,3725.5859,8063.1880
267501512,2.1907,3715.8203,8140.1255
267501551,2.1379,3740.2344,7996.1724
267501591,2.2698,3725.5859,8456.5137
267501631,2.1907,3715.8203,8140.1255
267501670,2.2698,3740.2344,8489.7627
267501710,2.2171,3710.9375,8227.3740
267501749,2.2698,3725.5859,8456.5137
267501789,2.1907,3720.7031,8150.8223
267501829,2.1907,3710.9375,8129.4287
267501868,2.1379,3750.0000,8017.0503
267501907,2.1115,3725.5859,7866.5239
267501946,2.1643,3759.7656,8137.1621
267501986,2.2171,3735.3516,8281.5020
267502025,2.2698,3730.4688,8467.5967
267502065,2.1907,3740.2344,8193.6084
267502105,2.2171,3706.0547,8216.5488
267502144,2.3490,3745.1172,8797.3887
267502184,2.2171,3706.0547,8216.5488
267502223,2.2171,3745.1172,8303.1523
267502263,2.2171,3730.4688,8270.6758
267502303,2.1907,3725.5859,8161.5186
267502342,2.1643,3740.2344,8094.8911
267502382,2.1907,3720.7031,8150.8223
267502420,2.1379,3735.3516,7985.7339
267502460,2.2962,3730.4688,8566.0576
267502500,2.1379,3740.2344,7996.1724
267502539,2.1115,3745.1172,7907.7642
267502579,2.1907,3720.7031,8150.8223
267502618,2.2435,3720.7031,8347.2275
267502658,2.2171,3720.7031,8249.0254
267502698,2.2171,3730.4688,8270.6758
267502737,2.2962,3706.0547,8509.9971
267502777,2.1643,3725.5859,8063.1880
267502816,2.1643,3740.2344,8094.8911
267502856,2.1907,3720.7031,8150.8223
267502896,2.1907,3754.8828,8225.6982
267502935,2.0851,3740.2344,7798.7368
267502974,2.2962,3740.2344,8588.4814
267503013,2.0851,3745.1172,7808.9175
267503053,2.1643,3706.0547,8020.9170
267503093,2.1643,3710.9375,8031.4844
267503132,2.1907,3745.1172,8204.3057
267503172,2.1643,3735.3516,8084.3232
267503211,2.2435,3715.8203,8336.2734
267503251,2.2962,3696.2891,8487.5723
267503290,2.4018,3715.8203,8924.7158
267503330,2.4282,3691.4063,8963.5078
267503370,2.2435,3730.4688,8369.1367
267503409,2.1379,3715.8203,7943.9780
267503449,2.3226,3745.1172,8698.5410
267503488,2.1379,3754.8828,8027.4893
267503527,2.1115,3730.4688,7876.8340
267503567,2.1115,3754.8828,7928.3843
267503606,2.2171,3696.2891,8194.8975
267503646,2.1643,3750.0000,8116.0264
267503685,2.0851,3745.1172,7808.9175
267503725,2.1907,3725.5859,8161.5186
267503765,2.1643,3745.1172,8105.4590
267503804,2.4018,3720.7031,8936.4443
267503844,2.2698,3720.7031,8445.4297
267503883,2.4546,3715.8203,9120.8633
267503923,2.3754,3710.9375,8815.0439
267503963,2.2698,3725.5859,8456.5137
267504002,2.1907,3701.1719,8108.0356
267504041,2.2698,3720.7031,8445.4297
267504080,2.1379,3706.0547,7923.1006
267504120,2.2698,3764.6484,8545.1797
267504160,2.1643,3740.2344,8094.8911
267504199,2.1115,3745.1172,7907.7642
267504239,2.1379,3745.1172,8006.6113
267504278,2.1643,3715.8203,8042.0522
267504318,2.2435,3745.1172,8402.0000
267504358,2.2435,3715.8203,8336.2734
267504397,2.2698,3725.5859,8456.5137
267504437,2.3490,3725.5859,8751.5088
267504476,2.2698,3706.0547,8412.1807
267504516,2.2962,3735.3516,8577.2695
267504555,2.1115,3720.7031,7856.2144
267504594,2.1115,3745.1172,7907.7642
267504634,2.1115,3720.7031,7856.2144
267504673,2.0851,3750.0000,7819.0986
267504713,2.0323,3759.7656,7640.9932
267504752,2.1379,3740.2344,7996.1724
267504792,2.0587,3774.4141,7770.3838
267504832,2.0587,3740.2344,7700.0181
267504871,2.1379,3725.5859,7964.8560
267504911,2.1643,3710.9375,8031.4844
267504950,2.3490,3769.5313,8854.7373
267504990,2.3226,3701.1719,8596.4717
267505030,2.4018,3676.7578,8830.8955
267505069,2.3754,3720.7031,8838.2412
267505108,2.4546,3681.6406,9036.9658
267505147,2.4546,3681.6406,9036.9658
267505187,2.3226,3691.4063,8573.7900
267505227,2.2698,3740.2344,8489.7627
267505266,2.1115,3735.3516,7887.1440
267505306,1.9795,3754.8828,7432.8604
267505345,1.9003,3779.2969,7181.9409
267505385,1.9267,3754.8828,7234.6509
267505425,1.9795,3769.5313,7461.8569
267505464,2.0851,3701.1719,7717.2876
267505504,2.1379,3730.4688,7975.2949
267505543,2.3226,3730.4688,8664.5176
267505583,2.4546,3691.4063,9060.9365
267505623,2.3754,3706.0547,8803.4443
267505661,2.3226,3691.4063,8573.7900
267505701,2.2698,3730.4688,8467.5967
267505740,2.2435,3715.8203,8336.2734
267505780,2.1115,3754.8828,7928.3843
267505819,2.1643,3735.3516,8084.3232
267505859,2.1115,3715.8203,7845.9043
267505899,2.1379,3754.8828,8027.4893
267505938,2.1115,3720.7031,7856.2144
267505978,2.0851,3701.1719,7717.2876
267506017,2.1379,3750.0000,8017.0503
267506057,2.1379,3730.4688,7975.2949
267506097,2.0851,3759.7656,7839.4609
267506136,2.1643,3701.1719,8010.3491
267506176,2.1115,3750.0000,7918.0742
267506214,2.2435,3725.5859,8358.1826
267506254,2.2962,3725.5859,8554.8447
267506294,2.2962,3725.5859,8554.8447
267506333,2.3226,3676.7578,8539.7666
267506373,2.3490,3735.3516,8774.4482
267506412,2.2962,3715.8203,8532.4209
267506452,2.2435,3745.1172,8402.0000
267506492,2.1643,3730.4688,8073.7554
267506531,2.1907,3735.3516,8182.9121
267506571,2.1379,3745.1172,8006.6113
267506610,2.1643,3715.8203,8042.0522
267506650,2.0851,3750.0000,7819.0986
267506690,2.1115,3720.7031,7856.2144
267506728,2.1379,3759.7656,8037.9282
267506768,2.0587,3730.4688,7679.9136
267506807,2.2435,3730.4688,8369.1367
267506847,2.2171,3750.0000,8313.9775
267506887,2.1115,3754.8828,7928.3843
267506926,2.1643,3740.2344,8094.8911
267506966,2.2171,3735.3516,8281.5020
267507005,2.2698,3730.4688,8467.5967
267507045,2.3490,3730.4688,8762.9785
267507084,2.2171,3701.1719,8205.7227
267507124,2.2698,3730.4688,8467.5967
267507164,2.2698,3706.0547,8412.1807
267507203,2.2962,3735.3516,8577.2695
267507243,2.1643,3725.5859,8063.1880
267507281,2.2435,3735.3516,8380.0908
267507321,2.1115,3750.0000,7918.0742
267507361,2.1907,3715.8203,8140.1255
267507400,2.1907,3750.0000,8215.0020
267507440,2.1115,3745.1172,7907.7642
267507479,2.1907,3720.7031,8150.8223
267507519,2.1643,3745.1172,8105.4590
267507559,2.2435,3710.9375,8325.3193
267507598,2.1379,3740.2344,7996.1724
267507638,2.1643,3725.5859,8063.1880
267507677,2.1115,3720.7031,7856.2144
267507717,2.1907,3745.1172,8204.3057
267507757,2.0851,3696.2891,7707.1064
267507795,2.2435,3745.1172,8402.0000
267507835,2.2698,3701.1719,8401.0967
267507874,2.1907,3725.5859,8161.5186
267507914,2.2698,3735.3516,8478.6797
267507954,2.2698,3666.9922,8323.5146
267507993,2.2435,3720.7031,8347.2275
267508033,2.1907,3701.1719,8108.0356
267508072,2.1115,3759.7656,7938.6943
267508112,2.0851,3725.5859,7768.1934
267508152,2.0587,3730.4688,7679.9136
267508191,2.0587,3745.1172,7710.0703
267508231,2.0323,3730.4688,7581.4531
267508270,2.1115,3745.1172,7907.7642
267508310,2.1643,3715.8203,8042.0522
267508348,2.2698,3735.3516,8478.6797
267508388,2.2435,3720.7031,8347.2275
267508428,2.3490,3691.4063,8671.2197
267508467,2.3490,3759.7656,8831.7979
267508507,2.3490,3691.4063,8671.2197
267508546,2.2698,3725.5859,8456.5137
267508586,2.2435,3701.1719,8303.4102
267508626,2.0851,3764.6484,7849.6421
267508665,2.0587,3740.2344,7700.0181
267508705,2.0851,3750.0000,7819.0986
267508744,2.0059,3759.7656,7541.7593
267508784,2.0059,3764.6484,7551.5537
267508824,2.1643,3779.2969,8179.4331
267508862,2.0851,3735.3516,7788.5557
267508902,2.1907,3745.1172,8204.3057
267508941,2.2435,3735.3516,8380.0908
267508981,2.1907,3696.2891,8097.3389
267509021,2.2962,3735.3516,8577.2695
267509060,2.2698,3701.1719,8401.0967
267509100,2.2962,3720.7031,8543.6328
267509139,2.3754,3710.9375,8815.0439
267509179,2.2435,3725.5859,8358.1826
267509219,2.1907,3715.8203,8140.1255
267509258,2.2171,3715.8203,8238.1992
267509298,2.1907,3745.1172,8204.3057
267509337,2.1907,3710.9375,8129.4287
267509377,2.1115,3754.8828,7928.3843
267509416,2.1907,3745.1172,8204.3057
267509455,2.1379,3735.3516,7985.7339
267509495,2.0587,3750.0000,7720.1226
267509534,2.1115,3720.7031,7856.2144
267509574,2.0587,3764.6484,7750.2793
267509613,2.1115,3750.0000,7918.0742
267509653,2.1115,3735.3516,7887.1440
267509693,2.0323,3750.0000,7621.1465
267509732,2.1115,3725.5859,7866.5239
267509772,2.1907,3754.8828,8225.6982
267509811,2.2698,3793.9453,8611.6787
267509851,2.3490,3715.8203,8728.5693
267509891,2.4018,3691.4063,8866.0781
267509929,2.4282,3681.6406,8939.7949
267509969,2.4018,3710.9375,8912.9883
267510008,2.3754,3710.9375,8815.0439
267510048,2.2698,3735.3516,8478.6797
267510088,2.1907,3710.9375,8129.4287
267510127,2.1379,3740.2344,7996.1724
267510167,2.2171,3730.4688,8270.6758
267510206,2.0587,3730.4688,7679.9136
267510246,1.9795,3759.7656,7442.5259
267510286,2.0323,3720.7031,7561.6064
267510325,2.0851,3774.4141,7870.0044
267510365,2.1643,3720.7031,8052.6201
267510404,2.1115,3745.1172,7907.7642
267510444,2.1643,3735.3516,8084.3232
267510483,2.3490,3725.5859,8751.5088
267510522,2.1643,3754.8828,8126.5942
267510562,2.0587,3735.3516,7689.9658
267510601,2.0851,3740.2344,7798.7368
267510641,2.2435,3725.5859,8358.1826
267510681,2.2962,3715.8203,8532.4209
267510720,2.3226,3730.4688,8664.5176
267510760,2.2962,3701.1719,8498.7842
267510799,2.2171,3745.1172,8303.1523
267510839,2.1643,3769.5313,8158.2974
267510878,2.3490,3740.2344,8785.9180
267510918,2.1379,3740.2344,7996.1724
267510958,2.1115,3725.5859,7866.5239
267510996,2.1643,3750.0000,8116.0264
267511036,2.2698,3720.7031,8445.4297
267511075,2.1379,3769.5313,8058.8057
267511115,2.0851,3745.1172,7808.9175
267511155,2.2435,3730.4688,8369.1367
267511194,2.1115,3754.8828,7928.3843
267511234,2.1115,3730.4688,7876.8340
267511273,2.0851,3745.1172,7808.9175
267511313,2.0851,3754.8828,7829.2798
267511353,1.9795,3750.0000,7423.1943
267511392,1.9795,3784.1797,7490.8540
267511432,1.9795,3764.6484,7452.1914
267511471,1.9267,3740.2344,7206.4272
267511511,1.9531,3759.7656,7343.2920
267511550,1.9795,3735.3516,7394.1978
267511589,2.0323,3774.4141,7670.7632
267511629,2.0059,3735.3516,7492.7866
267511668,1.9531,3769.5313,7362.3657
267511708,1.9531,3764.6484,7352.8291
267511748,2.2698,3720.7031,8445.4297
267511787,2.0323,3769.5313,7660.8398
267511827,1.8739,3750.0000,7027.2910
267511866,1.7948,3798.8281,6817.9985
267511906,1.7948,3779.2969,6782.9443
267511946,1.9531,3769.5313,7362.3657
267511985,2.2962,3745.1172,8599.6934
267512025,2.3754,3701.1719,8791.8457
267512064,2.6130,3686.5234,9632.7549
267512103,2.3754,3681.6406,8745.4512
267512142,2.0059,3774.4141,7571.1426
267512182,1.8212,3769.5313,6864.9087
267512222,2.0323,3764.6484,7650.9165
267512261,2.1643,3745.1172,8105.4590
267512301,2.4282,3676.7578,8927.9385
267512340,2.4546,3706.0547,9096.8926
267512380,2.0851,3715.8203,7747.8311
267512420,1.8212,3769.5313,6864.9087
267512459,1.7948,3764.6484,6756.6538
267512499,2.0323,3745.1172,7611.2231
267512538,2.3754,3740.2344,8884.6357
267512578,2.2698,3686.5234,8367.8477
267512617,2.0587,3730.4688,7679.9136
267512656,1.8476,3759.7656,6946.3574
267512696,1.7156,3789.0625,6500.4502
267512735,1.7420,3789.0625,6600.4575
267512775,2.0323,3754.8828,7631.0698
267512815,2.1643,3745.1172,8105.4590
267512854,2.1907,3720.7031,8150.8223
267512894,2.1643,3720.7031,8052.6201
267512933,2.0587,3750.0000,7720.1226
267512973,1.8212,3774.4141,6873.8008
267513013,1.6628,3837.8906,6381.6279
267513052,1.6892,3803.7109,6425.1875
267513092,1.8212,3789.0625,6900.4780
267513131,1.9003,3798.8281,7219.0566
267513170,2.1379,3740.2344,7996.1724
267513210,2.0587,3715.8203,7649.7568
267513249,2.1115,3750.0000,7918.0742
267513289,1.9795,3750.0000,7423.1943
267513328,1.8476,3784.1797,6991.4634
267513368,1.7684,3774.4141,6674.5601
267513407,1.6892,3784.1797,6392.1953
267513447,1.8212,3798.8281,6918.2627
267513487,1.9003,3745.1172,7116.9878
267513526,2.0059,3779.2969,7580.9370
267513566,2.1379,3735.3516,7985.7339
267513605,2.1379,3784.1797,8090.1226
267513645,2.0851,3759.7656,7839.4609
267513684,1.9795,3750.0000,7423.1943
267513723,1.8212,3798.8281,6918.2627
267513763,1.7948,3793.9453,6809.2349
267513802,1.6892,3789.0625,6400.4434
267513842,1.7948,3793.9453,6809.2349
267513882,1.8739,3759.7656,7045.5913
267513921,2.0587,3754.8828,7730.1748
267513961,2.1643,3735.3516,8084.3232
267514000,2.1115,3740.2344,7897.4541
267514040,1.9267,3774.4141,7272.2822
267514080,1.7684,3759.7656,6648.6563
267514119,1.7420,3652.3438,6362.2964
267514159,1.7684,3798.8281,6717.7334
267514198,1.7684,3764.6484,6657.2910
267514237,1.6892,3808.5938,6433.4355
267514277,1.9531,3769.5313,7362.3657
267514316,1.9003,3759.7656,7144.8247
267514356,1.9531,3764.6484,7352.8291
267514395,2.0587,3740.2344,7700.0181
267514435,2.0059,3774.4141,7571.1426
267514475,1.9531,3789.0625,7400.5127
267514514,1.7156,3774.4141,6475.3193
267514554,1.7156,3803.7109,6525.5806
267514593,1.7684,3774.4141,6674.5601
267514633,1.7948,3759.7656,6747.8901
267514672,1.9795,3759.7656,7442.5259
267514712,2.0851,3740.2344,7798.7368
267514752,2.0587,3764.6484,7750.2793
267514790,1.9531,3745.1172,7314.6821
267514830,1.9003,3769.5313,7163.3828
267514869,1.7684,3784.1797,6691.8296
267514909,1.6628,3793.9453,6308.5557
267514949,1.6628,3793.9453,6308.5557
267514988,1.7684,3774.4141,6674.5601
267515028,1.8476,3784.1797,6991.4634
267515067,1.9531,3774.4141,7371.9023
267515107,1.9795,3740.2344,7403.8633
267515147,1.9795,3769.5313,7461.8569
267515186,1.9531,3769.5313,7362.3657
267515226,1.8212,3774.4141,6873.8008
267515265,1.7420,3769.5313,6566.4346
267515304,1.7948,3769.5313,6765.4175
267515344,2.1907,3745.1172,8204.3057
267515383,2.3490,3730.4688,8762.9785
267515423,2.3490,3706.0547,8705.6289
267515462,2.0323,3759.7656,7640.9932
267515502,1.8476,3759.7656,6946.3574
267515542,1.7684,3803.7109,6726.3682
267515581,1.5308,3803.7109,5822.8262
267515621,1.6364,3803.7109,6224.4004
267515660,1.8212,3793.9453,6909.3706
267515700,1.6628,3784.1797,6292.3174
267515740,1.6364,3803.7109,6224.4004
267515779,1.6100,3813.4766,6139.7295
267515819,1.2141,3876.9531,4707.0273
267515857,1.1349,3876.9531,4400.0469
267515897,1.1877,3847.6563,4569.9043
267515936,1.1613,3872.0703,4496.7031
267515976,1.2141,3857.4219,4683.3145
267516016,1.1877,3867.1875,4593.1016
267516055,1.2405,3872.0703,4803.2969
267516095,1.1877,3847.6563,4569.9043
267516134,1.1613,3867.1875,4491.0327
267516174,1.1877,3872.0703,4598.9009
267516214,1.2141,3847.6563,4671.4580
267516253,1.2405,3881.8359,4815.4111
267516293,1.1877,3857.4219,4581.5029
267516332,1.1613,3876.9531,4502.3740
267516371,1.1613,3867.1875,4491.0327
267516411,1.1877,3842.7734,4564.1050
267516450,1.1349,3886.7188,4411.1304
267516490,1.2141,3847.6563,4671.4580
267516529,1.2405,3852.5391,4779.0684
267516569,1.3197,3862.3047,5097.0024
267516609,0.3431,3999.0234,1372.1311
267516648,0.3167,4003.9063,1268.1290
267516688,0.2111,3984.3750,841.2954
267516726,0.3695,4003.9063,1479.4840
267516766,0.3959,4003.9063,1585.1614
267516806,0.2639,3999.0234,1055.4855
267516845,0.2111,3989.2578,842.3264
267516883,0.2111,3979.4922,840.2644
267516921,0.2375,3999.0234,949.9370
267516960,0.2903,4003.9063,1162.4517
267516999,0.3695,3994.1406,1475.8755
267517039,0.2639,4003.9063,1056.7742
267517079,0.2639,3974.6094,1049.0417
267517118,0.2639,4003.9063,1056.7742
267517158,0.2375,4003.9063,951.0968
267517196,0.3695,4003.9063,1479.4840
267517236,0.2639,4008.7891,1058.0630
267517276,0.2375,4008.7891,952.2567
267517314,0.2375,3984.3750,946.4573
267517352,0.2375,4003.9063,951.0968
267517390,0.3695,3999.0234,1477.6797
267517430,0.3167,4003.9063,1268.1290
267517470,0.2639,3999.0234,1055.4855
267517509,0.2903,4003.9063,1162.4517
267517549,0.2639,4008.7891,1058.0630
267517588,0.2111,4003.9063,845.4194
267517627,0.2375,4013.6719,953.4166
267517665,0.2903,4003.9063,1162.4517
267517705,0.2639,4003.9063,1056.7742
267517745,0.2903,4008.7891,1163.8693
267517784,0.2375,4008.7891,952.2567
267517822,0.2375,4008.7891,952.2567
267517860,0.2375,3994.1406,948.7770
267517899,0.2375,4008.7891,952.2567
267517938,0.2375,4003.9063,951.0968
267517976,0.1848,4008.7891,740.6441
267518015,0.2375,4003.9063,951.0968
267518053,0.2111,3994.1406,843.3574
267518092,0.2639,3999.0234,1055.4855
267518131,0.2375,3979.4922,945.2974
267518170,0.2639,4003.9063,1056.7742
267518210,0.3695,4003.9063,1479.4840
267518248,0.2639,3979.4922,1050.3304
267518288,0.2903,4003.9063,1162.4517
267518327,0.2639,3989.2578,1052.9080
267518367,0.3167,4008.7891,1269.6755
267518407,0.2639,4008.7891,1058.0630
267518446,0.2639,4003.9063,1056.7742
267518486,0.2639,4003.9063,1056.7742
267518525,0.3167,4008.7891,1269.6755
267518565,0.2639,4008.7891,1058.0630
267518605,0.2903,4008.7891,1163.8693
267518644,0.2111,3989.2578,842.3264
267518683,0.2111,4008.7891,846.4504
267518721,0.2111,4008.7891,846.4504
267518759,0.2375,3989.2578,947.6172
267518797,0.2375,4008.7891,952.2567
267518836,0.2375,4008.7891,952.2567
267518875,0.2903,4003.9063,1162.4517
267518914,0.2639,3989.2578,1052.9080
267518954,0.2639,4008.7891,1058.0630
267518993,0.2639,4008.7891,1058.0630
267519033,0.2903,4038.0859,1172.3750
267519073,0.2375,4008.7891,952.2567
267519111,0.2903,4023.4375,1168.1222
267519151,0.2375,3999.0234,949.9370
267519188,0.2903,4008.7891,1163.8693
267519228,0.2375,3994.1406,948.7770
267519267,0.2903,4003.9063,1162.4517
267519306,0.3695,4008.7891,1481.2882
267519346,0.2639,3945.3125,1041.3092
267519385,0.3431,4003.9063,1373.8065
267519425,0.2903,4008.7891,1163.8693
267519464,0.2639,4003.9063,1056.7742
267519504,0.2903,4008.7891,1163.8693
267519544,0.2903,4003.9063,1162.4517
267519583,0.2639,4003.9063,1056.7742
267519623,0.2111,4013.6719,847.4814
267519661,0.2375,4013.6719,953.4166
267519699,0.3431,4003.9063,1373.8065
267519739,0.2903,3994.1406,1159.6165
267519778,0.2111,3984.3750,841.2954
267519817,0.2375,4003.9063,951.0968
267519855,0.3167,4008.7891,1269.6755
267519895,0.2639,4008.7891,1058.0630
267519935,0.2639,4003.9063,1056.7742
267519974,0.2375,4003.9063,951.0968
267520013,0.3167,4018.5547,1272.7686
267520052,0.2375,3994.1406,948.7770
267520091,0.2375,4047.8516,961.5356
267520129,0.2903,4042.9688,1173.7927
267520168,0.2375,4008.7891,952.2567
267520207,0.3431,4003.9063,1373.8065
267520246,0.3431,4013.6719,1377.1572
267520286,0.2375,4003.9063,951.0968
267520324,0.2639,4008.7891,1058.0630
267520364,0.4487,3989.2578,1789.9436
267520404,0.2111,3989.2578,842.3264
267520442,0.2639,4008.7891,1058.0630
267520482,0.2903,4013.6719,1165.2870
267520521,0.2375,4013.6719,953.4166
