007,0.2LL???8.891,846.4504
101597105,2.3226,3740.2344,8687.2002
101597144,2.2698,3759.7656,8534.0957
101597184,2.2171,3710.9375,8227.3740
101597223,2.2435,3750.0000,8412.9541
101597262,2.1907,3764.6484,8247.0918
101597302,2.2435,3730.4688,8369.1367
101597341,2.2698,3715.8203,8434.3467
101597381,2.2435,3764.6484,8445.8174
101597421,2.2962,3750.0000,8610.9053
101597460,2.2962,3720.7031,8543.6328
101597500,2.4282,3730.4688,9058.3594
101597539,2.2962,3745.1172,8599.6934
101597579,2.3226,3735.3516,8675.8594
101597619,2.3490,3706.0547,8705.6289
101597658,2.4282,3720.7031,9034.6465
101597698,2.3226,3759.7656,8732.5635
101597736,2.2962,3735.3516,8577.2695
101597776,2.2171,3740.2344,8292.3271
101597816,2.1907,3759.7656,8236.3955
101597855,2.2698,3764.6484,8545.1797
101597895,2.3490,3720.7031,8740.0391
101597934,2.3226,3740.2344,8687.2002
101597974,2.3226,3745.1172,8698.5410
101598014,2.3490,3725.5859,8751.5088
101598053,2.2962,3725.5859,8554.8447
101598093,2.4282,3745.1172,9093.9297
101598132,2.2698,3735.3516,8478.6797
101598172,2.2171,3720.7031,8249.0254
101598212,2.2698,3730.4688,8467.5967
101598251,2.2171,3764.6484,8346.4541
101598290,2.1907,3745.1172,8204.3057
101598329,2.1115,3759.7656,7938.6943
101598369,2.0851,3769.5313,7859.8232
101598408,2.1115,3754.8828,7928.3843
101598448,2.1907,3740.2344,8193.6084
101598488,2.1643,3750.0000,8116.0264
101598527,2.1643,3730.4688,8073.7554
101598567,2.2698,3720.7031,8445.4297
101598606,2.1907,3745.1172,8204.3057
101598646,2.2962,3750.0000,8610.9053
101598686,2.2435,3725.5859,8358.1826
101598725,2.3226,3730.4688,8664.5176
101598765,2.3226,3745.1172,8698.5410
101598803,2.2698,3740.2344,8489.7627
101598843,2.2171,3696.2891,8194.8975
101598883,2.2698,3754.8828,8523.0127
101598922,2.2435,3754.8828,8423.9082
101598962,2.2435,3715.8203,8336.2734
101599001,2.2435,3745.1172,8402.0000
101599041,2.3226,3764.6484,8743.9053
101599081,2.2962,3745.1172,8599.6934
101599120,2.2171,3735.3516,8281.5020
101599160,2.2698,3754.8828,8523.0127
101599199,2.2435,3750.0000,8412.9541
101599239,2.3754,3715.8203,8826.6426
101599279,2.2962,3740.2344,8588.4814
101599318,2.2962,3750.0000,8610.9053
101599357,2.3754,3730.4688,8861.4385
101599396,2.2962,3720.7031,8543.6328
101599436,2.2962,3740.2344,8588.4814
101599476,2.2698,3750.0000,8511.9297
101599515,2.1643,3730.4688,8073.7554
101599555,2.2171,3745.1172,8303.1523
101599594,2.0851,3759.7656,7839.4609
101599634,2.1643,3754.8828,8126.5942
101599673,2.1643,3725.5859,8063.1880
101599713,2.1379,3759.7656,8037.9282
101599753,2.2698,3759.7656,8534.0957
101599792,2.1907,3740.2344,8193.6084
101599832,2.2435,3735.3516,8380.0908
101599870,2.1907,3750.0000,8215.0020
101599910,2.2962,3750.0000,8610.9053
101599950,2.2962,3710.9375,8521.2090
101599989,2.1907,3720.7031,8150.8223
101600029,2.2171,3769.5313,8357.2803
101600068,2.2171,3735.3516,8281.5020
101600108,2.1907,3720.7031,8150.8223
101600148,2.2171,3754.8828,8324.8037
101600187,2.1643,3769.5313,8158.2974
101600227,2.1643,3730.4688,8073.7554
101600266,2.0851,3750.0000,7819.0986
101600306,2.1379,3759.7656,8037.9282
101600346,2.2171,3745.1172,8303.1523
101600385,2.2171,3740.2344,8292.3271
101600424,2.2435,3750.0000,8412.9541
101600463,2.3226,3745.1172,8698.5410
101600503,2.4282,3706.0547,8999.0771
101600543,2.3226,3730.4688,8664.5176
101600582,2.3226,3745.1172,8698.5410
101600622,2.3226,3730.4688,8664.5176
101600661,2.2435,3725.5859,8358.1826
101600701,2.2698,3750.0000,8511.9297
101600741,2.1643,3759.7656,8137.1621
101600780,2.1907,3730.4688,8172.2153
101600820,2.2171,3710.9375,8227.3740
101600859,2.1907,3759.7656,8236.3955
101600899,2.2435,3769.5313,8456.7715
101600937,2.1643,3735.3516,8084.3232
101600977,2.0851,3740.2344,7798.7368
101601017,2.1115,3764.6484,7949.0039
101601056,2.1907,3764.6484,8247.0918
101601096,2.1907,3715.8203,8140.1255
101601135,2.1907,3735.3516,8182.9121
101601175,2.3490,3759.7656,8831.7979
101601215,2.2435,3730.4688,8369.1367
101601254,2.4018,3701.1719,8889.5332
101601294,2.4018,3720.7031,8936.4443
101601333,2.4018,3735.3516,8971.6270
101601373,2.4810,3735.3516,9267.3945
101601413,2.4018,3691.4063,8866.0781
101601452,2.2698,3725.5859,8456.5137
101601491,2.1643,3769.5313,8158.2974
101601530,2.1643,3769.5313,8158.2974
101601570,2.0587,3745.1172,7710.0703
101601610,1.9795,3764.6484,7452.1914
101601649,2.0587,3789.0625,7800.5405
101601689,2.0587,3754.8828,7730.1748
101601728,2.1115,3735.3516,7887.1440
101601768,2.1907,3750.0000,8215.0020
101601808,2.1907,3745.1172,8204.3057
101601847,2.3490,3715.8203,8728.5693
101601887,2.3226,3735.3516,8675.8594
101601926,2.2962,3740.2344,8588.4814
101601966,2.3490,3745.1172,8797.3887
101602006,2.4546,3701.1719,9084.9072
101602044,2.4018,3730.4688,8959.8994
101602084,2.4282,3740.2344,9082.0732
101602123,2.2698,3735.3516,8478.6797
101602163,2.2698,3725.5859,8456.5137
101602202,2.2698,3750.0000,8511.9297
101602242,2.2171,3759.7656,8335.6289
101602282,2.1907,3740.2344,8193.6084
101602321,2.2962,3725.5859,8554.8447
101602361,2.2171,3740.2344,8292.3271
101602400,2.2698,3764.6484,8545.1797
101602440,2.2171,3725.5859,8259.8506
101602480,2.2435,3720.7031,8347.2275
101602519,2.1643,3750.0000,8116.0264
101602558,2.1643,3764.6484,8147.7300
101602597,2.1907,3735.3516,8182.9121
101602637,2.1907,3740.2344,8193.6084
101602677,2.2698,3764.6484,8545.1797
101602716,2.1907,3730.4688,8172.2153
101602756,2.2698,3740.2344,8489.7627
101602795,2.3754,3740.2344,8884.6357
101602835,2.2962,3740.2344,8588.4814
101602875,2.2962,3730.4688,8566.0576
101602914,2.3226,3715.8203,8630.4951
101602954,2.3754,3735.3516,8873.0371
101602993,2.2962,3745.1172,8599.6934
101603033,2.3226,3720.7031,8641.8359
101603073,2.2962,3720.7031,8543.6328
101603111,2.2435,3750.0000,8412.9541
101603151,2.1643,3764.6484,8147.7300
101603190,2.1643,3750.0000,8116.0264
101603230,2.1907,3750.0000,8215.0020
101603270,2.1115,3774.4141,7969.6240
101603309,2.2171,3750.0000,8313.9775
101603349,2.1379,3730.4688,7975.2949
101603388,2.2171,3740.2344,8292.3271
101603428,2.2435,3759.7656,8434.8633
101603467,2.2435,3740.2344,8391.0459
101603507,2.2698,3720.7031,8445.4297
101603547,2.3754,3740.2344,8884.6357
101603586,2.4018,3735.3516,8971.6270
101603625,2.4018,3725.5859,8948.1719
101603664,2.5074,3710.9375,9304.7686
101603704,2.4282,3710.9375,9010.9336
101603744,2.4282,3720.7031,9034.6465
101603783,2.2698,3754.8828,8523.0127
101603823,2.2435,3730.4688,8369.1367
101603862,2.1907,3735.3516,8182.9121
101603902,2.1907,3769.5313,8257.7881
101603942,2.1643,3769.5313,8158.2974
101603981,2.1907,3730.4688,8172.2153
101604021,2.2962,3754.8828,8622.1182
101604060,2.2435,3764.6484,8445.8174
101604100,2.2698,3730.4688,8467.5967
101604140,2.3754,3715.8203,8826.6426
101604178,2.3754,3740.2344,8884.6357
101604218,2.3226,3735.3516,8675.8594
101604257,2.3226,3720.7031,8641.8359
101604297,2.3490,3720.7031,8740.0391
101604337,2.3490,3730.4688,8762.9785
101604376,2.3754,3740.2344,8884.6357
101604416,2.3490,3701.1719,8694.1592
101604455,2.2171,3735.3516,8281.5020
101604495,2.2435,3754.8828,8423.9082
101604535,2.2962,3750.0000,8610.9053
101604574,2.2435,3730.4688,8369.1367
101604614,2.2171,3735.3516,8281.5020
101604653,2.2171,3769.5313,8357.2803
101604692,2.1907,3730.4688,8172.2153
101604731,2.2962,3720.7031,8543.6328
101604771,2.2962,3759.7656,8633.3301
101604811,2.1379,3759.7656,8037.9282
101604850,2.0851,3725.5859,7768.1934
101604890,2.2698,3759.7656,8534.0957
101604929,2.1907,3769.5313,8257.7881
101604969,2.2435,3735.3516,8380.0908
101605009,2.2171,3754.8828,8324.8037
101605048,2.1907,3769.5313,8257.7881
101605088,2.1643,3740.2344,8094.8911
101605127,2.2698,3730.4688,8467.5967
101605167,2.2698,3735.3516,8478.6797
101605207,2.3754,3740.2344,8884.6357
101605245,2.2698,3715.8203,8434.3467
101605285,2.2435,3725.5859,8358.1826
101605324,2.2962,3754.8828,8622.1182
101605364,2.2171,3735.3516,8281.5020
101605404,2.2435,3725.5859,8358.1826
101605443,2.1907,3750.0000,8215.0020
101605483,2.0587,3774.4141,7770.3838
101605522,2.1115,3725.5859,7866.5239
101605562,2.2435,3740.2344,8391.0459
101605602,2.0851,3784.1797,7890.3667
101605641,2.2171,3754.8828,8324.8037
101605681,2.1907,3735.3516,8182.9121
101605720,2.2435,3779.2969,8478.6807
101605760,2.1115,3740.2344,7897.4541
101605799,2.2698,3725.5859,8456.5137
101605838,2.2698,3764.6484,8545.1797
101605878,2.2698,3745.1172,8500.8467
101605917,2.3226,3720.7031,8641.8359
101605957,2.2698,3740.2344,8489.7627
101605996,2.2962,3750.0000,8610.9053
101606036,2.2698,3725.5859,8456.5137
101606076,2.1643,3750.0000,8116.0264
101606115,2.1907,3769.5313,8257.7881
101606155,2.1643,3745.1172,8105.4590
101606194,2.1115,3735.3516,7887.1440
101606234,2.1115,3759.7656,7938.6943
101606274,2.0323,3754.8828,7631.0698
101606312,2.1643,3740.2344,8094.8911
101606352,2.1643,3764.6484,8147.7300
101606391,2.2435,3750.0000,8412.9541
101606431,2.1907,3720.7031,8150.8223
101606471,2.2171,3740.2344,8292.3271
101606510,2.2962,3750.0000,8610.9053
101606550,2.2435,3710.9375,8325.3193
101606589,2.4282,3720.7031,9034.6465
101606629,2.3226,3745.1172,8698.5410
101606669,2.3754,3750.0000,8907.8330
101606708,2.2698,3710.9375,8423.2637
101606748,2.1907,3750.0000,8215.0020
101606787,2.1643,3769.5313,8158.2974
101606827,2.1115,3740.2344,7897.4541
101606866,2.0851,3750.0000,7819.0986
101606905,2.0059,3784.1797,7590.7319
101606945,1.9531,3769.5313,7362.3657
101606984,2.0851,3754.8828,7829.2798
101607024,2.0587,3774.4141,7770.3838
101607064,2.1907,3745.1172,8204.3057
101607103,2.2698,3715.8203,8434.3467
101607143,2.2962,3745.1172,8599.6934
101607182,2.3490,3750.0000,8808.8584
101607222,2.3754,3715.8203,8826.6426
101607261,2.3226,3730.4688,8664.5176
101607301,2.2435,3764.6484,8445.8174
101607341,2.1379,3764.6484,8048.3667
101607379,2.0587,3725.5859,7669.8613
101607419,2.1115,3745.1172,7907.7642
101607458,2.1115,3779.2969,7979.9341
101607498,2.1115,3735.3516,7887.1440
101607538,2.1379,3750.0000,8017.0503
101607577,2.0587,3774.4141,7770.3838
101607617,2.2171,3750.0000,8313.9775
101607656,2.2698,3730.4688,8467.5967
101607696,2.2698,3759.7656,8534.0957
101607736,2.2435,3750.0000,8412.9541
101607775,2.2171,3715.8203,8238.1992
101607815,2.1643,3735.3516,8084.3232
101607854,2.2435,3769.5313,8456.7715
101607894,2.1379,3740.2344,7996.1724
101607933,2.1643,3735.3516,8084.3232
101607972,2.1115,3750.0000,7918.0742
101608012,2.1379,3754.8828,8027.4893
101608051,2.1379,3740.2344,7996.1724
101608091,2.1379,3769.5313,8058.8057
101608131,2.1115,3774.4141,7969.6240
101608170,2.1643,3745.1172,8105.4590
101608210,2.2171,3740.2344,8292.3271
101608249,2.2698,3759.7656,8534.0957
101608289,2.2962,3735.3516,8577.2695
101608329,2.3754,3710.9375,8815.0439
101608368,2.2435,3730.4688,8369.1367
101608408,2.2435,3754.8828,8423.9082
101608446,2.2435,3735.3516,8380.0908
101608486,2.1115,3740.2344,7897.4541
101608525,2.1907,3754.8828,8225.6982
101608565,2.1643,3750.0000,8116.0264
101608605,2.1115,3730.4688,7876.8340
101608644,2.6130,3686.5234,9632.7549
101608684,2.7185,3701.1719,10061.7790
101608724,2.5338,3706.0547,9390.3408
101608764,2.0323,3774.4141,7670.7632
101608804,1.9795,3764.6484,7452.1914
101608843,1.7156,3798.8281,6517.2041
101608883,1.7420,3833.0078,6677.0093
101608922,1.7420,3808.5938,6634.4805
101608962,1.9003,3784.1797,7191.2197
101609001,1.6892,3818.3594,6449.9316
101609040,1.8212,3808.5938,6936.0474
101609080,2.0851,3740.2344,7798.7368
101609119,2.0851,3779.2969,7880.1855
101609159,2.2171,3769.5313,8357.2803
101609199,2.2435,3710.9375,8325.3193
101609238,1.8212,3774.4141,6873.8008
101609278,1.7156,3828.1250,6567.4653
101609317,1.8739,3784.1797,7091.3418
101609357,1.4780,3818.3594,5643.6899
101609397,1.6364,3847.6563,6296.3125
101609436,1.4253,3857.4219,5497.8037
101609476,1.0293,3886.7188,4000.7927
101609515,1.0821,3876.9531,4195.3940
101609554,1.1085,3896.4844,4319.3716
101609594,1.1085,3886.7188,4308.5459
101609633,1.1085,3872.0703,4292.3076
101609673,1.2141,3886.7188,4718.8838
101609712,1.1349,3891.6016,4416.6719
101609752,1.1085,3872.0703,4292.3076
101609792,1.1613,3872.0703,4496.7031
101609831,1.1613,3891.6016,4519.3853
101609871,0.1848,4003.9063,739.7420
101609909,0.1848,3989.2578,737.0356
101609948,0.1848,3999.0234,738.8398
101609986,0.1848,3989.2578,737.0356
101610024,0.1584,3974.6094,629.4250
101610063,0.2375,3994.1406,948.7770
101610101,0.1848,3974.6094,734.3292
101610140,0.1848,3999.0234,738.8398
101610178,0.2111,3999.0234,844.3884
101610217,0.2111,3999.0234,844.3884
101610255,0.2375,3989.2578,947.6172
101610294,0.2375,4003.9063,951.0968
101610333,0.1848,3999.0234,738.8398
101610371,0.2111,3999.0234,844.3884
101610409,0.1848,4008.7891,740.6441
101610447,0.2111,3984.3750,841.2954
101610486,0.1848,3994.1406,737.9377
101610525,0.2375,3994.1406,948.7770
101610563,0.2111,3999.0234,844.3884
101610602,0.2639,3999.0234,1055.4855
101610641,0.2375,4003.9063,951.0968
101610680,0.1848,3999.0234,738.8398
101610718,0.3431,3999.0234,1372.1311
101610758,0.1584,3999.0234,633.2913
101610797,0.1584,3999.0234,633.2913
101610834,0.2111,4003.9063,845.4194
101610873,0.2111,4003.9063,845.4194
101610911,0.1584,4003.9063,634.0645
101610950,0.1584,3999.0234,633.2913
101610988,0.1848,4003.9063,739.7420
101611027,0.1320,3999.0234,527.7427
101611066,0.1848,4003.9063,739.7420
101611104,0.2375,3999.0234,949.9370
101611143,0.1584,3999.0234,633.2913
101611181,0.1848,4003.9063,739.7420
101611219,0.1848,3994.1406,737.9377
101611258,0.1848,3999.0234,738.8398
101611296,0.1848,3994.1406,737.9377
101611335,0.2375,3999.0234,949.9370
101611373,0.1320,3999.0234,527.7427
101611412,0.1056,4003.9063,422.7097
101611450,0.1848,3999.0234,738.8398
