76,0.21LL??.059,852.6364
100655764,2.2171,3759.7656,8335.6289
100655804,2.2171,3784.1797,8389.7568
100655843,2.2435,3793.9453,8511.5439
100655883,2.0851,3798.8281,7920.9102
100655923,2.1115,3759.7656,7938.6943
100655962,2.2171,3784.1797,8389.7568
100656002,2.1379,3793.9453,8111.0000
100656040,2.2698,3803.7109,8633.8447
100656080,2.3226,3754.8828,8721.2227
100656120,2.3226,3759.7656,8732.5635
100656159,2.2435,3789.0625,8500.5889
100656199,2.2435,3793.9453,8511.5439
100656238,2.3226,3754.8828,8721.2227
100656278,2.3490,3750.0000,8808.8584
100656317,2.2962,3779.2969,8678.1787
100656357,2.2962,3798.8281,8723.0273
100656397,2.3226,3774.4141,8766.5869
100656436,2.1115,3764.6484,7949.0039
100656476,2.1643,3793.9453,8211.1357
100656515,2.2171,3808.5938,8443.8838
100656555,2.1115,3774.4141,7969.6240
100656594,2.1907,3769.5313,8257.7881
100656633,2.1907,3789.0625,8300.5752
100656673,2.3226,3784.1797,8789.2686
100656712,2.3226,3754.8828,8721.2227
100656752,2.2962,3735.3516,8577.2695
100656792,2.2698,3779.2969,8578.4287
100656831,2.2962,3793.9453,8711.8145
100656871,2.1907,3779.2969,8279.1816
100656910,2.1907,3793.9453,8311.2715
100656950,2.1115,3784.1797,7990.2441
100656990,2.2171,3808.5938,8443.8838
100657029,2.0059,3798.8281,7620.1152
100657069,2.2171,3774.4141,8368.1055
100657107,2.0323,3798.8281,7720.3799
100657147,2.1907,3808.5938,8343.3613
100657187,2.2171,3793.9453,8411.4072
100657226,2.2962,3745.1172,8599.6934
100657266,2.4282,3784.1797,9188.7813
100657305,2.3754,3774.4141,8965.8271
100657345,2.4810,3769.5313,9352.1943
100657385,2.3226,3740.2344,8687.2002
100657424,2.2698,3754.8828,8523.0127
100657464,2.2171,3793.9453,8411.4072
100657503,2.2171,3789.0625,8400.5820
100657543,2.1115,3774.4141,7969.6240
100657582,2.1115,3789.0625,8000.5542
100657622,2.2435,3798.8281,8522.4980
100657661,2.0851,3789.0625,7900.5479
100657700,2.1115,3769.5313,7959.3140
100657740,2.1643,3769.5313,8158.2974
100657779,2.1907,3793.9453,8311.2715
100657819,2.2435,3798.8281,8522.4980
100657859,2.2698,3735.3516,8478.6797
100657898,2.3490,3754.8828,8820.3281
100657938,2.3754,3784.1797,8989.0244
100657977,2.2698,3764.6484,8545.1797
100658017,2.2698,3740.2344,8489.7627
100658057,2.1643,3774.4141,8168.8652
100658096,2.1907,3808.5938,8343.3613
100658136,2.2435,3779.2969,8478.6807
100658174,2.2698,3808.5938,8644.9287
100658214,2.1379,3774.4141,8069.2446
100658254,2.1907,3798.8281,8321.9678
100658293,2.2962,3774.4141,8666.9658
100658333,2.2435,3754.8828,8423.9082
100658372,2.2435,3774.4141,8467.7256
100658412,2.2698,3779.2969,8578.4287
100658452,2.4546,3750.0000,9204.7607
100658491,2.3754,3745.1172,8896.2344
100658531,2.3754,3764.6484,8942.6299
100658570,2.3754,3779.2969,8977.4258
100658610,2.2171,3769.5313,8357.2803
100658650,2.2171,3779.2969,8378.9307
100658689,2.1115,3803.7109,8031.4839
100658728,2.0323,3808.5938,7740.2271
100658767,2.0323,3774.4141,7670.7632
100658807,2.1379,3784.1797,8090.1226
100658846,2.1115,3813.4766,8052.1040
100658886,2.0587,3798.8281,7820.6450
100658926,2.2435,3750.0000,8412.9541
100658965,2.3226,3779.2969,8777.9277
100659005,2.2962,3779.2969,8678.1787
100659044,2.3226,3764.6484,8743.9053
100659084,2.4282,3759.7656,9129.4990
100659124,2.2962,3779.2969,8678.1787
100659163,2.3490,3803.7109,8935.0264
100659203,2.2698,3764.6484,8545.1797
100659241,2.1643,3769.5313,8158.2974
100659281,2.1643,3784.1797,8190.0005
100659321,2.2698,3813.4766,8656.0117
100659360,2.2435,3769.5313,8456.7715
100659400,2.1643,3774.4141,8168.8652
100659439,2.1643,3784.1797,8190.0005
100659479,2.2435,3798.8281,8522.4980
100659519,2.2435,3754.8828,8423.9082
100659558,2.2435,3769.5313,8456.7715
100659598,2.1643,3803.7109,8232.2715
100659637,2.0851,3803.7109,7931.0913
100659677,2.2171,3764.6484,8346.4541
100659717,2.2171,3774.4141,8368.1055
100659756,2.4018,3774.4141,9065.4473
100659795,2.4018,3764.6484,9041.9922
100659834,2.4018,3740.2344,8983.3545
100659874,2.4018,3764.6484,9041.9922
100659914,2.3754,3769.5313,8954.2285
100659953,2.2171,3808.5938,8443.8838
100659993,2.0323,3779.2969,7680.6865
100660032,2.0323,3798.8281,7720.3799
100660072,1.9795,3808.5938,7539.1821
100660111,2.0059,3813.4766,7649.4985
100660151,2.0851,3769.5313,7859.8232
100660191,2.2435,3789.0625,8500.5889
100660230,2.1115,3793.9453,8010.8643
100660270,2.2435,3789.0625,8500.5889
100660308,2.3490,3745.1172,8797.3887
100660348,2.4282,3750.0000,9105.7861
100660388,2.5866,3745.1172,9687.0117
100660427,2.4546,3759.7656,9228.7314
100660467,2.4282,3745.1172,9093.9297
100660506,2.2962,3735.3516,8577.2695
100660546,2.1907,3769.5313,8257.7881
100660586,2.1907,3793.9453,8311.2715
100660625,2.0587,3808.5938,7840.7495
100660665,2.0323,3779.2969,7680.6865
100660704,1.9531,3813.4766,7448.1963
100660744,2.0587,3789.0625,7800.5405
100660784,2.1379,3798.8281,8121.4390
100660823,2.2698,3769.5313,8556.2627
100660862,2.2435,3789.0625,8500.5889
100660901,2.1643,3793.9453,8211.1357
100660941,2.3226,3779.2969,8777.9277
100660981,2.3754,3735.3516,8873.0371
100661020,2.4810,3745.1172,9291.6230
100661060,2.4018,3769.5313,9053.7197
100661099,2.4546,3769.5313,9252.7021
100661139,2.4018,3754.8828,9018.5371
100661179,2.3226,3754.8828,8721.2227
100661218,2.3226,3769.5313,8755.2461
100661258,2.2698,3784.1797,8589.5117
100661297,2.1379,3779.2969,8079.6836
100661337,2.1643,3764.6484,8147.7300
100661376,2.1643,3798.8281,8221.7041
100661415,2.0587,3818.3594,7860.8540
100661455,2.1379,3789.0625,8100.5610
100661494,2.1115,3759.7656,7938.6943
100661534,2.2171,3789.0625,8400.5820
100661573,2.1643,3813.4766,8253.4072
100661613,2.1379,3774.4141,8069.2446
100661653,2.2698,3759.7656,8534.0957
100661692,2.2171,3759.7656,8335.6289
100661732,2.2962,3789.0625,8700.6025
100661771,2.3490,3754.8828,8820.3281
100661811,2.3226,3750.0000,8709.8818
100661851,2.2962,3779.2969,8678.1787
100661890,2.3490,3774.4141,8866.2070
100661929,2.2698,3774.4141,8567.3457
100661968,2.3490,3789.0625,8900.6172
100662008,2.2698,3774.4141,8567.3457
100662048,2.2435,3808.5938,8544.4063
100662087,2.1643,3769.5313,8158.2974
100662127,2.2698,3764.6484,8545.1797
100662166,2.1379,3793.9453,8111.0000
100662206,2.1379,3798.8281,8121.4390
100662246,2.0851,3769.5313,7859.8232
100662285,2.1379,3779.2969,8079.6836
100662325,2.1115,3789.0625,8000.5542
100662364,2.2962,3793.9453,8711.8145
100662404,2.2435,3759.7656,8434.8633
100662444,2.1379,3769.5313,8058.8057
100662482,2.1379,3798.8281,8121.4390
100662522,2.2171,3784.1797,8389.7568
100662561,2.2962,3745.1172,8599.6934
100662601,2.2962,3764.6484,8644.5420
100662640,2.3226,3793.9453,8811.9512
100662680,2.3226,3769.5313,8755.2461
100662720,2.2962,3754.8828,8622.1182
100662759,2.2171,3764.6484,8346.4541
100662799,2.3226,3779.2969,8777.9277
100662838,2.3226,3750.0000,8709.8818
100662878,2.2962,3754.8828,8622.1182
100662918,2.1907,3779.2969,8279.1816
100662957,2.1379,3779.2969,8079.6836
100662996,2.1379,3750.0000,8017.0503
100663035,2.1643,3774.4141,8168.8652
100663075,2.1907,3798.8281,8321.9678
100663115,2.1907,3793.9453,8311.2715
100663154,2.2962,3764.6484,8644.5420
100663194,2.3226,3754.8828,8721.2227
100663233,2.3490,3759.7656,8831.7979
100663273,2.2698,3769.5313,8556.2627
100663313,2.1907,3754.8828,8225.6982
100663352,2.1907,3784.1797,8289.8779
100663392,2.2171,3808.5938,8443.8838
100663431,2.2435,3769.5313,8456.7715
100663471,2.2171,3740.2344,8292.3271
100663511,2.3490,3779.2969,8877.6777
100663549,2.2435,3779.2969,8478.6807
100663589,2.2435,3754.8828,8423.9082
100663628,2.1643,3759.7656,8137.1621
100663668,2.2171,3784.1797,8389.7568
100663708,2.3226,3798.8281,8823.2920
100663747,2.2698,3774.4141,8567.3457
100663787,2.3226,3759.7656,8732.5635
100663826,2.2435,3784.1797,8489.6348
100663866,2.2435,3784.1797,8489.6348
100663905,2.1907,3769.5313,8257.7881
100663945,2.2962,3754.8828,8622.1182
100663985,2.2698,3779.2969,8578.4287
100664024,2.2698,3789.0625,8600.5957
100664064,2.2171,3779.2969,8378.9307
100664102,2.2171,3754.8828,8324.8037
100664142,2.1907,3784.1797,8289.8779
100664182,2.2962,3793.9453,8711.8145
100664221,2.1907,3750.0000,8215.0020
100664261,2.3226,3759.7656,8732.5635
100664300,2.2171,3779.2969,8378.9307
100664340,2.2435,3798.8281,8522.4980
100664380,2.1907,3764.6484,8247.0918
100664419,2.3226,3759.7656,8732.5635
100664459,2.2698,3774.4141,8567.3457
100664498,2.1907,3759.7656,8236.3955
100664538,2.2171,3754.8828,8324.8037
100664578,2.2435,3779.2969,8478.6807
100664616,2.1115,3808.5938,8041.7939
100664656,2.1907,3789.0625,8300.5752
100664695,2.2698,3759.7656,8534.0957
100664735,2.3490,3769.5313,8854.7373
100664775,2.3226,3789.0625,8800.6094
100664814,2.2698,3750.0000,8511.9297
100664854,2.3490,3725.5859,8751.5088
100664893,2.3226,3759.7656,8732.5635
100664933,2.2962,3793.9453,8711.8145
100664973,2.2435,3789.0625,8500.5889
100665012,2.2435,3754.8828,8423.9082
100665052,2.0851,3798.8281,7920.9102
100665091,2.0587,3813.4766,7850.8018
100665131,2.1115,3793.9453,8010.8643
100665169,2.2435,3754.8828,8423.9082
100665209,2.2435,3784.1797,8489.6348
100665249,2.2435,3784.1797,8489.6348
100665288,2.3226,3769.5313,8755.2461
100665328,2.3754,3759.7656,8931.0313
100665367,2.2698,3774.4141,8567.3457
100665407,2.2962,3784.1797,8689.3906
100665447,2.2435,3779.2969,8478.6807
100665486,2.2698,3750.0000,8511.9297
100665526,2.3490,3774.4141,8866.2070
100665565,2.3490,3793.9453,8912.0869
100665605,2.2435,3789.0625,8500.5889
100665645,2.2435,3750.0000,8412.9541
100665683,2.1907,3784.1797,8289.8779
100665723,2.2171,3798.8281,8422.2334
100665762,2.2171,3759.7656,8335.6289
100665802,2.2171,3764.6484,8346.4541
100665842,2.1907,3769.5313,8257.7881
100665881,2.1907,3793.9453,8311.2715
100665921,2.2435,3769.5313,8456.7715
100665960,2.2435,3769.5313,8456.7715
100666000,2.2698,3789.0625,8600.5957
100666040,2.4018,3784.1797,9088.9033
100666079,2.2962,3759.7656,8633.3301
100666119,2.2962,3759.7656,8633.3301
100666158,2.2171,3789.0625,8400.5820
100666198,2.2435,3784.1797,8489.6348
100666237,2.2435,3745.1172,8402.0000
100666276,2.2698,3769.5313,8556.2627
100666316,2.1643,3803.7109,8232.2715
100666355,2.2171,3793.9453,8411.4072
100666395,2.2171,3754.8828,8324.8037
100666434,2.2435,3784.1797,8489.6348
100666474,2.2962,3789.0625,8700.6025
100666514,2.2698,3798.8281,8622.7617
100666553,2.2171,3759.7656,8335.6289
100666593,2.2698,3764.6484,8545.1797
100666632,2.2698,3784.1797,8589.5117
100666672,2.2962,3769.5313,8655.7539
100666712,2.2698,3754.8828,8523.0127
100666750,2.2698,3764.6484,8545.1797
100666790,2.2698,3759.7656,8534.0957
100666829,2.2698,3764.6484,8545.1797
100666869,2.3226,3759.7656,8732.5635
100666909,2.2698,3784.1797,8589.5117
100666948,2.2171,3789.0625,8400.5820
100666988,2.1907,3769.5313,8257.7881
100667027,2.1907,3808.5938,8343.3613
100667067,2.1379,3793.9453,8111.0000
100667107,2.2435,3793.9453,8511.5439
100667146,2.2171,3754.8828,8324.8037
100667186,2.1643,3779.2969,8179.4331
100667225,2.1379,3793.9453,8111.0000
100667265,2.2698,3784.1797,8589.5117
100667304,2.2171,3735.3516,8281.5020
100667343,2.3754,3774.4141,8965.8271
100667383,2.3754,3759.7656,8931.0313
100667422,2.3754,3769.5313,8954.2285
100667462,2.1379,3754.8828,8027.4893
100667502,2.1907,3784.1797,8289.8779
100667541,2.1379,3803.7109,8131.8779
100667581,2.1907,3784.1797,8289.8779
100667620,2.2435,3764.6484,8445.8174
100667660,2.2435,3789.0625,8500.5889
100667699,2.2171,3798.8281,8422.2334
100667739,2.2435,3750.0000,8412.9541
100667779,2.3754,3774.4141,8965.8271
100667817,2.2171,3789.0625,8400.5820
100667857,2.1907,3798.8281,8321.9678
100667896,2.1907,3764.6484,8247.0918
100667936,2.2171,3789.0625,8400.5820
100667976,2.1907,3798.8281,8321.9678
100668015,2.1907,3769.5313,8257.7881
100668055,2.1115,3779.2969,7979.9341
100668094,2.1115,3789.0625,8000.5542
100668134,2.1907,3798.8281,8321.9678
100668174,2.1643,3750.0000,8116.0264
100668213,2.1907,3764.6484,8247.0918
100668253,2.4018,3793.9453,9112.3584
100668292,2.2962,3754.8828,8622.1182
100668332,2.2962,3750.0000,8610.9053
100668371,2.2698,3779.2969,8578.4287
100668410,2.1643,3789.0625,8200.5684
100668450,2.1643,3779.2969,8179.4331
100668489,2.1115,3774.4141,7969.6240
100668529,2.0323,3813.4766,7750.1504
100668569,2.0323,3808.5938,7740.2271
100668608,2.0323,3779.2969,7680.6865
100668648,2.1379,3793.9453,8111.0000
100668687,2.2962,3798.8281,8723.0273
100668727,2.2171,3769.5313,8357.2803
100668767,2.2962,3754.8828,8622.1182
100668806,2.3490,3774.4141,8866.2070
100668846,2.2171,3779.2969,8378.9307
100668884,2.2435,3764.6484,8445.8174
100668924,2.2435,3769.5313,8456.7715
100668963,2.1907,3784.1797,8289.8779
100669003,2.2171,3784.1797,8389.7568
100669043,2.2171,3759.7656,8335.6289
100669082,2.1379,3779.2969,8079.6836
100669122,2.1115,3803.7109,8031.4839
100669161,2.1907,3789.0625,8300.5752
100669201,2.0851,3764.6484,7849.6421
100669241,2.0323,3789.0625,7700.5332
100669280,2.1643,3813.4766,8253.4072
100669320,2.1907,3789.0625,8300.5752
100669359,2.1643,3754.8828,8126.5942
100669399,2.1643,3789.0625,8200.5684
100669438,2.1379,3808.5938,8142.3169
100669477,2.1643,3779.2969,8179.4331
100669517,2.1643,3764.6484,8147.7300
100669556,2.0323,3813.4766,7750.1504
100669596,2.0851,3808.5938,7941.2725
100669636,2.1379,3764.6484,8048.3667
100669675,2.1643,3764.6484,8147.7300
100669715,2.1115,3779.2969,7979.9341
100669754,2.2171,3808.5938,8443.8838
100669794,2.1379,3779.2969,8079.6836
100669834,2.1907,3779.2969,8279.1816
100669873,2.1643,3784.1797,8190.0005
100669913,2.1379,3784.1797,8090.1226
100669952,2.2171,3754.8828,8324.8037
100669991,2.2435,3764.6484,8445.8174
100670031,2.2171,3779.2969,8378.9307
100670070,2.1115,3798.8281,8021.1738
100670110,2.1379,3764.6484,8048.3667
100670149,2.0851,3789.0625,7900.5479
100670189,2.1379,3808.5938,8142.3169
100670228,2.1643,3798.8281,8221.7041
100670268,2.1379,3774.4141,8069.2446
100670308,2.2171,3774.4141,8368.1055
100670347,2.1643,3808.5938,8242.8398
100670387,2.1643,3798.8281,8221.7041
100670426,2.1907,3764.6484,8247.0918
100670466,2.2698,3779.2969,8578.4287
100670505,2.2171,3798.8281,8422.2334
100670544,2.5602,3730.4688,9550.6611
100670584,2.7185,3696.2891,10048.5050
100670624,2.6394,3715.8203,9807.3799
100670664,2.2171,3764.6484,8346.4541
100670704,1.8476,3837.8906,7090.6973
100670743,1.8212,3847.6563,7007.1865
100670783,1.6628,3837.8906,6381.6279
100670822,1.6364,3842.7734,6288.3223
100670862,1.7156,3852.5391,6609.3496
100670902,1.7156,3852.5391,6609.3496
100670941,1.8212,3798.8281,6918.2627
100670981,1.9795,3789.0625,7500.5195
100671020,1.9003,3823.2422,7265.4517
100671059,2.0587,3793.9453,7810.5928
100671099,2.2171,3759.7656,8335.6289
100671138,2.0851,3798.8281,7920.9102
100671178,1.9003,3833.0078,7284.0098
100671217,1.8212,3842.7734,6998.2939
100671257,1.3461,3852.5391,5185.7974
100671297,1.2933,3891.6016,5032.9517
100671336,1.3461,3906.2500,5258.0962
100671376,1.0821,3920.8984,4242.9487
100671415,1.0557,3901.3672,4118.8418
100671455,1.1085,3906.2500,4330.1968
100671494,1.1349,3930.6641,4461.0049
100671534,1.1349,3916.0156,4444.3799
100671574,1.0821,3906.2500,4227.0972
100671612,1.0821,3930.6641,4253.5166
100671652,1.2669,3920.8984,4967.3540
100671691,1.1349,3896.4844,4422.2134
100671731,1.1349,3916.0156,4444.3799
100671771,1.2405,3940.4297,4888.0962
100671810,0.2111,4028.3203,850.5744
100671849,0.1584,4013.6719,635.6110
100671887,0.2111,4003.9063,845.4194
100671926,0.2111,4008.7891,846.4504
100671965,0.1584,4033.2031,638.7040
100672003,0.1848,4028.3203,744.2526
100672041,0.2111,4023.4375,849.5434
100672079,0.1584,4018.5547,636.3843
100672118,0.1584,4008.7891,634.8378
100672156,0.1584,4033.2031,638.7040
100672195,0.2111,4033.2031,851.6054
100672234,0.2903,4028.3203,1169.5398
100672273,0.1848,4033.2031,745.1547
100672312,0.2111,4033.2031,851.6054
100672350,0.1848,4018.5547,742.4484
100672389,0.1848,4033.2031,745.1547
100672428,0.2111,4033.2031,851.6054
100672465,0.1848,4008.7891,740.6441
100672504,0.2111,4033.2031,851.6054
100672542,0.1320,4033.2031,532.2534
100672581,0.2903,4033.2031,1170.9574
100672620,0.1584,4033.2031,638.7040
100672659,0.2111,4028.3203,850.5744
100672698,0.1848,4038.0859,746.0569
100672736,0.1848,4033.2031,745.1547
100672775,0.1848,4038.0859,746.0569
100672813,0.2639,4033.2031,1064.5067
100672852,0.1848,4033.2031,745.1547
100672890,0.2111,4033.2031,851.6054
100672929,0.1584,4042.9688,640.2505
100672968,0.1584,4038.0859,639.4772
100673006,0.2111,4023.4375,849.5434
100673045,0.1848,4028.3203,744.2526
100673083,0.1584,4038.0859,639.4772
100673122,0.1320,4033.2031,532.2534
100673161,0.1848,4038.0859,746.0569
100673199,0.1848,4038.0859,746.0569
100673238,0.1848,4028.3203,744.2526
100673275,0.2903,4033.2031,1170.9574
100673315,0.1848,4038.0859,746.0569
100673353,0.2375,4033.2031,958.0560
100673392,0.2111,4023.4375,849.5434
100673431,0.1848,4023.4375,743.3505
100673469,0.2111,4023.4375,849.5434
100673508,0.2111,4033.2031,851.6054
100673546,0.1584,4018.5547,636.3843
100673585,0.2111,4038.0859,852.6364
100673623,0.2111,4033.2031,851.6054
100673661,0.3167,4033.2031,1277.4081
100673701,0.2375,4033.2031,958.0560
100673739,0.1584,4008.7891,634.8378
100673778,0.2111,4013.6719,847.4814
100673816,0.2375,4042.9688,960.3758
