03,1875437632,.8962
275490181,2.4546,3710.9375,9108.8779
275490221,2.5074,3754.8828,9414.9570
275490260,2.5074,3706.0547,9292.5254
275490299,2.3754,3696.2891,8780.2471
275490339,2.2171,3735.3516,8281.5020
275490378,2.1115,3725.5859,7866.5239
275490418,2.0851,3730.4688,7778.3745
275490458,2.0851,3740.2344,7798.7368
275490497,2.0323,3735.3516,7591.3765
275490537,2.1907,3759.7656,8236.3955
275490576,2.2171,3745.1172,8303.1523
275490616,2.2171,3715.8203,8238.1992
275490655,2.2435,3730.4688,8369.1367
275490695,2.2698,3720.7031,8445.4297
275490735,2.2698,3710.9375,8423.2637
275490774,2.3226,3725.5859,8653.1768
275490813,2.3754,3701.1719,8791.8457
275490852,2.3490,3745.1172,8797.3887
275490892,2.1643,3715.8203,8042.0522
275490932,2.1643,3725.5859,8063.1880
275490971,2.0851,3754.8828,7829.2798
275491011,2.0851,3750.0000,7819.0986
275491050,1.9531,3764.6484,7352.8291
275491090,2.0323,3759.7656,7640.9932
275491130,2.0851,3730.4688,7778.3745
275491169,2.1115,3735.3516,7887.1440
275491209,2.2435,3710.9375,8325.3193
275491248,2.2962,3710.9375,8521.2090
275491288,2.2698,3715.8203,8434.3467
275491328,2.4018,3725.5859,8948.1719
275491366,2.4282,3706.0547,8999.0771
275491406,2.4282,3696.2891,8975.3643
275491445,2.2962,3730.4688,8566.0576
275491485,2.1907,3715.8203,8140.1255
275491525,2.3226,3740.2344,8687.2002
275491564,2.1643,3745.1172,8105.4590
275491604,2.2171,3706.0547,8216.5488
275491643,2.1643,3745.1172,8105.4590
275491683,2.1379,3740.2344,7996.1724
275491723,2.1379,3740.2344,7996.1724
275491762,2.2698,3735.3516,8478.6797
275491802,2.3754,3681.6406,8745.4512
275491841,2.3490,3720.7031,8740.0391
275491880,2.3226,3696.2891,8585.1309
275491919,2.3226,3696.2891,8585.1309
275491959,2.3490,3725.5859,8751.5088
275491999,2.3226,3696.2891,8585.1309
275492038,2.2698,3754.8828,8523.0127
275492078,2.1115,3754.8828,7928.3843
275492117,2.2171,3715.8203,8238.1992
275492157,2.3226,3735.3516,8675.8594
275492197,2.1379,3720.7031,7954.4170
275492236,2.1379,3745.1172,8006.6113
275492276,2.1379,3740.2344,7996.1724
275492315,2.2171,3715.8203,8238.1992
275492355,2.1643,3730.4688,8073.7554
275492395,2.2962,3715.8203,8532.4209
275492433,2.2171,3735.3516,8281.5020
275492473,2.2962,3720.7031,8543.6328
275492512,2.4018,3710.9375,8912.9883
275492552,2.3490,3710.9375,8717.0996
275492592,2.3490,3681.6406,8648.2803
275492631,2.2435,3735.3516,8380.0908
275492671,2.1379,3740.2344,7996.1724
275492710,2.1115,3740.2344,7897.4541
275492750,2.1643,3754.8828,8126.5942
275492790,2.0851,3730.4688,7778.3745
275492829,2.1643,3759.7656,8137.1621
275492869,2.0323,3750.0000,7621.1465
275492908,2.1115,3745.1172,7907.7642
275492947,2.0851,3750.0000,7819.0986
275492987,2.2435,3735.3516,8380.0908
275493026,2.3226,3715.8203,8630.4951
275493066,2.4018,3735.3516,8971.6270
275493105,2.4018,3701.1719,8889.5332
275493145,2.2698,3720.7031,8445.4297
275493184,2.3754,3686.5234,8757.0498
275493224,2.4810,3710.9375,9206.8232
275493264,2.3754,3681.6406,8745.4512
275493303,2.3226,3706.0547,8607.8125
275493343,2.2171,3740.2344,8292.3271
275493382,2.3226,3701.1719,8596.4717
275493422,2.2171,3574.2188,7924.2603
275493462,2.2435,3715.8203,8336.2734
275493500,2.2698,3715.8203,8434.3467
275493540,2.2171,3730.4688,8270.6758
275493579,2.3226,3706.0547,8607.8125
275493619,2.2698,3735.3516,8478.6797
275493659,2.1379,3730.4688,7975.2949
275493698,2.1643,3725.5859,8063.1880
275493738,2.2171,3754.8828,8324.8037
275493777,2.1643,3745.1172,8105.4590
275493817,2.0587,3735.3516,7689.9658
275493857,2.0851,3759.7656,7839.4609
275493896,2.1907,3730.4688,8172.2153
275493936,2.3490,3696.2891,8682.6895
275493975,2.3226,3710.9375,8619.1543
275494014,2.3490,3706.0547,8705.6289
275494054,2.2962,3720.7031,8543.6328
275494093,2.3754,3701.1719,8791.8457
275494133,2.2962,3720.7031,8543.6328
275494172,2.1907,3715.8203,8140.1255
275494212,2.2962,3706.0547,8509.9971
275494252,2.4018,3745.1172,8995.0820
275494291,2.2962,3710.9375,8521.2090
275494331,2.2171,3735.3516,8281.5020
275494370,2.2171,3725.5859,8259.8506
275494410,2.3226,3715.8203,8630.4951
275494449,2.4282,3735.3516,9070.2168
275494489,2.4282,3676.7578,8927.9385
275494529,2.4018,3706.0547,8901.2607
275494567,2.2698,3701.1719,8401.0967
275494607,2.1643,3754.8828,8126.5942
275494646,2.2435,3740.2344,8391.0459
275494686,2.0323,3730.4688,7581.4531
275494726,2.0587,3740.2344,7700.0181
275494765,2.0323,3725.5859,7571.5298
275494805,2.1379,3720.7031,7954.4170
275494844,2.1379,3735.3516,7985.7339
275494884,2.1115,3715.8203,7845.9043
275494924,2.2171,3735.3516,8281.5020
275494963,2.2962,3720.7031,8543.6328
275495003,2.2435,3715.8203,8336.2734
275495042,2.2962,3725.5859,8554.8447
275495081,2.2698,3706.0547,8412.1807
275495121,2.2171,3740.2344,8292.3271
275495160,2.3226,3715.8203,8630.4951
275495200,2.2698,3706.0547,8412.1807
275495239,2.2435,3725.5859,8358.1826
275495279,2.2171,3715.8203,8238.1992
275495319,2.2698,3740.2344,8489.7627
275495358,2.2962,3725.5859,8554.8447
275495398,2.1643,3710.9375,8031.4844
275495437,2.1643,3759.7656,8137.1621
275495477,2.2698,3740.2344,8489.7627
275495517,2.2171,3720.7031,8249.0254
275495556,2.3226,3725.5859,8653.1768
275495596,2.2435,3701.1719,8303.4102
275495634,2.2962,3725.5859,8554.8447
275495674,2.3754,3706.0547,8803.4443
275495713,2.4018,3701.1719,8889.5332
275495753,2.3226,3715.8203,8630.4951
275495793,2.2435,3715.8203,8336.2734
275495832,2.2435,3745.1172,8402.0000
275495872,2.2171,3725.5859,8259.8506
275495911,2.2435,3730.4688,8369.1367
275495951,2.2435,3730.4688,8369.1367
275495991,2.2698,3706.0547,8412.1807
275496030,2.2962,3784.1797,8689.3906
275496070,2.2171,3720.7031,8249.0254
275496109,2.1115,3715.8203,7845.9043
275496148,2.0851,3745.1172,7808.9175
275496188,2.1115,3730.4688,7876.8340
275496227,2.1115,3706.0547,7825.2842
275496267,2.1379,3750.0000,8017.0503
275496306,2.1907,3710.9375,8129.4287
275496346,2.1379,3750.0000,8017.0503
275496386,2.2435,3715.8203,8336.2734
275496425,2.2435,3710.9375,8325.3193
275496465,2.2698,3725.5859,8456.5137
275496504,2.3226,3706.0547,8607.8125
275496544,2.2698,3720.7031,8445.4297
275496584,2.2698,3715.8203,8434.3467
275496623,2.2435,3725.5859,8358.1826
275496663,2.3226,3730.4688,8664.5176
275496701,2.2171,3691.4063,8184.0723
275496741,2.3754,3715.8203,8826.6426
275496781,2.3490,3735.3516,8774.4482
275496820,2.2435,3872.0703,8686.8135
275496860,2.1379,3745.1172,8006.6113
275496899,2.1643,3710.9375,8031.4844
275496939,2.1379,3740.2344,7996.1724
275496978,2.1379,3725.5859,7964.8560
275497018,2.1907,3730.4688,8172.2153
275497058,2.1115,3774.4141,7969.6240
275497097,2.0851,3725.5859,7768.1934
275497137,2.1907,3730.4688,8172.2153
275497176,2.2171,3730.4688,8270.6758
275497216,2.3490,3706.0547,8705.6289
275497255,2.3490,3715.8203,8728.5693
275497294,2.3226,3691.4063,8573.7900
275497334,2.4282,3715.8203,9022.7900
275497373,2.3490,3686.5234,8659.7500
275497413,2.2435,3735.3516,8380.0908
275497453,2.2698,3725.5859,8456.5137
275497492,2.1643,3691.4063,7989.2134
275497532,2.1907,3725.5859,8161.5186
275497571,2.2171,3735.3516,8281.5020
275497611,2.1643,3715.8203,8042.0522
275497651,2.1907,3745.1172,8204.3057
275497690,2.2435,3725.5859,8358.1826
275497730,2.1115,3740.2344,7897.4541
275497768,2.0851,3754.8828,7829.2798
275497808,2.0587,3911.1328,8051.8467
275497848,2.1379,3750.0000,8017.0503
275497887,2.2962,3730.4688,8566.0576
275497927,2.2698,3720.7031,8445.4297
275497966,2.2435,3725.5859,8358.1826
275498006,2.3490,3710.9375,8717.0996
275498046,2.2171,3696.2891,8194.8975
275498085,2.0851,3735.3516,7788.5557
275498125,2.1115,3735.3516,7887.1440
275498164,2.0851,3740.2344,7798.7368
275498204,2.0851,3740.2344,7798.7368
275498243,2.1115,3720.7031,7856.2144
275498283,2.1643,3750.0000,8116.0264
275498322,2.2435,3662.1094,8215.7754
275498361,2.4546,3710.9375,9108.8779
275498401,2.4546,3706.0547,9096.8926
275498440,2.3226,3725.5859,8653.1768
275498480,2.3490,3759.7656,8831.7979
275498520,2.1643,3701.1719,8010.3491
275498559,2.3754,3735.3516,8873.0371
275498599,2.3754,3725.5859,8849.8398
275498638,2.4018,3715.8203,8924.7158
275498678,2.4282,3696.2891,8975.3643
275498718,2.2962,3725.5859,8554.8447
275498757,2.2171,3696.2891,8194.8975
275498797,2.0851,3710.9375,7737.6499
275498835,2.1907,3735.3516,8182.9121
275498875,2.1115,3740.2344,7897.4541
275498915,2.2962,3740.2344,8588.4814
275498954,2.1907,3730.4688,8172.2153
275498994,2.3754,3706.0547,8803.4443
275499033,2.3754,3720.7031,8838.2412
275499073,2.2698,3701.1719,8401.0967
275499113,2.2171,3735.3516,8281.5020
275499152,2.1907,3725.5859,8161.5186
275499192,2.1907,3706.0547,8118.7324
275499231,2.0323,3754.8828,7631.0698
275499271,1.9795,3745.1172,7413.5288
275499311,2.0851,3740.2344,7798.7368
275499350,2.0851,3784.1797,7890.3667
275499389,2.1907,3725.5859,8161.5186
275499428,2.1907,3735.3516,8182.9121
275499468,2.2435,3735.3516,8380.0908
275499507,2.2171,3715.8203,8238.1992
275499547,2.2698,3715.8203,8434.3467
275499587,2.4018,3701.1719,8889.5332
275499626,2.4810,3706.0547,9194.7090
275499666,2.2962,3691.4063,8476.3604
275499705,2.2962,3706.0547,8509.9971
275499745,2.1379,3720.7031,7954.4170
275499785,2.2171,3715.8203,8238.1992
275499824,2.2698,3735.3516,8478.6797
275499864,2.2435,3710.9375,8325.3193
275499902,2.3490,3701.1719,8694.1592
275499942,2.2435,3681.6406,8259.5928
275499982,2.2962,3710.9375,8521.2090
275500021,2.2171,3740.2344,8292.3271
275500061,2.2171,3720.7031,8249.0254
275500100,2.1643,3715.8203,8042.0522
275500140,2.2698,3745.1172,8500.8467
275500180,2.1379,3720.7031,7954.4170
275500219,2.2171,3750.0000,8313.9775
275500259,2.1115,3740.2344,7897.4541
275500298,2.1643,3715.8203,8042.0522
275500338,2.1907,3750.0000,8215.0020
275500378,2.2435,3730.4688,8369.1367
275500417,2.1379,3706.0547,7923.1006
275500456,2.2962,3774.4141,8666.9658
275500495,2.4018,3696.2891,8877.8057
275500535,2.2962,3706.0547,8509.9971
275500575,2.3226,3710.9375,8619.1543
275500614,2.3490,3696.2891,8682.6895
275500654,2.4018,3696.2891,8877.8057
275500693,2.4282,3696.2891,8975.3643
275500733,2.4282,3706.0547,8999.0771
275500772,2.2171,3730.4688,8270.6758
275500812,2.1643,3740.2344,8094.8911
275500852,2.1379,3720.7031,7954.4170
275500891,2.1643,3720.7031,8052.6201
275500931,2.1379,3759.7656,8037.9282
275500969,2.1379,3720.7031,7954.4170
275501009,2.1379,3769.5313,8058.8057
275501049,2.0851,3730.4688,7778.3745
275501088,2.1643,3715.8203,8042.0522
275501128,2.2171,3745.1172,8303.1523
275501167,2.2171,3720.7031,8249.0254
275501207,2.1643,3754.8828,8126.5942
275501247,2.2962,3745.1172,8599.6934
275501286,2.1643,3706.0547,8020.9170
275501326,2.3226,3740.2344,8687.2002
275501365,2.1643,3710.9375,8031.4844
275501405,2.3226,3710.9375,8619.1543
275501445,2.2962,3730.4688,8566.0576
275501484,2.2962,3715.8203,8532.4209
275501523,2.2962,3725.5859,8554.8447
275501562,2.3226,3701.1719,8596.4717
275501602,2.1907,3710.9375,8129.4287
275501642,2.1643,3745.1172,8105.4590
275501681,2.1907,3730.4688,8172.2153
275501721,2.1643,3764.6484,8147.7300
275501760,2.0851,3745.1172,7808.9175
275501800,2.2171,3706.0547,8216.5488
275501840,2.1907,3706.0547,8118.7324
275501879,2.2171,3725.5859,8259.8506
275501919,2.4018,3706.0547,8901.2607
275501958,2.3490,3725.5859,8751.5088
275501998,2.2171,3696.2891,8194.8975
275502036,2.3226,3818.3594,8868.6563
275502076,2.3226,3710.9375,8619.1543
275502116,2.2435,3720.7031,8347.2275
275502155,2.0323,3754.8828,7631.0698
275502195,2.1907,3720.7031,8150.8223
275502234,2.1643,3735.3516,8084.3232
275502274,2.0851,3754.8828,7829.2798
275502314,2.1379,3730.4688,7975.2949
275502353,2.0323,3759.7656,7640.9932
275502393,2.1643,3735.3516,8084.3232
275502432,2.2171,3696.2891,8194.8975
275502472,2.1643,3750.0000,8116.0264
275502512,2.2171,3725.5859,8259.8506
275502551,2.2435,3657.2266,8204.8213
275502590,2.2435,3750.0000,8412.9541
275502629,2.2171,3720.7031,8249.0254
275502669,2.1379,3745.1172,8006.6113
275502709,2.1379,3745.1172,8006.6113
275502748,2.0059,3730.4688,7482.9922
275502788,2.1643,3754.8828,8126.5942
275502827,2.1643,3754.8828,8126.5942
275502867,1.9795,3725.5859,7374.8662
275502907,2.0323,3745.1172,7611.2231
275502946,2.1643,3720.7031,8052.6201
275502986,2.1379,3715.8203,7943.9780
275503025,2.1643,3735.3516,8084.3232
275503065,2.1379,3764.6484,8048.3667
275503105,2.1907,3740.2344,8193.6084
275503143,2.1115,3750.0000,7918.0742
275503183,2.1643,3740.2344,8094.8911
275503222,2.0587,3754.8828,7730.1748
275503262,2.0059,3764.6484,7551.5537
275503301,2.0851,3735.3516,7788.5557
275503341,2.0323,3750.0000,7621.1465
275503381,2.1643,3750.0000,8116.0264
275503420,2.1379,3720.7031,7954.4170
275503460,2.1379,3745.1172,8006.6113
275503499,2.1379,3750.0000,8017.0503
275503539,2.1643,3725.5859,8063.1880
275503579,2.0587,3750.0000,7720.1226
275503618,2.1115,3730.4688,7876.8340
275503657,2.1115,3706.0547,7825.2842
275503696,2.1907,3764.6484,8247.0918
275503736,2.1115,3745.1172,7907.7642
275503776,2.2171,3730.4688,8270.6758
275503815,2.0851,3759.7656,7839.4609
275503855,2.1115,3740.2344,7897.4541
275503894,2.1643,3720.7031,8052.6201
275503934,2.2435,3750.0000,8412.9541
275503974,2.2171,3710.9375,8227.3740
275504013,2.3226,3715.8203,8630.4951
275504053,2.1643,3720.7031,8052.6201
275504092,2.1643,3725.5859,8063.1880
275504132,2.0587,3911.1328,8051.8467
275504172,2.1643,3764.6484,8147.7300
275504210,1.9531,3735.3516,7295.6084
275504250,2.0851,3750.0000,7819.0986
275504289,2.0059,3764.6484,7551.5537
275504329,2.1115,3828.1250,8083.0342
275504369,2.1907,3715.8203,8140.1255
275504408,2.1643,3725.5859,8063.1880
275504448,2.1907,3706.0547,8118.7324
275504487,2.2171,3730.4688,8270.6758
275504527,2.1907,3730.4688,8172.2153
275504566,2.2171,3735.3516,8281.5020
275504606,2.2435,3750.0000,8412.9541
275504646,2.1379,3710.9375,7933.5396
275504685,1.9795,3745.1172,7413.5288
275504724,1.9795,3754.8828,7432.8604
275504763,2.0587,3725.5859,7669.8613
275504803,2.1115,3745.1172,7907.7642
275504843,2.0587,3691.4063,7599.4956
275504882,2.0851,3710.9375,7737.6499
275504922,2.1379,3754.8828,8027.4893
275504961,2.0851,3750.0000,7819.0986
275505001,2.1643,3735.3516,8084.3232
275505041,2.0851,3754.8828,7829.2798
275505080,2.1379,3750.0000,8017.0503
275505120,2.1379,3730.4688,7975.2949
275505159,2.2435,3720.7031,8347.2275
275505199,2.1379,3754.8828,8027.4893
275505239,2.0323,3730.4688,7581.4531
275505277,2.0587,3745.1172,7710.0703
275505317,2.2435,3691.4063,8281.5020
275505356,2.3226,3720.7031,8641.8359
275505396,2.2435,3710.9375,8325.3193
275505436,2.1115,3627.9297,7660.3242
275505475,2.0323,3750.0000,7621.1465
275505515,1.9795,3769.5313,7461.8569
275505554,1.8739,3764.6484,7054.7412
275505594,1.8212,3793.9453,6909.3706
275505634,1.9003,3779.2969,7181.9409
275505673,1.8212,3735.3516,6802.6621
275505713,1.9531,3774.4141,7371.9023
275505752,2.0587,3759.7656,7740.2271
275505792,1.9267,3750.0000,7225.2432
275505830,2.0059,3789.0625,7600.5264
275505870,2.0587,3750.0000,7720.1226
275505910,1.8739,3764.6484,7054.7412
275505949,1.8739,3784.1797,7091.3418
275505989,1.7948,3784.1797,6791.7080
275506028,1.7420,3803.7109,6625.9746
275506068,1.6628,3823.2422,6357.2705
275506108,1.6892,3803.7109,6425.1875
275506147,1.5308,3818.3594,5845.2505
275506187,1.5044,3828.1250,5759.1616
275506226,1.5572,3808.5938,5930.8232
275506266,1.2933,3852.5391,4982.4331
275506306,1.4516,3867.1875,5613.7910
275506344,1.2405,3842.7734,4766.9541
275506384,1.2933,3886.7188,5026.6367
275506423,1.1613,3750.0000,4354.9409
275506463,1.1349,3867.1875,4388.9639
275506503,1.1085,3876.9531,4297.7202
275506542,1.1349,3881.8359,4405.5884
275506582,0.2375,4003.9063,951.0968
275506620,0.2639,4003.9063,1056.7742
275506660,0.2375,4003.9063,951.0968
275506699,0.2111,4008.7891,846.4504
275506737,0.2639,4003.9063,1056.7742
275506777,0.2903,4003.9063,1162.4517
275506816,0.2375,4082.0313,969.6548
275506854,0.2375,3979.4922,945.2974
275506892,0.2639,4008.7891,1058.0630
275506932,0.3167,4008.7891,1269.6755
275506972,0.2639,4003.9063,1056.7742
275507011,0.4223,4008.7891,1692.9008
275507051,0.2111,4013.6719,847.4814
275507089,0.2111,4008.7891,846.4504
275507128,0.3959,4003.9063,1585.1614
275507168,0.2375,4003.9063,951.0968
275507206,0.2375,4013.6719,953.4166
275507245,0.2375,4013.6719,953.4166
275507282,0.2639,3994.1406,1054.1968
275507322,0.2375,3989.2578,947.6172
275507360,0.2375,4003.9063,951.0968
275507399,0.3167,4003.9063,1268.1290
275507439,0.2111,4003.9063,845.4194
275507477,0.3167,3989.2578,1263.4895
275507517,0.3431,4003.9063,1373.8065
275507556,0.2375,4013.6719,953.4166
275507595,0.2903,4003.9063,1162.4517
275507635,0.2111,4013.6719,847.4814
275507673,0.2639,4013.6719,1059.3517
275507713,0.2639,4013.6719,1059.3517
275507751,0.2639,4008.7891,1058.0630
275507791,0.2639,4013.6719,1059.3517
275507831,0.2903,4008.7891,1163.8693
275507870,0.2639,4008.7891,1058.0630
275507910,0.1848,4013.6719,741.5463
275507948,0.2903,4013.6719,1165.2870
275507988,0.2375,4008.7891,952.2567
275508026,0.2639,4013.6719,1059.3517
275508066,0.3167,4003.9063,1268.1290
275508106,0.2375,4013.6719,953.4166
275508144,0.2375,4008.7891,952.2567
275508183,0.2375,4003.9063,951.0968
275508220,0.2639,4013.6719,1059.3517
275508260,0.3431,4003.9063,1373.8065
275508300,0.3959,4013.6719,1589.0276
275508339,0.2639,4013.6719,1059.3517
275508379,0.2639,3989.2578,1052.9080
275508418,0.3431,4013.6719,1377.1572
275508458,0.2375,3994.1406,948.7770
275508497,0.2111,3984.3750,841.2954
275508535,0.2639,4008.7891,1058.0630
275508575,0.2111,4003.9063,845.4194
275508613,0.3431,4013.6719,1377.1572
275508653,0.3167,4013.6719,1271.2220
275508691,0.3431,4013.6719,1377.1572
275508731,0.2375,3916.0156,930.2191
275508770,0.3695,3984.3750,1472.2670
275508809,0.2111,4003.9063,845.4194
275508848,0.2639,4008.7891,1058.0630
275508887,0.2903,4013.6719,1165.2870
275508927,0.2111,3999.0234,844.3884
275508966,0.2375,4018.5547,954.5764
275509004,0.2375,4013.6719,953.4166
275509043,0.2903,4013.6719,1165.2870
275509082,0.2639,4013.6719,1059.3517
275509122,0.2903,4008.7891,1163.8693
275509161,0.3959,4013.6719,1589.0276
275509200,0.2903,4018.5547,1166.7046
275509240,0.3431,4013.6719,1377.1572
275509279,0.2639,4013.6719,1059.3517
275509319,0.2639,4013.6719,1059.3517
275509358,0.2111,4013.6719,847.4814
275509397,0.2639,3999.0234,1055.4855
275509437,0.2903,4013.6719,1165.2870
275509476,0.2111,3999.0234,844.3884
275509515,0.2375,4008.7891,952.2567
275509553,0.2375,3994.1406,948.7770
275509592,0.3167,4008.7891,1269.6755
275509632,0.2639,4023.4375,1061.9292
275509670,0.2375,4008.7891,952.2567
275509709,0.2903,3999.0234,1161.0341
275509748,0.2111,4013.6719,847.4814
275509787,0.2639,4013.6719,1059.3517
