960,0.1??,?8.203,744.2526
351182286,2.4018,3710.9375,8912.9883
351182326,2.2435,3725.5859,8358.1826
351182365,2.3226,3750.0000,8709.8818
351182405,2.2435,3715.8203,8336.2734
351182444,2.2698,3750.0000,8511.9297
351182484,2.2435,3730.4688,8369.1367
351182523,2.4810,3710.9375,9206.8232
351182563,2.2435,3754.8828,8423.9082
351182603,2.1115,3720.7031,7856.2144
351182642,2.0323,3769.5313,7660.8398
351182682,2.1115,3735.3516,7887.1440
351182721,2.2962,3720.7031,8543.6328
351182760,2.2962,3720.7031,8543.6328
351182800,2.3754,3549.8047,8432.2852
351182839,2.2171,3701.1719,8205.7227
351182879,2.2962,3706.0547,8509.9971
351182918,2.3226,3720.7031,8641.8359
351182958,2.3490,3696.2891,8682.6895
351182998,2.5602,3691.4063,9450.6543
351183037,2.3226,3696.2891,8585.1309
351183077,2.2962,3706.0547,8509.9971
351183116,2.2435,3725.5859,8358.1826
351183156,2.1643,3715.8203,8042.0522
351183196,2.1379,3754.8828,8027.4893
351183235,2.0587,3735.3516,7689.9658
351183275,2.0851,3740.2344,7798.7368
351183313,2.0323,3774.4141,7670.7632
351183353,1.9531,3745.1172,7314.6821
351183393,2.0323,3784.1797,7690.6099
351183432,2.0587,3754.8828,7730.1748
351183472,2.2698,3710.9375,8423.2637
351183511,2.4018,3710.9375,8912.9883
351183551,2.4810,3735.3516,9267.3945
351183591,2.4282,3715.8203,9022.7900
351183630,2.4282,3686.5234,8951.6514
351183670,2.4810,3715.8203,9218.9375
351183709,2.4282,3681.6406,8939.7949
351183749,2.4018,3715.8203,8924.7158
351183788,2.4018,3730.4688,8959.8994
351183827,2.2435,3730.4688,8369.1367
351183867,2.0323,3754.8828,7631.0698
351183906,1.9531,3750.0000,7324.2188
351183946,2.0059,3774.4141,7571.1426
351183985,2.0587,3745.1172,7710.0703
351184025,1.9267,3764.6484,7253.4668
351184065,2.0587,3759.7656,7740.2271
351184104,2.0059,3725.5859,7473.1978
351184144,2.1643,3754.8828,8126.5942
351184183,2.3226,3706.0547,8607.8125
351184223,2.5074,3691.4063,9255.7959
351184263,2.5338,3701.1719,9377.9688
351184302,2.3754,3706.0547,8803.4443
351184342,2.2962,3730.4688,8566.0576
351184380,2.2698,3701.1719,8401.0967
351184420,2.3226,3720.7031,8641.8359
351184460,2.5602,3676.7578,9413.1523
351184499,2.4018,3696.2891,8877.8057
351184539,2.4018,3691.4063,8866.0781
351184578,2.2698,3725.5859,8456.5137
351184618,2.0587,3725.5859,7669.8613
351184658,1.9267,3774.4141,7272.2822
351184697,1.9531,3779.2969,7381.4395
351184737,2.0587,3750.0000,7720.1226
351184776,2.1907,3754.8828,8225.6982
351184816,2.2435,3725.5859,8358.1826
351184856,2.3754,3710.9375,8815.0439
351184894,2.3226,3720.7031,8641.8359
351184934,2.5602,3676.7578,9413.1523
351184973,2.3226,3710.9375,8619.1543
351185013,2.4546,3691.4063,9060.9365
351185052,2.2435,3715.8203,8336.2734
351185092,2.0587,3735.3516,7689.9658
351185132,2.0059,3764.6484,7551.5537
351185171,2.1115,3754.8828,7928.3843
351185211,2.1379,3710.9375,7933.5396
351185250,2.2171,3754.8828,8324.8037
351185290,2.2698,3710.9375,8423.2637
351185330,2.1907,3671.8750,8043.8560
351185369,2.2962,3754.8828,8622.1182
351185409,2.3226,3725.5859,8653.1768
351185447,2.2962,3740.2344,8588.4814
351185487,2.2962,3696.2891,8487.5723
351185527,2.3490,3725.5859,8751.5088
351185566,2.1907,3735.3516,8182.9121
351185606,2.1379,3706.0547,7923.1006
351185645,2.1379,3745.1172,8006.6113
351185685,2.3226,3710.9375,8619.1543
351185725,2.4018,3720.7031,8936.4443
351185764,2.3754,3691.4063,8768.6484
351185804,2.3754,3706.0547,8803.4443
351185843,2.2698,3715.8203,8434.3467
351185883,2.1907,3720.7031,8150.8223
351185923,2.2171,3750.0000,8313.9775
351185961,2.2171,3720.7031,8249.0254
351186001,2.2171,3730.4688,8270.6758
351186040,2.1379,3725.5859,7964.8560
351186080,2.1907,3730.4688,8172.2153
351186120,2.1907,3764.6484,8247.0918
351186159,2.0587,3735.3516,7689.9658
351186199,2.1379,3745.1172,8006.6113
351186238,2.2435,3706.0547,8314.3652
351186278,2.2962,3710.9375,8521.2090
351186317,2.2962,3725.5859,8554.8447
351186357,2.2171,3691.4063,8184.0723
351186397,2.2962,3764.6484,8644.5420
351186436,2.3490,3696.2891,8682.6895
351186476,2.4546,3730.4688,9156.8193
351186514,2.3226,3715.8203,8630.4951
351186554,2.0851,3720.7031,7758.0122
351186594,2.0851,3764.6484,7849.6421
351186633,1.9795,3745.1172,7413.5288
351186673,1.9795,3784.1797,7490.8540
351186712,2.1643,3725.5859,8063.1880
351186752,2.1643,3735.3516,8084.3232
351186792,2.2171,3759.7656,8335.6289
351186831,2.3226,3720.7031,8641.8359
351186871,2.2962,3710.9375,8521.2090
351186910,2.3490,3696.2891,8682.6895
351186950,2.4810,3676.7578,9122.0234
351186990,2.4546,3691.4063,9060.9365
351187028,2.4810,3701.1719,9182.5947
351187068,2.3754,3696.2891,8780.2471
351187107,2.3226,3706.0547,8607.8125
351187147,2.3754,3715.8203,8826.6426
351187187,2.3226,3686.5234,8562.4492
351187226,2.0851,3759.7656,7839.4609
351187266,2.0587,3740.2344,7700.0181
351187305,2.0059,3759.7656,7541.7593
351187345,2.0059,3759.7656,7541.7593
351187385,2.1379,3720.7031,7954.4170
351187424,2.2698,3725.5859,8456.5137
351187464,2.1907,3710.9375,8129.4287
351187503,2.2171,3730.4688,8270.6758
351187543,2.3754,3710.9375,8815.0439
351187581,2.4018,3691.4063,8866.0781
351187621,2.4018,3720.7031,8936.4443
351187661,2.3226,3686.5234,8562.4492
351187700,2.2698,3745.1172,8500.8467
351187740,2.1115,3720.7031,7856.2144
351187779,1.9795,3754.8828,7432.8604
351187819,2.1115,3759.7656,7938.6943
351187859,2.1643,3730.4688,8073.7554
351187898,2.2435,3745.1172,8402.0000
351187938,2.3490,3701.1719,8694.1592
351187977,2.2962,3720.7031,8543.6328
351188017,2.1907,3745.1172,8204.3057
351188057,2.2435,3720.7031,8347.2275
351188096,2.1907,3740.2344,8193.6084
351188135,2.3226,3715.8203,8630.4951
351188174,2.4018,3671.8750,8819.1680
351188214,2.3490,3715.8203,8728.5693
351188254,2.2435,3735.3516,8380.0908
351188293,2.2171,3740.2344,8292.3271
351188333,2.2171,3725.5859,8259.8506
351188372,2.2698,3740.2344,8489.7627
351188412,2.2962,3710.9375,8521.2090
351188452,2.3490,3720.7031,8740.0391
351188491,2.2435,3706.0547,8314.3652
351188531,2.1907,3730.4688,8172.2153
351188570,2.2698,3745.1172,8500.8467
351188610,2.1907,3720.7031,8150.8223
351188649,2.0851,3745.1172,7808.9175
351188688,2.0851,3740.2344,7798.7368
351188728,2.0587,3735.3516,7689.9658
351188767,2.1115,3745.1172,7907.7642
351188807,2.0851,3720.7031,7758.0122
351188846,2.2171,3701.1719,8205.7227
351188886,2.2698,3720.7031,8445.4297
351188926,2.4546,3637.6953,8929.0977
351188965,2.4282,3696.2891,8975.3643
351189005,2.2962,3701.1719,8498.7842
351189044,2.2698,3735.3516,8478.6797
351189084,2.1643,3725.5859,8063.1880
351189124,2.1379,3745.1172,8006.6113
351189163,2.0059,3764.6484,7551.5537
351189202,1.9795,3759.7656,7442.5259
351189241,2.0587,3774.4141,7770.3838
351189281,2.0587,3740.2344,7700.0181
351189321,2.1643,3750.0000,8116.0264
351189360,2.0587,3735.3516,7689.9658
351189400,1.9267,3750.0000,7225.2432
351189439,1.9267,3779.2969,7281.6904
351189479,2.0587,3735.3516,7689.9658
351189519,2.1379,3730.4688,7975.2949
351189558,2.3226,3735.3516,8675.8594
351189598,2.0851,3730.4688,7778.3745
351189637,2.0587,3808.5938,7840.7495
351189677,2.0851,3725.5859,7768.1934
351189716,2.0851,3774.4141,7870.0044
351189755,1.9531,3769.5313,7362.3657
351189795,1.9795,3745.1172,7413.5288
351189834,2.0587,3774.4141,7770.3838
351189874,2.1379,3740.2344,7996.1724
351189914,2.1115,3764.6484,7949.0039
351189953,2.2698,3740.2344,8489.7627
351189993,2.4018,3696.2891,8877.8057
351190032,2.3490,3730.4688,8762.9785
351190072,2.1115,3710.9375,7835.5942
351190111,1.9003,3745.1172,7116.9878
351190151,2.0059,3750.0000,7522.1704
351190191,2.0323,3764.6484,7650.9165
351190230,1.9267,3779.2969,7281.6904
351190269,2.0587,3750.0000,7720.1226
351190308,1.9003,3798.8281,7219.0566
351190348,1.8476,3784.1797,6991.4634
351190388,1.7948,3745.1172,6721.6001
351190427,1.9795,3808.5938,7539.1821
351190467,2.0587,3740.2344,7700.0181
351190506,2.0587,3745.1172,7710.0703
351190546,2.0851,3750.0000,7819.0986
351190586,1.9531,3750.0000,7324.2188
351190625,2.0059,3789.0625,7600.5264
351190665,2.0587,3740.2344,7700.0181
351190704,2.1379,3657.2266,7818.7119
351190744,2.0587,3764.6484,7750.2793
351190784,2.0059,3730.4688,7482.9922
351190822,1.9531,3779.2969,7381.4395
351190862,1.9267,3759.7656,7244.0586
351190901,1.9267,3759.7656,7244.0586
351190941,2.0323,3779.2969,7680.6865
351190981,2.0323,3730.4688,7581.4531
351191020,2.1907,3759.7656,8236.3955
351191060,2.1115,3759.7656,7938.6943
351191099,2.0587,3750.0000,7720.1226
351191139,2.0851,3769.5313,7859.8232
351191179,2.1907,3720.7031,8150.8223
351191218,2.1115,3730.4688,7876.8340
351191258,2.1643,3759.7656,8137.1621
351191297,1.9267,3759.7656,7244.0586
351191336,1.9267,3789.0625,7300.5059
351191375,2.1643,3764.6484,8147.7300
351191415,2.1643,3730.4688,8073.7554
351191455,2.1643,3681.6406,7968.0781
351191494,1.9795,3745.1172,7413.5288
351191534,1.9267,3789.0625,7300.5059
351191573,1.9267,3754.8828,7234.6509
351191613,2.1115,3759.7656,7938.6943
351191653,2.0059,3750.0000,7522.1704
351191692,2.0851,3735.3516,7788.5557
351191732,2.0587,3759.7656,7740.2271
351191771,2.0059,3769.5313,7561.3481
351191811,2.0851,3735.3516,7788.5557
351191851,2.2171,3754.8828,8324.8037
351191889,2.4018,3701.1719,8889.5332
351191929,2.5074,3676.7578,9219.0664
351191968,2.3490,3710.9375,8717.0996
351192008,2.0323,3754.8828,7631.0698
351192048,1.7948,3793.9453,6809.2349
351192087,1.7948,3779.2969,6782.9443
351192127,1.9531,3774.4141,7371.9023
351192166,1.9267,3774.4141,7272.2822
351192206,1.9003,3754.8828,7135.5459
351192246,2.0323,3774.4141,7670.7632
351192285,2.0587,3730.4688,7679.9136
351192325,2.2698,3745.1172,8500.8467
351192364,2.2698,3720.7031,8445.4297
351192403,2.2698,3720.7031,8445.4297
351192443,2.3226,3720.7031,8641.8359
351192482,2.1643,3754.8828,8126.5942
351192522,2.0059,3774.4141,7571.1426
351192561,2.0323,3740.2344,7601.2998
351192601,2.0323,3740.2344,7601.2998
351192641,1.9003,3779.2969,7181.9409
351192680,1.9003,3803.7109,7228.3359
351192720,1.8476,3779.2969,6982.4424
351192759,1.9531,3754.8828,7333.7554
351192799,2.0323,3740.2344,7601.2998
351192838,2.1379,3745.1172,8006.6113
351192878,2.1643,3701.1719,8010.3491
351192918,2.1379,3730.4688,7975.2949
351192956,2.1115,3750.0000,7918.0742
351192996,2.2435,3730.4688,8369.1367
351193035,2.1643,3735.3516,8084.3232
351193075,2.3490,3696.2891,8682.6895
351193115,2.3490,3735.3516,8774.4482
351193154,1.9267,3764.6484,7253.4668
351193194,2.0059,3769.5313,7561.3481
351193233,1.6364,3730.4688,6104.5464
351193273,1.6100,3779.2969,6084.7002
351193313,1.8212,3803.7109,6927.1553
351193352,1.7948,3784.1797,6791.7080
351193392,1.7684,3793.9453,6709.0986
351193431,1.9003,3793.9453,7209.7778
351193470,1.7684,3769.5313,6665.9258
351193510,1.7948,3803.7109,6826.7617
351193549,1.7420,3798.8281,6617.4688
351193589,1.2141,3876.9531,4707.0273
351193628,1.0557,3896.4844,4113.6870
351193668,1.0821,3876.9531,4195.3940
351193708,1.1349,3925.7813,4455.4629
351193747,1.2405,3876.9531,4809.3540
351193787,1.1349,3847.6563,4366.7974
351193826,1.1085,3901.3672,4324.7842
351193866,1.1349,3872.0703,4394.5054
351193905,1.2669,3867.1875,4899.3081
351193945,1.1613,3896.4844,4525.0557
351193985,1.1085,3847.6563,4265.2441
351194023,1.1085,3891.6016,4313.9585
351194063,1.1085,3862.3047,4281.4819
351194102,1.3461,3876.9531,5218.6606
351194142,0.2375,3999.0234,949.9370
351194181,0.2903,4018.5547,1166.7046
351194220,0.2639,4008.7891,1058.0630
351194260,0.1848,4018.5547,742.4484
351194298,0.2903,4013.6719,1165.2870
351194338,0.2111,4008.7891,846.4504
351194377,0.2375,4013.6719,953.4166
351194415,0.2639,3994.1406,1054.1968
351194455,0.2639,4008.7891,1058.0630
351194493,0.2111,4013.6719,847.4814
351194532,0.2111,4008.7891,846.4504
351194570,0.2639,4013.6719,1059.3517
351194610,0.2111,4013.6719,847.4814
351194649,0.3431,4008.7891,1375.4819
351194688,0.2903,4008.7891,1163.8693
351194728,0.2111,4013.6719,847.4814
351194766,0.2639,4018.5547,1060.6405
351194806,0.3431,4013.6719,1377.1572
351194846,0.2375,4018.5547,954.5764
351194884,0.4223,4013.6719,1694.9628
351194924,0.2639,4013.6719,1059.3517
351194962,0.3959,4013.6719,1589.0276
351195002,0.1848,4018.5547,742.4484
351195041,0.3167,4013.6719,1271.2220
351195080,0.3695,4003.9063,1479.4840
351195120,0.2903,4018.5547,1166.7046
351195159,0.2639,4013.6719,1059.3517
351195199,0.2111,4018.5547,848.5124
351195238,0.2111,4013.6719,847.4814
351195276,0.2111,4013.6719,847.4814
351195315,0.2639,4013.6719,1059.3517
351195354,0.1584,4018.5547,636.3843
351195393,0.2639,4013.6719,1059.3517
351195431,0.2375,4013.6719,953.4166
351195470,0.2639,4018.5547,1060.6405
351195510,0.2639,4018.5547,1060.6405
351195549,0.2639,4008.7891,1058.0630
351195589,0.2375,4018.5547,954.5764
351195627,0.2903,4013.6719,1165.2870
351195667,0.2375,4018.5547,954.5764
351195706,0.2111,4018.5547,848.5124
351195744,0.2639,4018.5547,1060.6405
351195784,0.1848,4018.5547,742.4484
