679069b?.??3,082.0313,1185.1337
356843498,2.2435,3759.7656,8434.8633
356843538,2.1379,3798.8281,8121.4390
356843577,2.1643,3774.4141,8168.8652
356843617,2.2171,3774.4141,8368.1055
356843657,2.1115,3916.0156,8268.6143
356843696,2.1379,3803.7109,8131.8779
356843736,2.2171,3745.1172,8303.1523
356843774,2.0323,3789.0625,7700.5332
356843814,2.3226,3779.2969,8777.9277
356843854,2.2698,3764.6484,8545.1797
356843893,2.3226,3745.1172,8698.5410
356843933,2.2435,3789.0625,8500.5889
356843972,2.3226,3769.5313,8755.2461
356844012,2.3490,3745.1172,8797.3887
356844052,2.2435,3769.5313,8456.7715
356844091,2.2962,3852.5391,8846.3604
356844131,2.0851,3784.1797,7890.3667
356844170,2.1115,3774.4141,7969.6240
356844210,2.0059,3823.2422,7669.0874
356844249,1.9531,3789.0625,7400.5127
356844289,2.0851,3779.2969,7880.1855
356844328,2.2962,3847.6563,8835.1484
356844367,2.1643,3789.0625,8200.5684
356844407,2.3754,3720.7031,8838.2412
356844446,2.3754,3740.2344,8884.6357
356844486,2.3490,3754.8828,8820.3281
356844526,2.2962,3759.7656,8633.3301
356844565,2.1643,3793.9453,8211.1357
356844605,2.3754,3745.1172,8896.2344
356844644,2.1643,3730.4688,8073.7554
356844684,2.2435,3793.9453,8511.5439
356844724,2.3490,3769.5313,8854.7373
356844763,2.3754,3754.8828,8919.4326
356844803,2.0587,3789.0625,7800.5405
356844841,2.1907,3808.5938,8343.3613
356844881,2.2698,3769.5313,8556.2627
356844921,2.1907,3779.2969,8279.1816
356844960,2.1907,3769.5313,8257.7881
356845000,2.2435,3779.2969,8478.6807
356845039,2.3490,3769.5313,8854.7373
356845079,2.2171,3789.0625,8400.5820
356845119,2.1379,3798.8281,8121.4390
356845158,2.2962,3759.7656,8633.3301
356845198,2.3226,3769.5313,8755.2461
356845237,2.4018,3769.5313,9053.7197
356845277,2.2435,3740.2344,8391.0459
356845317,2.2171,3774.4141,8368.1055
356845356,2.2962,3769.5313,8655.7539
356845395,2.0587,3808.5938,7840.7495
356845434,2.0587,3793.9453,7810.5928
356845474,2.0587,3803.7109,7830.6973
356845513,2.1907,3784.1797,8289.8779
356845553,2.0323,3779.2969,7680.6865
356845593,2.1115,3808.5938,8041.7939
356845632,2.1643,3789.0625,8200.5684
356845672,2.1907,3774.4141,8268.4854
356845711,1.9267,3798.8281,7319.3218
356845751,2.0059,3833.0078,7688.6768
356845791,2.1907,3774.4141,8268.4854
356845830,2.2435,3759.7656,8434.8633
356845870,2.2698,3784.1797,8589.5117
356845908,2.2698,3798.8281,8622.7617
356845948,2.4282,3764.6484,9141.3555
356845988,2.1907,3793.9453,8311.2715
356846027,2.2435,3793.9453,8511.5439
356846067,2.1907,3735.3516,8182.9121
356846106,2.3490,3759.7656,8831.7979
356846146,2.1115,3789.0625,8000.5542
356846186,2.1115,3789.0625,8000.5542
356846225,2.1643,3774.4141,8168.8652
356846265,2.1907,3764.6484,8247.0918
356846304,2.2171,3779.2969,8378.9307
356846344,2.0851,3769.5313,7859.8232
356846384,2.1379,3793.9453,8111.0000
356846423,2.1379,3803.7109,8131.8779
356846462,2.0851,3779.2969,7880.1855
356846501,1.9795,3779.2969,7481.1880
356846541,2.0587,3784.1797,7790.4883
356846581,2.2435,3793.9453,8511.5439
356846620,2.0851,3764.6484,7849.6421
356846660,2.1643,3789.0625,8200.5684
356846699,2.4282,3759.7656,9129.4990
356846739,2.3754,3725.5859,8849.8398
356846778,2.1379,3798.8281,8121.4390
356846818,2.0323,3798.8281,7720.3799
356846858,2.1115,3789.0625,8000.5542
356846897,2.1643,3779.2969,8179.4331
356846937,2.0587,3798.8281,7820.6450
356846976,2.0851,3769.5313,7859.8232
356847015,2.0587,3784.1797,7790.4883
356847055,2.2171,3754.8828,8324.8037
356847094,2.3226,3769.5313,8755.2461
356847134,2.2435,3701.1719,8303.4102
356847173,2.1643,3813.4766,8253.4072
356847213,2.3226,3769.5313,8755.2461
356847253,2.1643,3759.7656,8137.1621
356847292,2.1643,3789.0625,8200.5684
356847332,2.1115,3803.7109,8031.4839
356847371,2.2962,3789.0625,8700.6025
356847411,2.3754,3740.2344,8884.6357
356847451,2.1907,3793.9453,8311.2715
356847490,2.3490,3764.6484,8843.2676
356847529,2.4282,3745.1172,9093.9297
356847568,2.4282,3735.3516,9070.2168
356847608,2.2435,3769.5313,8456.7715
356847648,2.3226,3740.2344,8687.2002
356847687,2.3226,3774.4141,8766.5869
356847727,2.3490,3759.7656,8831.7979
356847766,2.2435,3759.7656,8434.8633
356847806,2.2435,3769.5313,8456.7715
356847846,2.4282,3754.8828,9117.6426
356847885,2.1643,3750.0000,8116.0264
356847925,2.0323,3808.5938,7740.2271
356847964,1.9267,3823.2422,7366.3608
356848004,2.1115,3798.8281,8021.1738
356848043,2.0587,3784.1797,7790.4883
356848082,1.9795,3935.5469,7790.4878
356848122,2.1643,3789.0625,8200.5684
356848161,2.1115,3784.1797,7990.2441
356848201,1.9267,3818.3594,7356.9531
356848240,2.1115,3779.2969,7979.9341
356848280,2.2171,3774.4141,8368.1055
356848320,2.3226,3852.5391,8948.0430
356848359,2.2962,3779.2969,8678.1787
356848399,2.3226,3750.0000,8709.8818
356848438,2.5074,3735.3516,9365.9844
356848478,2.2962,3769.5313,8655.7539
356848518,2.1907,3750.0000,8215.0020
356848557,2.4018,3769.5313,9053.7197
356848596,2.3226,3769.5313,8755.2461
356848635,2.3226,3784.1797,8789.2686
356848675,2.3226,3759.7656,8732.5635
356848715,2.4018,3759.7656,9030.2646
356848754,2.3226,3759.7656,8732.5635
356848794,2.1907,3779.2969,8279.1816
356848833,2.1907,3808.5938,8343.3613
356848873,2.2171,3759.7656,8335.6289
356848913,2.0059,3793.9453,7610.3208
356848952,2.1115,3793.9453,8010.8643
356848992,2.2171,3754.8828,8324.8037
356849031,2.3226,3750.0000,8709.8818
356849071,2.1643,3789.0625,8200.5684
356849111,2.1379,3789.0625,8100.5610
356849149,2.1643,3754.8828,8126.5942
356849189,2.1115,3808.5938,8041.7939
356849228,2.0059,3813.4766,7649.4985
356849268,2.0059,3779.2969,7580.9370
356849307,2.1907,3784.1797,8289.8779
356849347,2.1115,3793.9453,8010.8643
356849387,2.1643,3779.2969,8179.4331
356849426,2.1115,3784.1797,7990.2441
356849466,2.2962,3764.6484,8644.5420
356849505,2.1643,3779.2969,8179.4331
356849545,2.2435,3754.8828,8423.9082
356849585,2.3490,3774.4141,8866.2070
356849624,2.3226,3696.2891,8585.1309
356849664,2.3226,3754.8828,8721.2227
356849702,2.2962,3779.2969,8678.1787
356849742,2.3226,3754.8828,8721.2227
356849782,2.3490,3769.5313,8854.7373
356849821,2.2435,3764.6484,8445.8174
356849861,2.2962,3764.6484,8644.5420
356849900,2.2435,3803.7109,8533.4521
356849940,2.1643,3793.9453,8211.1357
356849980,2.1643,3793.9453,8211.1357
356850019,2.2435,3754.8828,8423.9082
356850059,2.2171,3759.7656,8335.6289
356850098,2.2698,3779.2969,8578.4287
356850138,2.1907,3774.4141,8268.4854
356850178,2.1115,3774.4141,7969.6240
356850216,1.9531,3818.3594,7457.7334
356850256,2.1643,3784.1797,8190.0005
356850295,2.1643,3740.2344,8094.8911
356850335,2.3490,3784.1797,8889.1475
356850375,2.1907,3789.0625,8300.5752
356850414,2.0059,3769.5313,7561.3481
356850454,2.2962,3779.2969,8678.1787
356850493,2.1379,3803.7109,8131.8779
356850533,2.0587,3779.2969,7780.4360
356850572,2.0059,3813.4766,7649.4985
356850612,2.1643,3813.4766,8253.4072
356850652,2.0587,3789.0625,7800.5405
356850691,2.1115,3764.6484,7949.0039
356850731,2.2435,3784.1797,8489.6348
356850769,2.2435,3740.2344,8391.0459
356850809,2.0323,3764.6484,7650.9165
356850849,2.0059,3803.7109,7629.9097
356850888,2.1907,3784.1797,8289.8779
356850928,2.1379,3759.7656,8037.9282
356850967,2.1379,3793.9453,8111.0000
356851007,2.1115,3798.8281,8021.1738
356851047,2.3754,3764.6484,8942.6299
356851086,2.4546,3764.6484,9240.7168
356851126,2.3754,3735.3516,8873.0371
356851165,2.3490,3789.0625,8900.6172
356851205,2.1379,3784.1797,8090.1226
356851245,2.1907,3798.8281,8321.9678
356851283,2.2171,3764.6484,8346.4541
356851323,2.0851,3784.1797,7890.3667
356851362,2.2962,3735.3516,8577.2695
356851402,2.0851,3798.8281,7920.9102
356851442,2.1643,3750.0000,8116.0264
356851481,2.1907,3774.4141,8268.4854
356851521,2.1643,3784.1797,8190.0005
356851560,2.2962,3754.8828,8622.1182
356851600,2.4018,3745.1172,8995.0820
356851640,2.5602,3720.7031,9525.6602
356851679,2.3490,3730.4688,8762.9785
356851719,2.3490,3759.7656,8831.7979
356851758,2.4018,3754.8828,9018.5371
356851798,2.0587,3774.4141,7770.3838
356851836,2.1643,3793.9453,8211.1357
356851876,2.1115,3813.4766,8052.1040
356851916,2.1907,3774.4141,8268.4854
356851955,2.0851,3784.1797,7890.3667
356851995,2.0587,3818.3594,7860.8540
356852034,2.1907,3769.5313,8257.7881
356852074,2.1643,3769.5313,8158.2974
356852114,2.4018,3745.1172,8995.0820
356852153,2.3226,3754.8828,8721.2227
356852193,2.2962,3740.2344,8588.4814
356852232,2.1907,3789.0625,8300.5752
356852272,2.2171,3769.5313,8357.2803
356852312,2.3754,3666.9922,8710.6553
356852350,2.2698,3779.2969,8578.4287
356852390,2.2171,3789.0625,8400.5820
356852429,2.1907,3769.5313,8257.7881
356852469,2.4018,3759.7656,9030.2646
356852509,2.2171,3774.4141,8368.1055
356852548,2.2435,3793.9453,8511.5439
356852588,2.2698,3754.8828,8523.0127
356852627,2.1643,3774.4141,8168.8652
356852667,1.9531,3803.7109,7429.1230
356852707,2.0059,3793.9453,7610.3208
356852746,1.9267,3803.7109,7328.7295
356852786,2.0323,3798.8281,7720.3799
356852825,1.9267,3818.3594,7356.9531
356852865,1.9267,3852.5391,7422.8081
356852904,2.2698,3793.9453,8611.6787
356852943,2.3226,3754.8828,8721.2227
356852983,2.4282,3759.7656,9129.4990
356853022,2.3754,3745.1172,8896.2344
356853062,2.5074,3725.5859,9341.4980
356853101,2.4282,3759.7656,9129.4990
356853141,2.4546,3740.2344,9180.7900
356853181,2.4018,3720.7031,8936.4443
356853220,2.3754,3750.0000,8907.8330
356853260,2.2171,3740.2344,8292.3271
356853299,2.2435,3754.8828,8423.9082
356853339,2.2698,3754.8828,8523.0127
356853379,2.1379,3779.2969,8079.6836
356853417,2.1115,3774.4141,7969.6240
356853457,2.0323,3818.3594,7760.0737
356853496,2.0851,3779.2969,7880.1855
356853536,1.8739,3798.8281,7118.7925
356853576,2.0587,3774.4141,7770.3838
356853615,2.1643,3901.3672,8443.6270
356853655,2.0059,3784.1797,7590.7319
356853694,2.1379,3759.7656,8037.9282
356853734,2.1115,3808.5938,8041.7939
356853774,2.2435,3769.5313,8456.7715
356853813,2.1115,3769.5313,7959.3140
356853853,2.2171,3789.0625,8400.5820
356853892,2.2171,3779.2969,8378.9307
356853932,2.0587,3759.7656,7740.2271
356853971,2.2962,3793.9453,8711.8145
356854010,1.9531,3813.4766,7448.1963
356854050,2.1115,3769.5313,7959.3140
356854089,2.4546,3730.4688,9156.8193
356854129,2.6921,3701.1719,9964.0928
356854169,2.2698,3784.1797,8589.5117
356854208,2.0323,3789.0625,7700.5332
356854248,2.4546,3759.7656,9228.7314
356854287,2.2435,3769.5313,8456.7715
356854327,2.2435,3769.5313,8456.7715
356854366,1.9531,3808.5938,7438.6597
356854406,1.9267,3789.0625,7300.5059
356854446,1.9531,3798.8281,7419.5859
356854484,1.8739,3837.8906,7191.9932
356854524,2.0059,3798.8281,7620.1152
356854563,2.2435,3774.4141,8467.7256
356854603,2.2698,3769.5313,8556.2627
356854643,2.2435,3779.2969,8478.6807
356854682,2.6130,3730.4688,9747.5830
356854722,2.4282,3764.6484,9141.3555
356854761,2.4282,3745.1172,9093.9297
356854801,2.2962,3789.0625,8700.6025
356854841,2.3490,3759.7656,8831.7979
356854880,2.4018,3735.3516,8971.6270
356854920,2.1643,3774.4141,8168.8652
356854959,1.5836,3857.4219,6108.6704
356854999,1.8739,3803.7109,7127.9424
356855038,2.0323,3798.8281,7720.3799
356855077,2.1643,3798.8281,8221.7041
356855117,2.1907,3769.5313,8257.7881
356855156,2.3490,3725.5859,8751.5088
356855196,2.6394,3745.1172,9884.7051
356855236,2.2698,3759.7656,8534.0957
356855275,2.3226,3745.1172,8698.5410
356855315,2.1907,3789.0625,8300.5752
356855354,2.4018,3818.3594,9170.9961
356855394,2.1643,3779.2969,8179.4331
356855434,1.9795,3813.4766,7548.8477
356855473,1.9531,3798.8281,7419.5859
356855513,2.1115,3784.1797,7990.2441
356855552,2.1379,3774.4141,8069.2446
356855591,1.9267,3876.9531,7469.8477
356855630,2.0323,3779.2969,7680.6865
356855670,2.0323,3818.3594,7760.0737
356855710,2.3490,3774.4141,8866.2070
356855749,2.0587,3789.0625,7800.5405
356855789,2.0323,3818.3594,7760.0737
356855828,2.0323,3793.9453,7710.4565
356855868,2.0851,3789.0625,7900.5479
356855908,2.2171,3789.0625,8400.5820
356855947,2.3754,3779.2969,8977.4258
356855987,2.5338,3730.4688,9452.2012
356856026,2.4282,3745.1172,9093.9297
356856066,2.3226,3764.6484,8743.9053
356856105,2.1643,3774.4141,8168.8652
356856144,2.0323,3823.2422,7769.9971
356856184,1.9795,3828.1250,7577.8442
356856223,1.8739,3823.2422,7164.5430
356856263,1.8739,3823.2422,7164.5430
356856303,1.9003,3813.4766,7246.8936
356856342,1.8739,3798.8281,7118.7925
356856382,1.9531,3798.8281,7419.5859
356856421,2.1379,3808.5938,8142.3169
356856461,2.2698,3779.2969,8578.4287
356856501,2.2171,3750.0000,8313.9775
356856540,2.2435,3774.4141,8467.7256
356856580,2.5602,3754.8828,9613.1660
356856619,2.3490,3754.8828,8820.3281
356856658,2.3490,3769.5313,8854.7373
356856698,2.4282,3779.2969,9176.9248
356856737,2.0851,3774.4141,7870.0044
356856777,1.9531,3828.1250,7476.8066
356856816,2.0851,3784.1797,7890.3667
356856856,2.1115,3793.9453,8010.8643
356856895,1.7948,3828.1250,6870.5791
356856935,1.9795,3808.5938,7539.1821
356856975,2.0851,3769.5313,7859.8232
356857014,2.1379,3798.8281,8121.4390
356857054,1.9531,3813.4766,7448.1963
356857093,2.1379,3808.5938,8142.3169
356857133,2.1907,3779.2969,8279.1816
356857172,2.2962,3784.1797,8689.3906
356857211,2.0059,3779.2969,7580.9370
356857251,2.5338,3730.4688,9452.2012
356857290,2.6130,3720.7031,9722.0654
356857330,2.4810,3745.1172,9291.6230
356857370,2.4018,3769.5313,9053.7197
356857409,2.3490,3754.8828,8820.3281
356857449,2.1115,3769.5313,7959.3140
356857488,1.9795,3808.5938,7539.1821
356857528,1.8212,3818.3594,6953.8325
356857568,1.8739,3813.4766,7146.2427
356857607,1.7948,3847.6563,6905.6333
356857647,1.6628,3852.5391,6405.9854
356857686,1.7684,3818.3594,6752.2720
356857725,1.9795,3823.2422,7568.1787
356857765,2.1115,3793.9453,8010.8643
356857804,2.0587,3789.0625,7800.5405
356857844,2.1115,3793.9453,8010.8643
356857883,2.0587,3793.9453,7810.5928
356857923,1.8476,3793.9453,7009.5059
356857963,1.5308,3842.7734,5882.6240
356858002,1.3725,3901.3672,5354.4946
356858042,1.2405,3906.2500,4845.6963
356858081,1.1349,3920.8984,4449.9214
356858121,1.2405,3920.8984,4863.8677
356858160,1.4516,3876.9531,5627.9673
356858200,1.5044,3852.5391,5795.8911
356858240,1.3461,3906.2500,5258.0962
356858278,1.3461,3876.9531,5218.6606
356858318,1.1349,3911.1328,4438.8384
356858357,1.2669,3906.2500,4948.7964
356858397,1.5044,3881.8359,5839.9663
356858437,1.2669,3886.7188,4924.0522
356858476,0.2639,4042.9688,1067.0842
356858516,0.3431,4033.2031,1383.8588
356858555,0.2639,4052.7344,1069.6617
356858595,0.2903,4047.8516,1175.2103
356858635,0.2639,4047.8516,1068.3729
356858674,0.2111,4052.7344,855.7294
356858713,0.2111,4057.6172,856.7604
356858750,0.2903,4057.6172,1178.0455
356858790,0.2375,4052.7344,962.6956
356858829,0.2903,4052.7344,1176.6279
356858868,0.2375,4052.7344,962.6956
356858907,0.1848,4038.0859,746.0569
356858945,0.2375,4052.7344,962.6956
356858984,0.2375,4047.8516,961.5356
356859022,0.2375,4047.8516,961.5356
356859061,0.2639,4057.6172,1070.9504
356859101,0.2903,4052.7344,1176.6279
356859140,0.2639,4057.6172,1070.9504
356859180,0.2903,4057.6172,1178.0455
356859218,0.2639,4057.6172,1070.9504
356859258,0.2375,4033.2031,958.0560
356859297,0.2111,4062.5000,857.7914
356859335,0.2639,4052.7344,1069.6617
356859375,0.2903,4052.7344,1176.6279
356859414,0.2639,4047.8516,1068.3729
356859454,0.2375,4047.8516,961.5356
356859493,0.2111,4047.8516,854.6984
356859531,0.2639,4057.6172,1070.9504
356859571,0.2375,4062.5000,965.0153
356859609,0.2111,4057.6172,856.7604
356859648,0.1848,4062.5000,750.5675
356859685,0.2639,4052.7344,1069.6617
356859725,0.2639,4047.8516,1068.3729
356859765,0.2639,4057.6172,1070.9504
356859804,0.2375,4057.6172,963.8554
356859843,0.2639,4057.6172,1070.9504
356859882,0.2639,4052.7344,1069.6617
356859922,0.2375,4047.8516,961.5356
356859961,0.2639,4047.8516,1068.3729
356860000,0.2111,4111.3281,868.1014
356860039,0.3695,4008.7891,1481.2882
356860078,0.2111,4057.6172,856.7604
356860116,0.2375,4062.5000,965.0153
356860154,0.2903,4042.9688,1173.7927
356860194,0.2903,4057.6172,1178.0455
356860234,0.2903,4047.8516,1175.2103
356860273,0.2639,4062.5000,1072.2393
356860313,0.2903,4052.7344,1176.6279
356860352,0.2903,4052.7344,1176.6279
356860392,0.2639,4057.6172,1070.9504
356860432,0.2639,4052.7344,1069.6617
356860471,0.3695,4052.7344,1497.5265
356860511,0.2639,4057.6172,1070.9504
356860550,0.2639,4057.6172,1070.9504
356860590,0.2639,4052.7344,1069.6617
356860630,0.2639,4052.7344,1069.6617
356860668,0.2375,4057.6172,963.8554
356860707,0.2639,4062.5000,1072.2393
356860746,0.2639,4057.6172,1070.9504
356860786,0.2111,4062.5000,857.7914
356860825,0.3695,4052.7344,1497.5265
356860864,0.2375,4062.5000,965.0153
356860903,0.3959,4057.6172,1606.4257
356860942,0.2375,4057.6172,963.8554
356860981,0.2903,4057.6172,1178.0455
356861020,0.2639,4057.6172,1070.9504
356861060,0.2375,4062.5000,965.0153
356861099,0.2111,4067.3828,858.8224
356861136,0.3167,4057.6172,1285.1405
356861176,0.2639,4042.9688,1067.0842
356861215,0.2639,4067.3828,1073.5280
356861255,0.2111,4042.9688,853.6674
356861294,0.2639,4057.6172,1070.9504
356861333,0.2111,4047.8516,854.6984
356861372,0.2111,4062.5000,857.7914
356861410,0.2375,4057.6172,963.8554
356861449,0.2375,4086.9141,970.8147
356861487,0.2111,3886.7188,820.6754
356861526,0.2903,4057.6172,1178.0455
356861565,0.2639,4067.3828,1073.5280
356861604,0.2639,4042.9688,1067.0842
356861644,0.3959,4057.6172,1606.4257
356861683,0.2375,4057.6172,963.8554
356861722,0.3695,4062.5000,1501.1350
356861762,0.1848,4067.3828,751.4696
356861800,0.3959,4067.3828,1610.2920
356861840,0.3431,4062.5000,1393.9110
356861879,0.3167,4057.6172,1285.1405
356861919,0.2375,4062.5000,965.0153
356861958,0.2375,4062.5000,965.0153
356861996,0.2639,3984.3750,1051.6193
356862035,0.3431,4062.5000,1393.9110
356862074,0.2639,4067.3828,1073.5280
356862114,0.2375,4057.6172,963.8554
356862152,0.3431,4067.3828,1395.5864
