266100??	r?37,4067.3828,966.1752
266153426,2.0587,3793.9453,7810.5928
266153466,2.0587,3784.1797,7790.4883
266153505,2.1115,3745.1172,7907.7642
266153545,2.2435,3774.4141,8467.7256
266153584,2.2962,3735.3516,8577.2695
266153624,2.2171,3769.5313,8357.2803
266153664,2.2435,3745.1172,8402.0000
266153703,2.2171,3774.4141,8368.1055
266153743,2.1643,3769.5313,8158.2974
266153782,2.1379,3754.8828,8027.4893
266153822,2.1643,3774.4141,8168.8652
266153862,2.1115,3764.6484,7949.0039
266153901,2.0851,3793.9453,7910.7290
266153940,2.0323,3759.7656,7640.9932
266153979,2.0587,3715.8203,7649.7568
266154019,2.1379,3789.0625,8100.5610
266154059,2.1115,3750.0000,7918.0742
266154098,2.1643,3779.2969,8179.4331
266154138,2.1907,3701.1719,8108.0356
266154177,2.1643,3764.6484,8147.7300
266154217,2.1907,3759.7656,8236.3955
266154257,2.0851,3759.7656,7839.4609
266154296,2.2171,3784.1797,8389.7568
266154336,2.1643,3754.8828,8126.5942
266154375,2.1907,3789.0625,8300.5752
266154415,2.2171,3759.7656,8335.6289
266154455,2.2962,3623.0469,8319.3906
266154493,2.1379,3784.1797,8090.1226
266154533,2.1907,3764.6484,8247.0918
266154572,2.1379,3789.0625,8100.5610
266154612,2.1115,3750.0000,7918.0742
266154651,2.2171,3779.2969,8378.9307
266154691,2.1379,3764.6484,8048.3667
266154731,2.2171,3730.4688,8270.6758
266154770,2.2171,3759.7656,8335.6289
266154810,2.2435,3735.3516,8380.0908
266154849,2.2171,3779.2969,8378.9307
266154889,2.1907,3769.5313,8257.7881
266154929,2.1643,3779.2969,8179.4331
266154968,2.0587,3789.0625,7800.5405
266155008,2.1379,3745.1172,8006.6113
266155046,2.0587,3789.0625,7800.5405
266155086,2.1115,3764.6484,7949.0039
266155126,2.0851,3764.6484,7849.6421
266155165,2.1907,3779.2969,8279.1816
266155205,2.1643,3740.2344,8094.8911
266155244,2.2962,3793.9453,8711.8145
266155284,2.2698,3740.2344,8489.7627
266155324,2.2171,3774.4141,8368.1055
266155363,2.3490,3754.8828,8820.3281
266155403,2.2698,3759.7656,8534.0957
266155442,2.2171,3769.5313,8357.2803
266155482,2.1907,3750.0000,8215.0020
266155522,2.0323,3793.9453,7710.4565
266155560,2.1115,3745.1172,7907.7642
266155600,2.1115,3779.2969,7979.9341
266155639,2.1115,3774.4141,7969.6240
266155679,2.0059,3803.7109,7629.9097
266155719,2.1115,3774.4141,7969.6240
266155758,2.0851,3759.7656,7839.4609
266155798,2.1379,3784.1797,8090.1226
266155837,2.2171,3754.8828,8324.8037
266155877,2.2435,3754.8828,8423.9082
266155916,2.2435,3774.4141,8467.7256
266155956,2.2698,3730.4688,8467.5967
266155996,2.2171,3784.1797,8389.7568
266156035,2.1907,3745.1172,8204.3057
266156075,2.1379,3764.6484,8048.3667
266156113,2.1643,3769.5313,8158.2974
266156153,2.1379,3764.6484,8048.3667
266156193,2.1115,3803.7109,8031.4839
266156232,2.1907,3745.1172,8204.3057
266156272,2.1115,3789.0625,8000.5542
266156311,2.1115,3774.4141,7969.6240
266156351,2.1115,3779.2969,7979.9341
266156391,2.0851,3793.9453,7910.7290
266156430,2.1115,3730.4688,7876.8340
266156470,2.2435,3798.8281,8522.4980
266156509,2.1115,3803.7109,8031.4839
266156549,2.1115,3769.5313,7959.3140
266156589,2.1907,3784.1797,8289.8779
266156627,2.2435,3750.0000,8412.9541
266156667,2.2435,3774.4141,8467.7256
266156706,2.3754,3715.8203,8826.6426
266156746,2.2698,3735.3516,8478.6797
266156786,2.1907,3740.2344,8193.6084
266156825,2.2435,3759.7656,8434.8633
266156865,2.1379,3779.2969,8079.6836
266156904,2.2171,3750.0000,8313.9775
266156944,2.2962,3813.4766,8756.6631
266156984,2.1379,3803.7109,8131.8779
266157023,2.1115,3798.8281,8021.1738
266157063,2.0587,3789.0625,7800.5405
266157102,2.1643,3740.2344,8094.8911
266157142,2.1907,3789.0625,8300.5752
266157180,2.2171,3754.8828,8324.8037
266157220,2.2171,3779.2969,8378.9307
266157260,2.1379,3740.2344,7996.1724
266157299,2.1643,3774.4141,8168.8652
266157339,2.2171,3759.7656,8335.6289
266157378,2.1643,3735.3516,8084.3232
266157418,2.2171,3764.6484,8346.4541
266157458,2.0851,3725.5859,7768.1934
266157497,2.1907,3779.2969,8279.1816
266157537,2.1379,3774.4141,8069.2446
266157576,2.1115,3745.1172,7907.7642
266157616,2.1907,3784.1797,8289.8779
266157656,2.1379,3759.7656,8037.9282
266157694,2.0851,3798.8281,7920.9102
266157734,2.1115,3759.7656,7938.6943
266157773,2.1643,3764.6484,8147.7300
266157813,2.2171,3774.4141,8368.1055
266157853,2.2435,3759.7656,8434.8633
266157892,2.2962,3784.1797,8689.3906
266157932,2.1907,3740.2344,8193.6084
266157971,2.2962,3901.3672,8958.4814
266158011,2.1379,3750.0000,8017.0503
266158051,2.1643,3754.8828,8126.5942
266158090,2.2698,3784.1797,8589.5117
266158130,2.1379,3754.8828,8027.4893
266158169,2.1115,3784.1797,7990.2441
266158209,2.1379,3754.8828,8027.4893
266158248,2.1379,3764.6484,8048.3667
266158287,2.1115,3637.6953,7680.9443
266158327,2.2171,3754.8828,8324.8037
266158366,2.1379,3779.2969,8079.6836
266158406,2.0587,3740.2344,7700.0181
266158445,2.0323,3793.9453,7710.4565
266158485,2.0323,3764.6484,7650.9165
266158525,2.1379,3769.5313,8058.8057
266158564,2.1115,3774.4141,7969.6240
266158604,2.1907,3754.8828,8225.6982
266158643,2.1643,3769.5313,8158.2974
266158683,2.2435,3754.8828,8423.9082
266158723,2.1643,3759.7656,8137.1621
266158761,2.1379,3769.5313,8058.8057
266158801,2.0851,3847.6563,8022.7212
266158840,2.1907,3784.1797,8289.8779
266158880,2.0587,3764.6484,7750.2793
266158920,2.1643,3784.1797,8190.0005
266158959,2.1115,3769.5313,7959.3140
266158999,2.0851,3759.7656,7839.4609
266159038,2.1643,3779.2969,8179.4331
266159078,2.2698,3764.6484,8545.1797
266159118,2.2171,3774.4141,8368.1055
266159157,2.1379,3750.0000,8017.0503
266159197,2.2962,3735.3516,8577.2695
266159236,2.4018,3750.0000,9006.8096
266159276,2.2962,3730.4688,8566.0576
266159315,2.2698,3769.5313,8556.2627
266159354,2.1907,3745.1172,8204.3057
266159394,2.1379,3779.2969,8079.6836
266159433,2.1643,3769.5313,8158.2974
266159473,2.0587,3784.1797,7790.4883
266159513,2.0323,3793.9453,7710.4565
266159552,2.0851,3750.0000,7819.0986
266159592,2.0587,3784.1797,7790.4883
266159631,2.0059,3769.5313,7561.3481
266159671,2.0059,3798.8281,7620.1152
266159710,2.0851,3774.4141,7870.0044
266159750,2.2435,3715.8203,8336.2734
266159790,2.3226,3774.4141,8766.5869
266159828,2.1643,3701.1719,8010.3491
266159868,2.2435,3769.5313,8456.7715
266159907,2.3490,3750.0000,8808.8584
266159947,2.2171,3759.7656,8335.6289
266159987,2.2171,3764.6484,8346.4541
266160026,2.1379,3735.3516,7985.7339
266160066,2.2171,3774.4141,8368.1055
266160105,2.0323,3750.0000,7621.1465
266160145,2.0851,3793.9453,7910.7290
266160185,2.0587,3774.4141,7770.3838
266160224,2.0851,3774.4141,7870.0044
266160264,2.1379,3789.0625,8100.5610
266160303,2.2435,3779.2969,8478.6807
266160343,2.1907,3784.1797,8289.8779
266160382,2.1643,3769.5313,8158.2974
266160421,2.1907,3750.0000,8215.0020
266160461,2.1643,3779.2969,8179.4331
266160500,2.1379,3745.1172,8006.6113
266160540,2.1907,3789.0625,8300.5752
266160580,2.1115,3750.0000,7918.0742
266160619,2.1643,3793.9453,8211.1357
266160659,2.1115,3754.8828,7928.3843
266160698,2.2435,3754.8828,8423.9082
266160738,2.2435,3764.6484,8445.8174
266160778,2.1643,3779.2969,8179.4331
266160817,2.1907,3769.5313,8257.7881
266160857,2.2435,3750.0000,8412.9541
266160896,2.1115,3759.7656,7938.6943
266160935,2.2435,3745.1172,8402.0000
266160974,2.1379,3750.0000,8017.0503
266161014,2.1115,3784.1797,7990.2441
266161054,2.0587,3745.1172,7710.0703
266161093,2.1907,3735.3516,8182.9121
266161133,2.1115,3754.8828,7928.3843
266161172,2.1643,3784.1797,8190.0005
266161212,2.2698,3769.5313,8556.2627
266161252,2.0587,3769.5313,7760.3315
266161291,2.1115,3779.2969,7979.9341
266161331,2.1379,3764.6484,8048.3667
266161370,2.1643,3779.2969,8179.4331
266161410,2.1379,3745.1172,8006.6113
266161449,2.1907,3769.5313,8257.7881
266161488,2.1643,3774.4141,8168.8652
266161528,2.1643,3754.8828,8126.5942
266161567,2.3226,3745.1172,8698.5410
266161607,2.2171,3759.7656,8335.6289
266161647,2.1907,3774.4141,8268.4854
266161686,2.2698,3764.6484,8545.1797
266161726,2.1115,3745.1172,7907.7642
266161765,2.0587,3798.8281,7820.6450
266161805,2.0851,3754.8828,7829.2798
266161845,2.0851,3789.0625,7900.5479
266161884,2.1643,3779.2969,8179.4331
266161924,2.1379,3784.1797,8090.1226
266161963,2.0851,3784.1797,7890.3667
266162002,2.1115,3759.7656,7938.6943
266162042,2.2435,3754.8828,8423.9082
266162081,2.1643,3750.0000,8116.0264
266162121,2.2171,3789.0625,8400.5820
266162160,2.2435,3764.6484,8445.8174
266162200,2.2698,3735.3516,8478.6797
266162239,2.2698,3769.5313,8556.2627
266162279,2.1907,3750.0000,8215.0020
266162319,2.2698,3779.2969,8578.4287
266162358,2.2962,3754.8828,8622.1182
266162398,2.1907,3759.7656,8236.3955
266162437,2.0851,3769.5313,7859.8232
266162477,2.0587,3769.5313,7760.3315
266162516,2.0587,3789.0625,7800.5405
266162555,2.1115,3750.0000,7918.0742
266162595,2.1115,3789.0625,8000.5542
266162634,2.0851,3769.5313,7859.8232
266162674,2.0323,3774.4141,7670.7632
266162714,2.1379,3774.4141,8069.2446
266162753,2.1643,3750.0000,8116.0264
266162793,2.2962,3784.1797,8689.3906
266162832,2.1643,3764.6484,8147.7300
266162872,2.2171,3779.2969,8378.9307
266162912,2.2171,3769.5313,8357.2803
266162951,2.2435,3764.6484,8445.8174
266162991,2.1907,3774.4141,8268.4854
266163030,2.1907,3740.2344,8193.6084
266163069,2.2171,3774.4141,8368.1055
266163109,2.1907,3837.8906,8407.5410
266163148,2.2171,3769.5313,8357.2803
266163188,2.1115,3779.2969,7979.9341
266163227,2.1115,3769.5313,7959.3140
266163267,2.0059,3803.7109,7629.9097
266163307,2.1643,3784.1797,8190.0005
266163346,2.0323,3798.8281,7720.3799
266163386,2.0587,3764.6484,7750.2793
266163425,2.0323,3750.0000,7621.1465
266163465,2.1115,3789.0625,8000.5542
266163504,2.1643,3745.1172,8105.4590
266163544,2.2698,3774.4141,8567.3457
266163584,2.1643,3735.3516,8084.3232
266163622,2.4546,3750.0000,9204.7607
266163662,2.2962,3745.1172,8599.6934
266163701,2.2962,3735.3516,8577.2695
266163741,2.2698,3750.0000,8511.9297
266163781,2.2698,3735.3516,8478.6797
266163820,2.2698,3769.5313,8556.2627
266163860,2.1643,3740.2344,8094.8911
266163899,2.0851,3784.1797,7890.3667
266163939,1.9531,3798.8281,7419.5859
266163979,2.1115,3784.1797,7990.2441
266164018,2.0059,3813.4766,7649.4985
266164058,2.0059,3754.8828,7531.9648
266164097,2.1115,3759.7656,7938.6943
266164136,2.1907,3764.6484,8247.0918
266164176,2.2698,3769.5313,8556.2627
266164215,2.2962,3759.7656,8633.3301
266164255,2.4018,3720.7031,8936.4443
266164294,2.2698,3759.7656,8534.0957
266164334,2.2171,3740.2344,8292.3271
266164374,2.0587,3803.7109,7830.6973
266164413,2.1115,3740.2344,7897.4541
266164453,1.8739,3808.5938,7137.0923
266164492,1.8476,3823.2422,7063.6333
266164532,1.8739,3793.9453,7109.6421
266164572,2.0059,3779.2969,7580.9370
266164611,2.1379,3754.8828,8027.4893
266164651,2.2171,3764.6484,8346.4541
266164689,2.1643,3769.5313,8158.2974
266164729,2.2171,3754.8828,8324.8037
266164768,2.1379,3779.2969,8079.6836
266164808,2.0059,3764.6484,7551.5537
266164848,2.0059,3818.3594,7659.2930
266164887,1.8739,3798.8281,7118.7925
266164927,1.8212,3818.3594,6953.8325
266164966,1.7684,3818.3594,6752.2720
266165006,1.9531,3779.2969,7381.4395
266165046,2.0059,3808.5938,7639.7041
266165085,2.1907,3745.1172,8204.3057
266165125,2.2962,3750.0000,8610.9053
266165164,2.3226,3745.1172,8698.5410
266165203,2.2435,3730.4688,8369.1367
266165243,2.0851,3789.0625,7900.5479
266165282,1.9531,3784.1797,7390.9761
266165322,1.6892,3837.8906,6482.9233
266165361,1.7684,3852.5391,6812.7144
266165401,1.7420,3857.4219,6719.5376
266165441,1.8739,3823.2422,7164.5430
266165480,1.9795,3789.0625,7500.5195
266165520,2.1379,3764.6484,8048.3667
266165559,2.3754,3754.8828,8919.4326
266165599,2.2435,3735.3516,8380.0908
266165639,2.0059,3779.2969,7580.9370
266165678,1.9003,3793.9453,7209.7778
266165718,1.6892,3847.6563,6499.4194
266165756,1.6892,3813.4766,6441.6836
266165796,1.7948,3818.3594,6853.0522
266165836,1.8476,3808.5938,7036.5698
266165875,2.0587,3759.7656,7740.2271
266165915,2.1379,3652.3438,7808.2729
266165954,2.2171,3759.7656,8335.6289
266165994,2.0323,3769.5313,7660.8398
266166033,1.8739,3828.1250,7173.6929
266166073,1.6892,3813.4766,6441.6836
266166113,1.7948,3852.5391,6914.3970
266166152,1.7948,3818.3594,6853.0522
266166192,1.9531,3779.2969,7381.4395
266166231,2.0323,3784.1797,7690.6099
266166270,2.0323,3754.8828,7631.0698
266166310,2.0323,3803.7109,7730.3037
266166349,1.9267,3784.1797,7291.0981
266166389,1.7948,3813.4766,6844.2886
266166428,1.7420,3876.9531,6753.5605
266166468,1.8212,3798.8281,6918.2627
266166508,1.9267,3803.7109,7328.7295
266166547,2.0059,3774.4141,7571.1426
266166587,2.2171,3754.8828,8324.8037
266166626,2.1643,3774.4141,8168.8652
266166666,2.0059,3793.9453,7610.3208
266166706,1.8476,3833.0078,7081.6758
266166745,1.7420,3837.8906,6685.5146
266166785,1.8212,3818.3594,6953.8325
266166823,1.9531,3808.5938,7438.6597
266166863,1.9795,3774.4141,7471.5225
266166903,1.9795,3789.0625,7500.5195
266166942,1.9531,3774.4141,7371.9023
266166982,1.9267,3813.4766,7347.5454
266167021,1.7420,3818.3594,6651.4917
266167061,1.7948,3813.4766,6844.2886
266167101,1.6892,3823.2422,6458.1792
266167140,1.7684,3808.5938,6735.0024
266167180,1.9267,3823.2422,7366.3608
266167219,1.7684,3803.7109,6726.3682
266167259,2.1907,3750.0000,8215.0020
266167298,2.3226,3745.1172,8698.5410
266167337,2.2435,3750.0000,8412.9541
266167377,1.7948,3842.7734,6896.8696
266167416,1.6364,3833.0078,6272.3418
266167456,1.6628,3818.3594,6349.1514
266167495,1.6628,3847.6563,6397.8662
266167535,1.6628,3803.7109,6324.7939
266167575,1.8212,3818.3594,6953.8325
266167614,1.5836,3833.0078,6070.0078
266167654,1.4780,3881.8359,5737.5112
266167693,1.3197,3872.0703,5109.8901
266167733,1.2405,3886.7188,4821.4683
266167773,1.1613,3925.7813,4559.0786
266167812,1.2933,3891.6016,5032.9517
266167852,1.1349,3916.0156,4444.3799
266167890,1.1349,3920.8984,4449.9214
266167930,1.1877,3886.7188,4616.2993
266167970,1.1613,3930.6641,4564.7495
266168009,1.1613,3886.7188,4513.7148
266168049,1.2141,3920.8984,4760.3813
266168088,1.1613,3906.2500,4536.3970
266168128,1.1877,3906.2500,4639.4966
266168168,1.1877,3920.8984,4656.8945
266168207,1.2669,3891.6016,4930.2383
266168247,1.1877,3916.0156,4651.0952
266168286,1.2141,3876.9531,4707.0273
266168326,1.1877,3901.3672,4633.6973
266168366,1.1613,3906.2500,4536.3970
266168404,1.2141,3886.7188,4718.8838
266168444,1.2405,3911.1328,4851.7534
266168483,1.2405,3896.4844,4833.5820
266168523,0.2639,4028.3203,1063.2180
266168562,0.2375,4033.2031,958.0560
266168601,0.2639,4033.2031,1064.5067
266168641,0.2903,4042.9688,1173.7927
266168680,0.3167,4033.2031,1277.4081
266168720,0.2903,4028.3203,1169.5398
266168759,0.2639,3994.1406,1054.1968
266168799,0.2903,4033.2031,1170.9574
266168839,0.2375,4038.0859,959.2159
266168877,0.2111,4038.0859,852.6364
266168915,0.2639,4033.2031,1064.5067
266168954,0.2375,4023.4375,955.7363
266168993,0.2375,4038.0859,959.2159
266169032,0.2375,4038.0859,959.2159
266169070,0.2375,4038.0859,959.2159
266169109,0.2375,4023.4375,955.7363
266169147,0.2375,4033.2031,958.0560
266169186,0.2639,4042.9688,1067.0842
266169225,0.2375,4033.2031,958.0560
266169264,0.2903,4047.8516,1175.2103
266169304,0.2375,4038.0859,959.2159
266169341,0.2903,4038.0859,1172.3750
266169381,0.3431,4038.0859,1385.5342
266169420,0.2639,4038.0859,1065.7954
266169460,0.3431,4042.9688,1387.2095
266169500,0.1848,4042.9688,746.9590
266169538,0.2375,4042.9688,960.3758
266169577,0.2903,4033.2031,1170.9574
266169616,0.2375,4038.0859,959.2159
266169655,0.1848,4018.5547,742.4484
266169693,0.2111,4042.9688,853.6674
266169732,0.3431,4042.9688,1387.2095
266169772,0.2375,4033.2031,958.0560
266169809,0.2375,4033.2031,958.0560
266169848,0.2111,4033.2031,851.6054
266169886,0.2375,4033.2031,958.0560
266169925,0.2375,4038.0859,959.2159
266169964,0.2111,4047.8516,854.6984
266170002,0.2375,4038.0859,959.2159
266170041,0.2375,4042.9688,960.3758
266170079,0.3695,4042.9688,1493.9180
266170119,0.2375,4042.9688,960.3758
266170157,0.2375,4047.8516,961.5356
266170195,0.2639,4038.0859,1065.7954
266170235,0.2639,4038.0859,1065.7954
266170274,0.2639,4047.8516,1068.3729
266170314,0.2111,4047.8516,854.6984
266170352,0.3167,4038.0859,1278.9545
266170392,0.3167,4042.9688,1280.5010
266170432,0.3431,4038.0859,1385.5342
266170471,0.2639,4023.4375,1061.9292
266170511,0.2903,4038.0859,1172.3750
266170550,0.2375,4038.0859,959.2159
266170589,0.2375,4038.0859,959.2159
266170627,0.3167,4038.0859,1278.9545
266170667,0.2375,4057.6172,963.8554
266170705,0.2111,4067.3828,858.8224
266170743,0.2375,4018.5547,954.5764
266170782,0.2375,3989.2578,947.6172
266170820,0.2639,4042.9688,1067.0842
266170860,0.2375,4042.9688,960.3758
266170899,0.2111,4028.3203,850.5744
266170937,0.2639,4042.9688,1067.0842
266170977,0.2639,4042.9688,1067.0842
266171016,0.2639,4042.9688,1067.0842
266171056,0.2111,4033.2031,851.6054
266171095,0.2375,4042.9688,960.3758
266171132,0.2375,4042.9688,960.3758
266171171,0.2639,4023.4375,1061.9292
266171210,0.2375,4047.8516,961.5356
266171249,0.2639,4038.0859,1065.7954
266171288,0.2903,4042.9688,1173.7927
266171328,0.2639,4042.9688,1067.0842
266171368,0.2375,4042.9688,960.3758
266171406,0.2375,4042.9688,960.3758
266171445,0.2111,4047.8516,854.6984
266171483,0.3695,4033.2031,1490.3094
266171523,0.2639,4023.4375,1061.9292
266171563,0.2903,4042.9688,1173.7927
266171601,0.2903,4023.4375,1168.1222
266171641,0.2375,4042.9688,960.3758
266171679,0.2903,4038.0859,1172.3750
266171719,0.2375,4023.4375,955.7363
266171757,0.1848,4047.8516,747.8611
266171796,0.3959,4047.8516,1602.5594
266171836,0.2375,4047.8516,961.5356
266171874,0.2639,4042.9688,1067.0842
266171914,0.2639,3999.0234,1055.4855
