02,0.3??b401&?719,1589.0276
289302786,2.4546,3671.8750,9012.9951
289302825,2.3226,3720.7031,8641.8359
289302864,2.4282,3701.1719,8987.2207
289302904,2.2962,3730.4688,8566.0576
289302943,2.2435,3730.4688,8369.1367
289302983,2.1907,3730.4688,8172.2153
289303022,2.2962,3730.4688,8566.0576
289303062,2.3754,3710.9375,8815.0439
289303102,2.3754,3701.1719,8791.8457
289303141,2.3754,3715.8203,8826.6426
289303181,2.4810,3701.1719,9182.5947
289303220,2.4018,3706.0547,8901.2607
289303260,2.5074,3686.5234,9243.5527
289303300,2.2962,3730.4688,8566.0576
289303339,2.3226,3691.4063,8573.7900
289303378,2.4018,3720.7031,8936.4443
289303417,2.4546,3681.6406,9036.9658
289303457,2.4282,3696.2891,8975.3643
289303497,2.3226,3691.4063,8573.7900
289303536,2.3754,3706.0547,8803.4443
289303576,2.4282,3720.7031,9034.6465
289303615,2.1907,3706.0547,8118.7324
289303655,2.2171,3720.7031,8249.0254
289303695,2.2698,3725.5859,8456.5137
289303734,2.2698,3691.4063,8378.9307
289303774,2.3490,3696.2891,8682.6895
289303813,2.3754,3715.8203,8826.6426
289303853,2.4018,3706.0547,8901.2607
289303892,2.3490,3725.5859,8751.5088
289303931,2.5602,3666.9922,9388.1504
289303971,2.5338,3686.5234,9340.8525
289304010,2.3490,3691.4063,8671.2197
289304050,2.2698,3730.4688,8467.5967
289304090,2.5074,3681.6406,9231.3096
289304129,2.4810,3681.6406,9134.1377
289304169,2.4546,3676.7578,9024.9805
289304208,2.4810,3706.0547,9194.7090
289304248,2.4018,3701.1719,8889.5332
289304288,2.5602,3686.5234,9438.1533
289304327,2.4810,3701.1719,9182.5947
289304367,2.4018,3701.1719,8889.5332
289304406,2.5074,3691.4063,9255.7959
289304445,2.5074,3666.9922,9194.5801
289304484,2.6130,3676.7578,9607.2383
289304524,2.3226,3725.5859,8653.1768
289304564,2.3754,3701.1719,8791.8457
289304603,2.3490,3725.5859,8751.5088
289304643,2.4810,3691.4063,9158.3662
289304682,2.2962,3730.4688,8566.0576
289304722,2.1643,3730.4688,8073.7554
289304762,2.2171,3720.7031,8249.0254
289304801,2.2962,3691.4063,8476.3604
289304841,2.4546,3710.9375,9108.8779
289304880,2.2435,3710.9375,8325.3193
289304920,2.2962,3745.1172,8599.6934
289304960,2.4546,3676.7578,9024.9805
289304998,2.5866,3666.9922,9484.9355
289305038,2.4282,3686.5234,8951.6514
289305077,2.3490,3710.9375,8717.0996
289305117,2.3490,3686.5234,8659.7500
289305157,2.5338,3701.1719,9377.9688
289305196,2.4810,3681.6406,9134.1377
289305236,2.5074,3696.2891,9268.0391
289305275,2.6394,3691.4063,9742.9424
289305315,2.5074,3676.7578,9219.0664
289305355,2.4546,3701.1719,9084.9072
289305394,2.4282,3671.8750,8916.0820
289305434,2.3754,3706.0547,8803.4443
289305473,2.3490,3686.5234,8659.7500
289305512,2.4282,3691.4063,8963.5078
289305551,2.4546,3676.7578,9024.9805
289305591,2.2435,3715.8203,8336.2734
289305631,2.3226,3720.7031,8641.8359
289305670,2.2698,3676.7578,8345.6807
289305710,2.2962,3715.8203,8532.4209
289305749,2.1643,3725.5859,8063.1880
289305789,2.1115,3740.2344,7897.4541
289305829,2.2171,3710.9375,8227.3740
289305868,2.2962,3710.9375,8521.2090
289305908,2.2435,3720.7031,8347.2275
289305947,2.2435,3730.4688,8369.1367
289305987,2.2698,3613.2813,8201.5986
289306027,2.5074,3701.1719,9280.2822
289306065,2.6130,3671.8750,9594.4795
289306105,2.3490,3720.7031,8740.0391
289306144,2.4546,3676.7578,9024.9805
289306184,2.4282,3720.7031,9034.6465
289306224,2.4018,3686.5234,8854.3506
289306263,2.6394,3686.5234,9730.0557
289306303,2.5338,3686.5234,9340.8525
289306342,2.4282,3706.0547,8999.0771
289306382,2.4810,3671.8750,9109.9092
289306422,2.5074,3671.8750,9206.8232
289306461,2.4810,3696.2891,9170.4805
289306501,2.4282,3598.6328,8738.2344
289306540,2.4810,3706.0547,9194.7090
289306579,2.4810,3671.8750,9109.9092
289306619,2.2962,3710.9375,8521.2090
289306658,2.2698,3706.0547,8412.1807
289306698,2.1907,3720.7031,8150.8223
289306737,2.2171,3720.7031,8249.0254
289306777,2.1643,3735.3516,8084.3232
289306816,2.3490,3686.5234,8659.7500
289306856,2.2698,3730.4688,8467.5967
289306896,2.3490,3691.4063,8671.2197
289306935,2.5074,3696.2891,9268.0391
289306975,2.6658,3662.1094,9762.2744
289307014,2.5602,3764.6484,9638.1680
289307054,2.4546,3696.2891,9072.9219
289307094,2.5338,3696.2891,9365.5967
289307132,2.5338,3696.2891,9365.5967
289307172,2.4282,3701.1719,8987.2207
289307211,2.2435,3701.1719,8303.4102
289307251,2.2171,3740.2344,8292.3271
289307291,2.2962,3715.8203,8532.4209
289307330,2.1907,3730.4688,8172.2153
289307370,2.2962,3735.3516,8577.2695
289307409,2.1907,3735.3516,8182.9121
289307449,2.4282,3710.9375,9010.9336
289307489,2.4810,3691.4063,9158.3662
289307528,2.5866,3579.1016,9257.6006
289307568,2.6658,3696.2891,9853.3887
289307607,2.3754,3686.5234,8757.0498
289307646,2.3490,3696.2891,8682.6895
289307686,2.6130,3671.8750,9594.4795
289307725,2.5074,3686.5234,9243.5527
289307765,2.3490,3720.7031,8740.0391
289307804,2.1907,3706.0547,8118.7324
289307844,2.4282,3710.9375,9010.9336
289307884,2.3490,3681.6406,8648.2803
289307923,2.3226,3715.8203,8630.4951
289307963,2.3226,3701.1719,8596.4717
289308002,2.4018,3701.1719,8889.5332
289308042,2.4018,3671.8750,8819.1680
289308081,2.2962,3706.0547,8509.9971
289308121,2.3490,3696.2891,8682.6895
289308161,2.3754,3706.0547,8803.4443
289308199,2.3754,3676.7578,8733.8525
289308239,2.4810,3706.0547,9194.7090
289308278,2.5338,3666.9922,9291.3652
289308318,2.4546,3681.6406,9036.9658
289308358,2.5866,3666.9922,9484.9355
289308397,2.5866,3676.7578,9510.1953
289308437,2.3226,3715.8203,8630.4951
289308476,2.3754,3681.6406,8745.4512
289308516,2.3754,3706.0547,8803.4443
289308556,2.3754,3681.6406,8745.4512
289308595,2.2698,3706.0547,8412.1807
289308635,2.2962,3720.7031,8543.6328
289308674,2.3490,3715.8203,8728.5693
289308713,2.4282,3691.4063,8963.5078
289308753,2.4546,3696.2891,9072.9219
289308792,2.3490,3706.0547,8705.6289
289308832,2.3490,3701.1719,8694.1592
289308871,2.4810,3691.4063,9158.3662
289308911,2.4546,3686.5234,9048.9512
289308951,2.2698,3740.2344,8489.7627
289308990,2.2171,3706.0547,8216.5488
289309030,2.2171,3715.8203,8238.1992
289309069,2.2698,3681.6406,8356.7637
289309109,2.3754,3710.9375,8815.0439
289309149,2.3226,3701.1719,8596.4717
289309188,2.3490,3725.5859,8751.5088
289309228,2.5074,3676.7578,9219.0664
289309266,2.6394,3676.7578,9704.2803
289309306,2.4810,3691.4063,9158.3662
289309345,2.3754,3710.9375,8815.0439
289309385,2.4810,3701.1719,9182.5947
289309425,2.5602,3681.6406,9425.6533
289309464,2.4810,3710.9375,9206.8232
289309504,2.3490,3686.5234,8659.7500
289309543,2.2698,3666.9922,8323.5146
289309583,2.3490,3691.4063,8671.2197
289309623,2.3226,3725.5859,8653.1768
289309662,2.1379,3710.9375,7933.5396
289309702,2.2435,3715.8203,8336.2734
289309741,2.3490,3691.4063,8671.2197
289309780,2.3754,3706.0547,8803.4443
289309820,2.3490,3681.6406,8648.2803
289309859,2.4546,3715.8203,9120.8633
289309899,2.4282,3691.4063,8963.5078
289309938,2.6394,3686.5234,9730.0557
289309978,2.3754,3696.2891,8780.2471
289310018,2.4018,3691.4063,8866.0781
289310057,2.4018,3789.0625,9100.6309
289310097,2.4282,3691.4063,8963.5078
289310136,2.4810,3720.7031,9231.0518
289310176,2.3754,3706.0547,8803.4443
289310216,2.2435,3735.3516,8380.0908
289310255,2.2435,3710.9375,8325.3193
289310295,2.2962,3725.5859,8554.8447
289310333,2.3226,3691.4063,8573.7900
289310373,2.3226,3735.3516,8675.8594
289310413,2.2698,3715.8203,8434.3467
289310452,2.5338,3710.9375,9402.7129
289310492,2.5602,3666.9922,9388.1504
289310531,2.5866,3686.5234,9535.4541
289310571,2.4810,3691.4063,9158.3662
289310610,2.5602,3686.5234,9438.1533
289310650,2.2962,3715.8203,8532.4209
289310690,2.2962,3706.0547,8509.9971
289310729,2.1907,3730.4688,8172.2153
289310769,2.3490,3696.2891,8682.6895
289310808,2.2698,3725.5859,8456.5137
289310848,2.2435,3701.1719,8303.4102
289310887,2.2698,3779.2969,8578.4287
289310926,2.3226,3715.8203,8630.4951
289310966,2.2698,3740.2344,8489.7627
289311005,2.4018,3701.1719,8889.5332
289311045,2.3226,3710.9375,8619.1543
289311085,2.3754,3681.6406,8745.4512
289311124,2.5338,3710.9375,9402.7129
289311164,2.5338,3681.6406,9328.4805
289311203,2.5602,3701.1719,9475.6563
289311243,2.4282,3676.7578,8927.9385
289311283,2.6921,3681.6406,9911.5117
289311322,2.5602,3696.2891,9463.1553
289311362,2.4546,3686.5234,9048.9512
289311400,2.5074,3627.9297,9096.6357
289311440,2.3490,3691.4063,8671.2197
289311480,2.3226,3706.0547,8607.8125
289311519,2.2698,3681.6406,8356.7637
289311559,2.3490,3701.1719,8694.1592
289311598,2.2698,3818.3594,8667.0947
289311638,2.2698,3720.7031,8445.4297
289311678,2.2435,3715.8203,8336.2734
289311717,2.2962,3710.9375,8521.2090
289311757,2.3226,3696.2891,8585.1309
289311796,2.3754,3715.8203,8826.6426
289311836,2.4018,3681.6406,8842.6230
289311875,2.5602,3686.5234,9438.1533
289311915,2.6658,3725.5859,9931.4873
289311954,2.5338,3671.8750,9303.7373
289311993,2.3490,3715.8203,8728.5693
289312033,2.3490,3691.4063,8671.2197
289312072,2.3754,3730.4688,8861.4385
289312112,2.1115,3715.8203,7845.9043
289312152,1.9531,3779.2969,7381.4395
289312191,2.0323,3730.4688,7581.4531
289312231,2.1643,3750.0000,8116.0264
289312270,2.3754,3706.0547,8803.4443
289312310,2.1907,3735.3516,8182.9121
289312350,2.4018,3696.2891,8877.8057
289312389,2.3754,3715.8203,8826.6426
289312429,2.4282,3769.5313,9153.2119
289312467,2.3490,3725.5859,8751.5088
289312507,2.3754,3696.2891,8780.2471
289312547,2.2962,3730.4688,8566.0576
289312586,2.2698,3696.2891,8390.0137
289312626,2.4282,3696.2891,8975.3643
289312665,2.4018,3686.5234,8854.3506
289312705,2.2962,3730.4688,8566.0576
289312745,2.2698,3701.1719,8401.0967
289312784,2.3226,3730.4688,8664.5176
289312824,2.1643,3720.7031,8052.6201
289312863,2.0059,3769.5313,7561.3481
289312903,2.0587,3730.4688,7679.9136
289312943,2.1907,3808.5938,8343.3613
289312982,2.3490,3710.9375,8717.0996
289313021,2.2962,3745.1172,8599.6934
289313060,2.1379,3720.7031,7954.4170
289313100,2.3754,3715.8203,8826.6426
289313139,2.4810,3706.0547,9194.7090
289313179,2.3226,3696.2891,8585.1309
289313219,2.3490,3701.1719,8694.1592
289313258,2.2171,3735.3516,8281.5020
289313298,2.4018,3681.6406,8842.6230
289313337,2.3754,3715.8203,8826.6426
289313377,2.3754,3686.5234,8757.0498
289313417,2.2435,3720.7031,8347.2275
289313456,2.0323,3837.8906,7799.7671
289313496,1.9531,3808.5938,7438.6597
289313534,1.8212,3750.0000,6829.3394
289313574,1.9531,3779.2969,7381.4395
289313614,2.0851,3750.0000,7819.0986
289313653,1.9531,3784.1797,7390.9761
289313693,2.0323,3740.2344,7601.2998
289313732,2.2435,3720.7031,8347.2275
289313772,2.4018,3715.8203,8924.7158
289313812,2.3490,3720.7031,8740.0391
289313851,2.0323,3750.0000,7621.1465
289313891,2.0587,3759.7656,7740.2271
289313930,2.0059,3759.7656,7541.7593
289313970,2.1379,3686.5234,7881.3452
289314010,2.2698,3745.1172,8500.8467
289314049,2.0587,3750.0000,7720.1226
289314088,2.0323,3759.7656,7640.9932
289314127,2.1379,3710.9375,7933.5396
289314167,2.3754,3735.3516,8873.0371
289314207,2.5338,3681.6406,9328.4805
289314246,2.6394,3652.3438,9639.8428
289314286,2.3226,3715.8203,8630.4951
289314325,2.1907,3696.2891,8097.3389
289314365,2.0323,3779.2969,7680.6865
289314404,2.0323,3750.0000,7621.1465
289314444,1.7156,3808.5938,6533.9575
289314484,1.9795,3740.2344,7403.8633
289314523,2.0059,3774.4141,7571.1426
289314563,2.2171,3706.0547,8216.5488
289314601,2.2698,3745.1172,8500.8467
289314641,2.1643,3701.1719,8010.3491
289314681,2.2698,3740.2344,8489.7627
289314720,2.2171,3715.8203,8238.1992
289314760,2.2962,3715.8203,8532.4209
289314799,2.1379,3730.4688,7975.2949
289314839,2.1643,3745.1172,8105.4590
289314879,2.0851,3735.3516,7788.5557
289314918,2.1379,3745.1172,8006.6113
289314958,1.9795,3735.3516,7394.1978
289314997,2.0323,3764.6484,7650.9165
289315037,2.2962,3735.3516,8577.2695
289315077,2.2698,3730.4688,8467.5967
289315116,2.4018,3706.0547,8901.2607
289315155,2.2171,3715.8203,8238.1992
289315194,2.1379,3750.0000,8017.0503
289315234,2.1907,3710.9375,8129.4287
289315274,2.1907,3735.3516,8182.9121
289315313,2.1907,3715.8203,8140.1255
289315353,2.2171,3740.2344,8292.3271
289315392,2.1643,3735.3516,8084.3232
289315432,2.2171,3759.7656,8335.6289
289315472,2.1115,3691.4063,7794.3540
289315511,2.1907,3754.8828,8225.6982
289315551,2.2698,3720.7031,8445.4297
289315590,2.3226,3730.4688,8664.5176
289315630,2.2698,3696.2891,8390.0137
289315668,2.2962,3706.0547,8509.9971
289315708,2.2698,3720.7031,8445.4297
289315748,2.0323,3784.1797,7690.6099
289315787,2.0059,3730.4688,7482.9922
289315827,2.1115,3754.8828,7928.3843
289315866,2.0323,3754.8828,7631.0698
289315906,1.9795,3750.0000,7423.1943
289315946,1.9531,3769.5313,7362.3657
289315985,2.1907,3715.8203,8140.1255
289316025,2.1907,3740.2344,8193.6084
289316064,1.9795,3735.3516,7394.1978
289316104,2.0587,3759.7656,7740.2271
289316144,2.0059,3740.2344,7502.5811
289316183,2.2435,3730.4688,8369.1367
289316222,2.4282,3691.4063,8963.5078
289316261,2.5338,3701.1719,9377.9688
289316301,2.4282,3701.1719,8987.2207
289316341,1.9267,3769.5313,7262.8745
289316380,1.9003,3750.0000,7126.2666
289316420,1.9267,3784.1797,7291.0981
289316459,1.9267,3759.7656,7244.0586
289316499,1.8739,3750.0000,7027.2910
289316539,2.0851,3730.4688,7778.3745
289316578,1.8739,3789.0625,7100.4922
289316618,1.9795,3754.8828,7432.8604
289316657,1.7948,3789.0625,6800.4712
289316697,1.9003,3764.6484,7154.1040
289316737,2.0059,3754.8828,7531.9648
289316775,1.6892,3808.5938,6433.4355
289316815,1.4253,3833.0078,5463.0073
289316854,1.2669,3881.8359,4917.8662
289316894,1.5044,3823.2422,5751.8159
289316934,1.5308,3837.8906,5875.1494
289316973,1.4253,3837.8906,5469.9668
289317013,1.4253,3828.1250,5456.0483
289317052,1.6100,3823.2422,6155.4521
289317092,1.5572,3833.0078,5968.8413
289317131,1.3197,3837.8906,5064.7837
289317171,1.4780,3842.7734,5679.7749
289317211,1.2405,3852.5391,4779.0684
289317250,1.5044,3828.1250,5759.1616
289317289,1.2141,3857.4219,4683.3145
289317328,1.6100,3847.6563,6194.7593
289317368,1.3461,3847.6563,5179.2251
289317408,1.5572,3818.3594,5946.0308
289317447,0.3959,3984.3750,1577.4288
289317487,0.3431,3994.1406,1370.4558
289317526,0.3695,4023.4375,1486.7009
289317566,0.3695,3994.1406,1475.8755
289317606,0.3695,3964.8438,1465.0499
289317645,0.3959,3989.2578,1579.3619
289317685,0.3431,3999.0234,1372.1311
289317724,0.3431,3994.1406,1370.4558
289317764,0.3959,3994.1406,1581.2950
289317804,0.3695,3994.1406,1475.8755
289317842,0.3695,3999.0234,1477.6797
289317882,0.3695,3994.1406,1475.8755
289317921,0.3959,3994.1406,1581.2950
289317961,0.5015,3989.2578,2000.5251
289318001,0.3695,3999.0234,1477.6797
289318040,0.4751,3999.0234,1899.8739
289318080,0.3167,3999.0234,1266.5825
289318119,0.3431,4003.9063,1373.8065
289318159,0.3959,3994.1406,1581.2950
289318198,0.3695,4003.9063,1479.4840
289318238,0.3959,3999.0234,1583.2281
289318278,0.3695,3989.2578,1474.0713
289318317,0.3959,3999.0234,1583.2281
289318356,0.3695,3964.8438,1465.0499
289318395,0.3695,4003.9063,1479.4840
289318435,0.3431,3999.0234,1372.1311
289318475,0.3431,4003.9063,1373.8065
289318514,0.3431,4003.9063,1373.8065
289318554,0.3695,4008.7891,1481.2882
289318593,0.3695,4003.9063,1479.4840
289318633,0.3695,4003.9063,1479.4840
289318673,0.3695,3999.0234,1477.6797
289318712,0.3167,4003.9063,1268.1290
289318752,0.3695,4008.7891,1481.2882
289318791,0.3431,4003.9063,1373.8065
289318831,0.3167,3994.1406,1265.0360
289318871,0.3695,4003.9063,1479.4840
289318909,0.3695,3994.1406,1475.8755
289318949,0.3431,3984.3750,1367.1050
289318988,0.3431,3989.2578,1368.7804
289319028,0.3431,4003.9063,1373.8065
289319068,0.3431,3999.0234,1372.1311
289319107,0.3167,3994.1406,1265.0360
289319147,0.3695,4003.9063,1479.4840
289319186,0.3695,3989.2578,1474.0713
289319226,0.3695,3994.1406,1475.8755
289319266,0.4751,4003.9063,1902.1936
289319305,0.3695,4003.9063,1479.4840
289319345,0.3959,3994.1406,1581.2950
289319384,0.3431,4003.9063,1373.8065
289319424,0.4751,4003.9063,1902.1936
289319462,0.3695,3999.0234,1477.6797
289319502,0.4223,4003.9063,1690.8387
289319542,0.4223,3999.0234,1688.7769
289319581,0.3431,3999.0234,1372.1311
289319621,0.3959,3994.1406,1581.2950
289319660,0.3431,4008.7891,1375.4819
289319700,0.3695,4003.9063,1479.4840
289319740,0.3695,3999.0234,1477.6797
289319779,0.4487,4003.9063,1796.5162
289319819,0.3431,3979.4922,1365.4297
289319858,0.3431,3994.1406,1370.4558
289319898,0.3959,4008.7891,1587.0945
289319938,0.3431,3999.0234,1372.1311
289319976,0.3431,3984.3750,1367.1050
289320016,0.5279,3999.0234,2110.9709
289320055,0.3431,3994.1406,1370.4558
289320095,0.5015,3999.0234,2005.4224
289320135,0.3959,4003.9063,1585.1614
289320174,0.3431,4008.7891,1375.4819
289320214,0.3431,4008.7891,1375.4819
289320253,0.3695,3989.2578,1474.0713
289320293,0.3695,4003.9063,1479.4840
289320333,0.3167,4003.9063,1268.1290
289320372,0.3431,4013.6719,1377.1572
289320412,0.3959,4003.9063,1585.1614
289320451,0.4487,4003.9063,1796.5162
289320491,0.3695,4003.9063,1479.4840
289320530,0.3431,4008.7891,1375.4819
289320569,0.3431,3999.0234,1372.1311
289320609,0.3431,4008.7891,1375.4819
289320648,0.3959,3979.4922,1575.4957
289320688,0.3431,4003.9063,1373.8065
289320727,0.3959,4013.6719,1589.0276
